# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
  63     1500  6.00  -23.488  -14.512   -9.354   -6.355   -4.139
  64     1600  3.50  -20.702  -12.588   -7.862   -5.116   -2.947
  65     1600  4.00  -20.483  -12.553   -7.881   -5.151   -3.038
  66     1600  4.50  -20.577  -12.608   -7.931   -5.218   -3.161
  67     1600  5.00  -20.679  -12.690   -8.002   -5.289   -3.265
  68     1600  5.50  -20.855  -12.772   -8.056   -5.336   -3.323
  69     1600  6.00  -21.006  -12.830   -8.098   -5.373   -3.359
  70     1700  3.50  -18.968  -11.019   -6.816   -4.212   -2.014
  71     1700  4.00  -18.593  -10.641   -6.446   -3.948   -1.872
  72     1700  4.50  -17.404   -9.707   -5.812   -3.415   -1.417
  73     1700  5.00  -18.457  -10.810   -6.543   -4.026   -2.012
  74     1700  5.50  -18.710  -11.201   -6.844   -4.322   -2.355
  75     1700  6.00  -18.890  -11.363   -6.994   -4.499   -2.599
  76     1800  3.50  -17.527   -9.963   -6.251   -3.690   -1.498
  77     1800  4.00  -17.185   -9.761   -6.039   -3.567   -1.459
  78     1800  4.50  -16.210   -9.064   -5.490   -3.169   -1.187
  79     1800  5.00  -16.087   -9.043   -5.457   -3.134   -1.188
  80     1800  5.50  -16.877   -9.702   -5.825   -3.481   -1.549
  81     1800  6.00  -16.975   -9.805   -5.858   -3.525   -1.603
  82     1900  3.50  -14.996   -8.766   -5.716   -3.156   -0.988
  83     1900  4.00  -16.116   -9.002   -5.726   -3.214   -1.101
  84     1900  4.50  -17.063   -9.589   -5.980   -3.476   -1.406
  85     1900  5.00  -16.059   -8.959   -5.497   -3.129   -1.163
  86     1900  5.50  -16.039   -9.193   -5.593   -3.294   -1.357
  87     1900  6.00  -15.982   -9.228   -5.553   -3.348   -1.455
  88     2000  3.50  -13.075   -8.029   -5.522   -2.869   -0.721
  89     2000  4.00  -14.452   -8.149   -5.382   -2.820   -0.748
  90     2000  4.50  -15.259   -8.234   -5.279   -2.785   -0.777
  91     2000  5.00  -15.694   -8.457   -5.306   -2.865   -0.903
  92     2000  5.50  -15.647   -8.874   -5.474   -3.131   -1.197
  93     2000  6.00  -15.163   -8.696   -5.270   -3.110   -1.236
  94     2100  4.00  -12.780   -7.449   -5.123   -2.524   -0.511
  95     2100  5.00  -14.558   -7.568   -4.868   -2.391   -0.507
  96     2100  5.50  -15.276   -8.144   -5.126   -2.697   -0.801
  97     2100  6.00  -15.070   -8.455   -5.206   -2.957   -1.049
  98     2200  3.50  -10.055   -6.616   -4.893   -2.265   -0.298
  99     2200  4.00  -11.206   -6.771   -4.809   -2.228   -0.310
 100     2200  4.50  -12.532   -6.942   -4.776   -2.191   -0.310
 101     2200  5.00  -13.703   -7.082   -4.689   -2.145   -0.328
 102     2200  5.50  -14.523   -7.397   -4.760   -2.266   -0.464
 103     2200  6.00  -14.607   -7.527   -4.723   -2.386   -0.551
 104     2300  3.50   -9.020   -6.025   -4.487   -1.962   -0.144
 105     2300  4.00  -10.014   -6.177   -4.436   -1.931   -0.151
 106     2300  4.50  -11.285   -6.396   -4.476   -1.922   -0.157
 107     2300  5.00  -12.681   -6.607   -4.457   -1.900   -0.182
 108     2300  5.50  -13.717   -6.809   -4.473   -1.937   -0.240
 109     2300  6.00  -13.977   -6.904   -4.397   -1.986   -0.280
 110     2400  3.50   -8.222   -5.499   -4.033   -1.665   -0.016
 111     2400  4.00   -9.039   -5.633   -4.014   -1.641   -0.020
 112     2400  4.50  -10.140   -5.851   -4.104   -1.648   -0.021
 113     2400  5.50  -12.632   -6.256   -4.159   -1.627   -0.054
 114     2400  6.00  -13.403   -6.453   -4.160   -1.704   -0.122
 115     2500  3.50   -7.683   -5.068   -3.591   -1.402    0.075
 116     2500  4.00   -8.307   -5.157   -3.577   -1.372    0.082
 117     2500  4.50   -9.237   -5.369   -3.713   -1.396    0.084
 118     2500  5.00  -10.386   -5.565   -3.763   -1.371    0.089
 119     2500  5.50  -11.665   -5.796   -3.839   -1.374    0.064
 120     2500  6.00  -12.595   -5.991   -3.875   -1.421    0.020
 121     2600  3.50   -7.258   -4.696   -3.199   -1.180    0.144
 122     2600  4.00   -7.747   -4.747   -3.174   -1.143    0.157
 123     2600  4.50   -8.517   -4.935   -3.322   -1.167    0.167
 124     2600  5.00   -9.444   -5.096   -3.366   -1.142    0.179
 125     2600  5.50  -10.636   -5.322   -3.463   -1.140    0.168
 126     2600  6.00  -11.692   -5.560   -3.560   -1.179    0.125
 127     2700  3.50   -6.917   -4.388   -2.886   -1.011    0.190
 128     2700  4.00   -7.279   -4.386   -2.821   -0.954    0.215
 129     2700  4.50   -7.903   -4.537   -2.953   -0.968    0.234
 130     2700  5.00   -8.668   -4.672   -2.985   -0.945    0.246
 131     2700  5.50   -9.699   -4.877   -3.080   -0.938    0.245
 132     2700  6.00  -10.776   -5.117   -3.201   -0.959    0.217
 133     2800  5.00  -10.704   -4.186   -2.066   -0.318    0.434
 134     2800  5.50  -11.624   -4.315   -2.086   -0.231    0.509
 135     2900  5.00   -9.800   -3.846   -1.788   -0.267    0.417
 136     2900  5.50  -10.661   -3.974   -1.836   -0.190    0.483
 137     3000  5.00   -8.979   -3.536   -1.540   -0.218    0.403
 138     3000  5.50   -9.775   -3.663   -1.602   -0.153    0.460
 139     3100  5.00   -8.231   -3.257   -1.323   -0.173    0.392
 140     3100  5.50   -8.936   -3.379   -1.387   -0.119    0.439
 141     3200  5.00   -7.578   -3.009   -1.139   -0.133    0.385
 142     3200  5.50   -8.176   -3.119   -1.194   -0.088    0.423
 143     3300  5.00   -7.009   -2.782   -0.980   -0.092    0.382
 144     3300  5.50   -7.478   -2.878   -1.023   -0.058    0.412
 145     3400  5.00   -6.516   -2.577   -0.843   -0.053    0.382
 146     3400  5.50   -6.844   -2.657   -0.875   -0.028    0.404
 147     3500  5.00   -6.089   -2.388   -0.727   -0.016    0.382
 148     3500  5.50   -6.274   -2.453   -0.748    0.001    0.399
 149     3600  5.00   -5.696   -2.216   -0.629    0.015    0.381
 150     3600  5.50   -5.787   -2.268   -0.642    0.028    0.394
 151     3700  5.00   -5.330   -2.054   -0.549    0.043    0.380
 152     3700  5.50   -5.399   -2.106   -0.559    0.051    0.388
 153     3800  5.00   -5.002   -1.901   -0.482    0.066    0.379
 154     3800  5.50   -5.084   -1.943   -0.477    0.081    0.393
 155     3500  0.00   -6.876   -2.931   -1.059   -0.297    0.180
 156     3500  0.50   -6.332   -2.677   -0.951   -0.241    0.216
 157     3500  1.00   -5.809   -2.463   -0.856   -0.183    0.258
 158     3500  1.50   -5.350   -2.287   -0.770   -0.124    0.306
 159     3500  2.00   -5.000   -2.161   -0.701   -0.070    0.351
 160     3500  2.50   -4.802   -2.104   -0.648   -0.019    0.393
 161     3500  3.00   -4.701   -2.075   -0.602    0.024    0.422
 162     3500  3.50   -4.678   -2.076   -0.580    0.043    0.434
 163     3500  4.00   -4.730   -2.107   -0.572    0.054    0.440
 164     3500  4.50   -4.862   -2.167   -0.573    0.060    0.443
 165     3500  5.00   -5.075   -2.248   -0.584    0.066    0.449
 166     3750  0.00   -6.138   -2.433   -0.790   -0.154    0.229
 167     3750  0.50   -5.710   -2.262   -0.738   -0.144    0.224
 168     3750  1.00   -5.293   -2.123   -0.691   -0.127    0.230
 169     3750  1.50   -4.914   -2.007   -0.642   -0.100    0.249
 170     3750  2.00   -4.600   -1.906   -0.589   -0.063    0.279
 171     3750  2.50   -4.391   -1.840   -0.547   -0.025    0.313
 172     3750  3.00   -4.288   -1.816   -0.511    0.020    0.356
 173     3750  3.50   -4.220   -1.800   -0.478    0.059    0.389
 174     3750  4.00   -4.198   -1.798   -0.458    0.082    0.409
 175     3750  4.50   -4.244   -1.821   -0.445    0.097    0.421
 176     3750  5.00   -4.375   -1.873   -0.438    0.110    0.432
 177     4000  0.00   -5.290   -1.958   -0.533    0.002    0.312
 178     4000  0.50   -4.899   -1.809   -0.503   -0.006    0.292
 179     4000  1.00   -4.542   -1.705   -0.487   -0.015    0.277
 180     4000  1.50   -4.247   -1.633   -0.473   -0.017    0.270
 181     4000  2.00   -4.037   -1.593   -0.465   -0.018    0.266
 182     4000  2.50   -3.898   -1.563   -0.446   -0.006    0.274
 183     4000  3.00   -3.822   -1.544   -0.418    0.022    0.300
 184     4000  3.50   -3.791   -1.538   -0.389    0.062    0.338
 185     4000  4.00   -3.763   -1.532   -0.361    0.099    0.374
 186     4000  4.50   -3.757   -1.533   -0.340    0.125    0.398
 187     4000  5.00   -3.802   -1.554   -0.326    0.142    0.413
 188     4250  0.00   -4.496   -1.583   -0.338    0.117    0.368
 189     4250  0.50   -4.155   -1.457   -0.319    0.102    0.343
 190     4250  1.00   -3.848   -1.366   -0.311    0.087    0.323
 191     4250  1.50   -3.599   -1.305   -0.309    0.075    0.308
 192     4250  2.00   -3.419   -1.268   -0.309    0.067    0.299
 193     4250  2.50   -3.308   -1.249   -0.307    0.064    0.294
 194     4250  3.00   -3.255   -1.243   -0.301    0.068    0.296
 195     4250  3.50   -3.253   -1.247   -0.289    0.081    0.308
 196     4250  4.00   -3.288   -1.262   -0.271    0.109    0.336
 197     4250  4.50   -3.319   -1.274   -0.252    0.139    0.365
 198     4250  5.00   -3.345   -1.285   -0.234    0.163    0.388
 199     4500  0.00   -3.772   -1.265   -0.193    0.191    0.393
 200     4500  0.50   -3.505   -1.175   -0.184    0.174    0.369
 201     4500  1.00   -3.264   -1.107   -0.182    0.157    0.347
 202     4500  1.50   -3.068   -1.060   -0.184    0.143    0.331
 203     4500  2.00   -2.926   -1.031   -0.187    0.133    0.319
 204     4500  2.50   -2.837   -1.014   -0.188    0.127    0.312
 205     4500  3.00   -2.793   -1.007   -0.187    0.126    0.310
 206     4500  3.50   -2.789   -1.007   -0.182    0.130    0.313
 207     4500  4.00   -2.815   -1.014   -0.173    0.141    0.323
 208     4500  4.50   -2.867   -1.029   -0.160    0.162    0.343
 209     4500  5.00   -2.920   -1.045   -0.147    0.184    0.365
 210     4750  0.00   -3.122   -0.976   -0.087    0.228    0.386
 211     4750  0.50   -2.919   -0.925   -0.089    0.211    0.364
 212     4750  1.00   -2.736   -0.885   -0.093    0.194    0.345
 213     4750  1.50   -2.588   -0.857   -0.098    0.180    0.329
 214     4750  2.00   -2.479   -0.840   -0.103    0.169    0.318
 215     4750  2.50   -2.410   -0.829   -0.107    0.162    0.310
 216     4750  3.00   -2.380   -0.824   -0.107    0.160    0.307
 217     4750  3.50   -2.379   -0.823   -0.103    0.162    0.308
 218     4750  4.00   -2.401   -0.825   -0.097    0.169    0.314
 219     4750  4.50   -2.442   -0.832   -0.088    0.181    0.324
 220     4750  5.00   -2.501   -0.843   -0.078    0.196    0.338
 221     5000  0.00   -2.616   -0.733   -0.014    0.237    0.358
 222     5000  0.50   -2.450   -0.709   -0.024    0.219    0.337
 223     5000  1.00   -2.303   -0.692   -0.034    0.203    0.320
 224     5000  1.50   -2.185   -0.683   -0.043    0.190    0.306
 225     5000  2.00   -2.096   -0.678   -0.051    0.179    0.295
 226     5000  2.50   -2.039   -0.677   -0.056    0.172    0.287
 227     5000  3.00   -2.013   -0.678   -0.057    0.169    0.284
 228     5000  3.50   -2.013   -0.679   -0.054    0.171    0.285
 229     5000  4.00   -2.034   -0.681   -0.048    0.177    0.290
 230     5000  4.50   -2.070   -0.684   -0.040    0.187    0.299
 231     5000  5.00   -2.117   -0.689   -0.031    0.200    0.310
 232     5250  0.00   -2.251   -0.538    0.034    0.227    0.319
 233     5250  0.50   -2.117   -0.533    0.020    0.211    0.299
 234     5250  1.00   -1.996   -0.532    0.006    0.196    0.283
 235     5250  1.50   -1.893   -0.536   -0.007    0.182    0.269
 236     5250  2.00   -1.812   -0.543   -0.018    0.171    0.258
 237     5250  2.50   -1.755   -0.551   -0.026    0.163    0.250
 238     5250  3.00   -1.722   -0.559   -0.030    0.159    0.247
 239     5250  3.50   -1.714   -0.565   -0.029    0.161    0.247
 240     5250  4.00   -1.728   -0.569   -0.023    0.167    0.253
 241     5250  4.50   -1.756   -0.572   -0.015    0.177    0.261
 242     5250  5.00   -1.795   -0.574   -0.004    0.189    0.272
 243     5500  0.00   -1.985   -0.382    0.064    0.205    0.274
 244     5500  0.50   -1.883   -0.390    0.048    0.191    0.256
 245     5500  1.00   -1.783   -0.400    0.033    0.178    0.240
 246     5500  1.50   -1.695   -0.414    0.018    0.165    0.226
 247     5500  2.00   -1.620   -0.430    0.004    0.154    0.215
 248     5500  2.50   -1.561   -0.446   -0.008    0.144    0.206
 249     5500  3.00   -1.517   -0.461   -0.017    0.138    0.200
 250     5500  3.50   -1.493   -0.472   -0.019    0.137    0.199
 251     5500  4.00   -1.489   -0.479   -0.016    0.141    0.203
 252     5500  4.50   -1.504   -0.484   -0.008    0.151    0.211
 253     5500  5.00   -1.531   -0.487    0.002    0.163    0.223
 254     5750  0.00   -1.787   -0.253    0.080    0.173    0.227
 255     5750  0.50   -1.713   -0.270    0.065    0.164    0.211
 256     5750  1.00   -1.635   -0.289    0.050    0.154    0.195
 257     5750  1.50   -1.560   -0.310    0.034    0.143    0.182
 258     5750  2.00   -1.492   -0.333    0.018    0.132    0.169
 259     5750  2.50   -1.433   -0.357    0.003    0.121    0.159
 260     5750  3.00   -1.383   -0.379   -0.010    0.112    0.151
 261     5750  3.50   -1.345   -0.396   -0.018    0.107    0.146
 262     5750  4.00   -1.322   -0.409   -0.019    0.108    0.147
 263     5750  4.50   -1.318   -0.416   -0.014    0.115    0.154
 264     5750  5.00   -1.329   -0.420   -0.005    0.127    0.164
 265     6000  0.00   -1.631   -0.143    0.085    0.132    0.177
 266     6000  0.50   -1.587   -0.168    0.073    0.129    0.164
 267     6000  1.00   -1.529   -0.193    0.060    0.124    0.149
 268     6000  1.50   -1.467   -0.220    0.045    0.116    0.136
 269     6000  2.00   -1.407   -0.249    0.028    0.106    0.123
 270     6000  2.50   -1.351   -0.278    0.011    0.095    0.112
 271     6000  3.00   -1.299   -0.307   -0.005    0.085    0.102
 272     6000  3.50   -1.253   -0.332   -0.018    0.077    0.094
 273     6000  4.00   -1.216   -0.351   -0.025    0.073    0.091
 274     6000  4.50   -1.193   -0.362   -0.026    0.076    0.094
 275     6000  5.00   -1.185   -0.369   -0.019    0.084    0.103
 276     6250  0.50   -1.485   -0.079    0.073    0.088    0.114
 277     6250  1.00   -1.448   -0.108    0.064    0.088    0.102
 278     6250  1.50   -1.401   -0.140    0.050    0.084    0.090
 279     6250  2.00   -1.350   -0.173    0.034    0.077    0.077
 280     6250  2.50   -1.298   -0.208    0.016    0.067    0.064
 281     6250  3.00   -1.246   -0.242   -0.002    0.057    0.053
 282     6250  3.50   -1.196   -0.273   -0.018    0.047    0.043
 283     6250  4.00   -1.151   -0.299   -0.031    0.039    0.037
 284     6250  4.50   -1.113   -0.318   -0.038    0.037    0.036
 285     6250  5.00   -1.089   -0.329   -0.037    0.041    0.040
 286     6500  0.50   -1.394    0.000    0.062    0.038    0.060
 287     6500  1.00   -1.382   -0.033    0.060    0.046    0.053
 288     6500  1.50   -1.351   -0.067    0.050    0.047    0.042
 289     6500  2.00   -1.310   -0.104    0.036    0.044    0.029
 290     6500  2.50   -1.263   -0.143    0.019    0.037    0.017
 291     6500  3.00   -1.214   -0.182   -0.001    0.027    0.004
 292     6500  3.50   -1.163   -0.219   -0.020    0.016   -0.007
 293     6500  4.00   -1.113   -0.252   -0.037    0.006   -0.016
 294     6500  4.50   -1.066   -0.278   -0.049   -0.000   -0.021
 295     6500  5.00   -1.028   -0.296   -0.054   -0.000   -0.020
 296     6750  0.50   -1.313    0.062    0.049   -0.012    0.008
 297     6750  1.00   -1.319    0.035    0.046   -0.004   -0.001
 298     6750  1.50   -1.307   -0.002    0.044    0.005   -0.008
 299     6750  2.00   -1.278   -0.042    0.034    0.007   -0.019
 300     6750  2.50   -1.240   -0.083    0.018    0.003   -0.032
 301     6750  3.00   -1.195   -0.126   -0.001   -0.005   -0.044
 302     6750  3.50   -1.145   -0.168   -0.022   -0.015   -0.057
 303     6750  4.00   -1.093   -0.207   -0.042   -0.026   -0.067
 304     6750  4.50   -1.041   -0.240   -0.059   -0.035   -0.075
 305     6750  5.00   -0.993   -0.266   -0.070   -0.040   -0.078
 306     7000  0.50   -1.238    0.106    0.036   -0.060   -0.043
 307     7000  1.00   -1.258    0.086    0.031   -0.053   -0.053
 308     7000  1.50   -1.263    0.056    0.028   -0.044   -0.062
 309     7000  2.00   -1.251    0.014    0.025   -0.036   -0.070
 310     7000  2.50   -1.222   -0.029    0.013   -0.035   -0.081
 311     7000  3.00   -1.183   -0.074   -0.005   -0.040   -0.094
 312     7000  3.50   -1.137   -0.120   -0.026   -0.048   -0.107
 313     7000  4.00   -1.085   -0.164   -0.048   -0.059   -0.118
 314     7000  4.50   -1.030   -0.204   -0.068   -0.070   -0.128
 315     7000  5.00   -0.977   -0.237   -0.085   -0.078   -0.134
 316     7250  0.50   -1.168    0.130    0.021   -0.104   -0.093
 317     7250  1.00   -1.199    0.121    0.014   -0.101   -0.104
 318     7250  1.50   -1.218    0.098    0.010   -0.093   -0.115
 319     7250  2.00   -1.221    0.064    0.007   -0.085   -0.125
 320     7250  2.50   -1.205    0.019    0.002   -0.077   -0.133
 321     7250  3.00   -1.175   -0.028   -0.013   -0.078   -0.144
 322     7250  3.50   -1.135   -0.076   -0.032   -0.083   -0.157
 323     7250  4.00   -1.086   -0.124   -0.055   -0.093   -0.169
 324     7250  4.50   -1.030   -0.169   -0.078   -0.104   -0.180
 325     7250  5.00   -0.974   -0.209   -0.098   -0.115   -0.188
 326     7500  0.50   -1.106    0.120    0.007   -0.140   -0.141
 327     7500  1.00   -1.139    0.138   -0.007   -0.148   -0.156
 328     7500  1.50   -1.170    0.124   -0.010   -0.142   -0.167
 329     7500  2.00   -1.187    0.098   -0.014   -0.134   -0.179
 330     7500  2.50   -1.187    0.061   -0.019   -0.126   -0.188
 331     7500  3.00   -1.167    0.013   -0.025   -0.120   -0.197
 332     7500  3.50   -1.134   -0.036   -0.042   -0.122   -0.209
 333     7500  4.00   -1.090   -0.087   -0.063   -0.129   -0.221
 334     7500  4.50   -1.037   -0.136   -0.087   -0.139   -0.232
 335     7500  5.00   -0.979   -0.181   -0.110   -0.151   -0.242
 336     7750  1.00   -1.082    0.133   -0.033   -0.194   -0.210
 337     7750  1.50   -1.121    0.133   -0.036   -0.191   -0.222
 338     7750  2.00   -1.151    0.115   -0.038   -0.184   -0.233
 339     7750  2.50   -1.164    0.087   -0.043   -0.176   -0.245
 340     7750  3.00   -1.158    0.047   -0.048   -0.169   -0.254
 341     7750  3.50   -1.133   -0.002   -0.057   -0.164   -0.262
 342     7750  4.00   -1.095   -0.054   -0.075   -0.167   -0.273
 343     7750  4.50   -1.047   -0.106   -0.098   -0.175   -0.285
 344     7750  5.00   -0.990   -0.155   -0.123   -0.187   -0.295
 345     8000  1.00   -1.031    0.101   -0.063   -0.236   -0.267
 346     8000  1.50   -1.074    0.125   -0.068   -0.241   -0.279
 347     8000  2.00   -1.113    0.117   -0.069   -0.235   -0.290
 348     8000  2.50   -1.137    0.096   -0.072   -0.228   -0.302
 349     8000  3.00   -1.144    0.065   -0.077   -0.221   -0.313
 350     8000  3.50   -1.132    0.023   -0.082   -0.214   -0.321
 351     8000  4.00   -1.100   -0.026   -0.092   -0.210   -0.328
 352     8000  4.50   -1.057   -0.079   -0.112   -0.214   -0.338
 353     8000  5.00   -1.003   -0.132   -0.137   -0.224   -0.348
 354     8250  1.00   -0.984    0.039   -0.105   -0.278   -0.332
 355     8250  1.50   -1.031    0.100   -0.106   -0.292   -0.338
 356     8250  2.00   -1.075    0.104   -0.107   -0.289   -0.350
 357     8250  2.50   -1.110    0.090   -0.107   -0.282   -0.362
 358     8250  3.00   -1.129    0.066   -0.110   -0.275   -0.373
 359     8250  3.50   -1.128    0.034   -0.115   -0.268   -0.382
 360     8250  4.00   -1.106   -0.009   -0.119   -0.260   -0.388
 361     8250  4.50   -1.067   -0.058   -0.131   -0.257   -0.394
 362     8250  5.00   -1.018   -0.111   -0.153   -0.262   -0.402
 363     8500  1.50   -0.993    0.058   -0.149   -0.342   -0.401
 364     8500  2.00   -1.040    0.076   -0.148   -0.343   -0.411
 365     8500  2.50   -1.083    0.072   -0.148   -0.338   -0.424
 366     8500  3.00   -1.112    0.055   -0.149   -0.331   -0.435
 367     8500  3.50   -1.121    0.029   -0.152   -0.323   -0.445
 368     8500  4.00   -1.111   -0.005   -0.156   -0.316   -0.452
 369     8500  4.50   -1.078   -0.047   -0.159   -0.306   -0.454
 370     8500  5.00   -1.032   -0.096   -0.173   -0.305   -0.459
 371     8750  1.50   -0.958    0.005   -0.199   -0.394   -0.467
 372     8750  2.00   -1.008    0.039   -0.195   -0.398   -0.474
 373     8750  2.50   -1.055    0.043   -0.193   -0.394   -0.486
 374     8750  3.00   -1.091    0.032   -0.192   -0.387   -0.497
 375     8750  3.50   -1.112    0.012   -0.193   -0.380   -0.508
 376     8750  4.00   -1.112   -0.016   -0.196   -0.373   -0.516
 377     8750  4.50   -1.091   -0.050   -0.199   -0.364   -0.520
 378     8750  5.00   -1.048   -0.091   -0.202   -0.354   -0.519
 379     9000  1.50   -0.932   -0.052   -0.253   -0.450   -0.539
 380     9000  2.00   -0.983   -0.006   -0.245   -0.453   -0.540
 381     9000  2.50   -1.031    0.006   -0.242   -0.451   -0.550
 382     9000  3.00   -1.073    0.001   -0.240   -0.446   -0.562
 383     9000  3.50   -1.102   -0.013   -0.239   -0.439   -0.573
 384     9000  4.00   -1.113   -0.036   -0.240   -0.431   -0.582
 385     9000  4.50   -1.102   -0.065   -0.244   -0.424   -0.587
 386     9000  5.00   -1.066   -0.099   -0.243   -0.412   -0.585
 387     9250  2.00   -0.965   -0.055   -0.298   -0.510   -0.607
 388     9250  2.50   -1.012   -0.037   -0.294   -0.510   -0.615
 389     9250  3.00   -1.057   -0.037   -0.291   -0.505   -0.627
 390     9250  3.50   -1.091   -0.046   -0.289   -0.499   -0.638
 391     9250  4.00   -1.110   -0.064   -0.288   -0.491   -0.647
 392     9250  4.50   -1.108   -0.088   -0.290   -0.483   -0.653
 393     9250  5.00   -1.085   -0.118   -0.291   -0.474   -0.654
 394     9500  2.00   -0.953   -0.106   -0.352   -0.568   -0.675
 395     9500  2.50   -1.000   -0.084   -0.347   -0.568   -0.681
 396     9500  3.00   -1.043   -0.080   -0.344   -0.565   -0.692
 397     9500  3.50   -1.081   -0.085   -0.341   -0.559   -0.702
 398     9500  4.00   -1.106   -0.098   -0.339   -0.552   -0.712
 399     9500  4.50   -1.113   -0.117   -0.339   -0.543   -0.719
 400     9500  5.00   -1.100   -0.144   -0.339   -0.535   -0.722
 401     9750  2.00   -0.947   -0.158   -0.407   -0.626   -0.743
 402     9750  2.50   -0.994   -0.134   -0.402   -0.627   -0.748
 403     9750  3.00   -1.036   -0.126   -0.399   -0.625   -0.757
 404     9750  3.50   -1.075   -0.128   -0.396   -0.620   -0.768
 405     9750  4.00   -1.103   -0.137   -0.392   -0.613   -0.778
 406     9750  4.50   -1.117   -0.152   -0.390   -0.604   -0.785
 407     9750  5.00   -1.112   -0.175   -0.389   -0.595   -0.788
 408    10000  2.00   -0.945   -0.209   -0.462   -0.683   -0.811
