# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
  63     1500  6.00  -23.488  -14.512   -9.354   -6.355   -4.139
  64     1600  3.50  -20.702  -12.588   -7.862   -5.116   -2.947
  65     1600  4.00  -20.483  -12.553   -7.881   -5.151   -3.038
  66     1600  4.50  -20.577  -12.608   -7.931   -5.218   -3.161
  67     1600  5.00  -20.679  -12.690   -8.002   -5.289   -3.265
  68     1600  5.50  -20.855  -12.772   -8.056   -5.336   -3.323
  69     1600  6.00  -21.006  -12.830   -8.098   -5.373   -3.359
  70     1700  3.50  -18.968  -11.019   -6.816   -4.212   -2.014
  71     1700  4.00  -18.593  -10.641   -6.446   -3.948   -1.872
  72     1700  4.50  -17.404   -9.707   -5.812   -3.415   -1.417
  73     1700  5.00  -18.457  -10.810   -6.543   -4.026   -2.012
  74     1700  5.50  -18.710  -11.201   -6.844   -4.322   -2.355
  75     1700  6.00  -18.890  -11.363   -6.994   -4.499   -2.599
  76     1800  3.50  -17.527   -9.963   -6.251   -3.690   -1.498
  77     1800  4.00  -17.185   -9.761   -6.039   -3.567   -1.459
  78     1800  4.50  -16.210   -9.064   -5.490   -3.169   -1.187
  79     1800  5.00  -16.087   -9.043   -5.457   -3.134   -1.188
  80     1800  5.50  -16.877   -9.702   -5.825   -3.481   -1.549
  81     1800  6.00  -16.975   -9.805   -5.858   -3.525   -1.603
  82     1900  3.50  -14.996   -8.766   -5.716   -3.156   -0.988
  83     1900  4.00  -16.116   -9.002   -5.726   -3.214   -1.101
  84     1900  4.50  -17.063   -9.589   -5.980   -3.476   -1.406
  85     1900  5.00  -16.059   -8.959   -5.497   -3.129   -1.163
  86     1900  5.50  -16.039   -9.193   -5.593   -3.294   -1.357
  87     1900  6.00  -15.982   -9.228   -5.553   -3.348   -1.455
  88     2000  3.50  -13.075   -8.029   -5.522   -2.869   -0.721
  89     2000  4.00  -14.452   -8.149   -5.382   -2.820   -0.748
  90     2000  4.50  -15.259   -8.234   -5.279   -2.785   -0.777
  91     2000  5.00  -15.694   -8.457   -5.306   -2.865   -0.903
  92     2000  5.50  -15.647   -8.874   -5.474   -3.131   -1.197
  93     2000  6.00  -15.163   -8.696   -5.270   -3.110   -1.236
  94     2100  4.00  -12.780   -7.449   -5.123   -2.524   -0.511
  95     2100  5.00  -14.558   -7.568   -4.868   -2.391   -0.507
  96     2100  5.50  -15.276   -8.144   -5.126   -2.697   -0.801
  97     2100  6.00  -15.070   -8.455   -5.206   -2.957   -1.049
  98     2200  3.50  -10.055   -6.616   -4.893   -2.265   -0.298
  99     2200  4.00  -11.206   -6.771   -4.809   -2.228   -0.310
 100     2200  4.50  -12.532   -6.942   -4.776   -2.191   -0.310
 101     2200  5.00  -13.703   -7.082   -4.689   -2.145   -0.328
 102     2200  5.50  -14.523   -7.397   -4.760   -2.266   -0.464
 103     2200  6.00  -14.607   -7.527   -4.723   -2.386   -0.551
 104     2300  3.50   -9.020   -6.025   -4.487   -1.962   -0.144
 105     2300  4.00  -10.014   -6.177   -4.436   -1.931   -0.151
 106     2300  4.50  -11.285   -6.396   -4.476   -1.922   -0.157
 107     2300  5.00  -12.681   -6.607   -4.457   -1.900   -0.182
 108     2300  5.50  -13.717   -6.809   -4.473   -1.937   -0.240
 109     2300  6.00  -13.977   -6.904   -4.397   -1.986   -0.280
 110     2400  3.50   -8.222   -5.499   -4.033   -1.665   -0.016
 111     2400  4.00   -9.039   -5.633   -4.014   -1.641   -0.020
 112     2400  4.50  -10.140   -5.851   -4.104   -1.648   -0.021
 113     2400  5.50  -12.632   -6.256   -4.159   -1.627   -0.054
 114     2400  6.00  -13.403   -6.453   -4.160   -1.704   -0.122
 115     2500  3.50   -7.683   -5.068   -3.591   -1.402    0.075
 116     2500  4.00   -8.307   -5.157   -3.577   -1.372    0.082
 117     2500  4.50   -9.237   -5.369   -3.713   -1.396    0.084
 118     2500  5.00  -10.386   -5.565   -3.763   -1.371    0.089
 119     2500  5.50  -11.665   -5.796   -3.839   -1.374    0.064
 120     2500  6.00  -12.595   -5.991   -3.875   -1.421    0.020
 121     2600  3.50   -7.258   -4.696   -3.199   -1.180    0.144
 122     2600  4.00   -7.747   -4.747   -3.174   -1.143    0.157
 123     2600  4.50   -8.517   -4.935   -3.322   -1.167    0.167
 124     2600  5.00   -9.444   -5.096   -3.366   -1.142    0.179
 125     2600  5.50  -10.636   -5.322   -3.463   -1.140    0.168
 126     2600  6.00  -11.692   -5.560   -3.560   -1.179    0.125
 127     2700  3.50   -6.917   -4.388   -2.886   -1.011    0.190
 128     2700  4.00   -7.279   -4.386   -2.821   -0.954    0.215
 129     2700  4.50   -7.903   -4.537   -2.953   -0.968    0.234
 130     2700  5.00   -8.668   -4.672   -2.985   -0.945    0.246
 131     2700  5.50   -9.699   -4.877   -3.080   -0.938    0.245
 132     2700  6.00  -10.776   -5.117   -3.201   -0.959    0.217
 133     2800  5.00  -10.704   -4.186   -2.066   -0.318    0.434
 134     2800  5.50  -11.624   -4.315   -2.086   -0.231    0.509
 135     2900  5.00   -9.800   -3.846   -1.788   -0.267    0.417
 136     2900  5.50  -10.661   -3.974   -1.836   -0.190    0.483
 137     3000  5.00   -8.979   -3.536   -1.540   -0.218    0.403
 138     3000  5.50   -9.775   -3.663   -1.602   -0.153    0.460
 139     3100  5.00   -8.231   -3.257   -1.323   -0.173    0.392
 140     3100  5.50   -8.936   -3.379   -1.387   -0.119    0.439
 141     3200  5.00   -7.578   -3.009   -1.139   -0.133    0.385
 142     3200  5.50   -8.176   -3.119   -1.194   -0.088    0.423
 143     3300  5.00   -7.009   -2.782   -0.980   -0.092    0.382
 144     3300  5.50   -7.478   -2.878   -1.023   -0.058    0.412
 145     3400  5.00   -6.516   -2.577   -0.843   -0.053    0.382
 146     3400  5.50   -6.844   -2.657   -0.875   -0.028    0.404
 147     3500  5.00   -6.089   -2.388   -0.727   -0.016    0.382
 148     3500  5.50   -6.274   -2.453   -0.748    0.001    0.399
 149     3600  5.00   -5.696   -2.216   -0.629    0.015    0.381
 150     3600  5.50   -5.787   -2.268   -0.642    0.028    0.394
 151     3700  5.00   -5.330   -2.054   -0.549    0.043    0.380
 152     3700  5.50   -5.399   -2.106   -0.559    0.051    0.388
 153     3800  5.00   -5.002   -1.901   -0.482    0.066    0.379
 154     3800  5.50   -5.084   -1.943   -0.477    0.081    0.393
 155     3500  0.00   -7.154   -3.270   -1.204   -0.324    0.194
 156     3500  0.50   -6.614   -2.903   -1.009   -0.226    0.243
 157     3500  1.00   -6.048   -2.579   -0.847   -0.140    0.293
 158     3500  1.50   -5.519   -2.344   -0.734   -0.073    0.337
 159     3500  2.00   -5.132   -2.218   -0.676   -0.032    0.367
 160     3500  2.50   -4.895   -2.143   -0.637   -0.005    0.387
 161     3500  3.00   -4.785   -2.109   -0.610    0.014    0.401
 162     3500  3.50   -4.775   -2.105   -0.587    0.033    0.414
 163     3500  4.00   -4.847   -2.123   -0.560    0.056    0.432
 164     3500  4.50   -4.981   -2.144   -0.528    0.090    0.458
 165     3500  5.00   -5.167   -2.151   -0.488    0.137    0.495
 166     3750  0.00   -6.399   -2.768   -0.937   -0.177    0.261
 167     3750  0.50   -5.985   -2.508   -0.829   -0.147    0.257
 168     3750  1.00   -5.526   -2.271   -0.733   -0.113    0.263
 169     3750  1.50   -5.052   -2.065   -0.643   -0.070    0.286
 170     3750  2.00   -4.655   -1.922   -0.574   -0.023    0.320
 171     3750  2.50   -4.389   -1.842   -0.530    0.016    0.353
 172     3750  3.00   -4.229   -1.797   -0.502    0.041    0.374
 173     3750  3.50   -4.162   -1.777   -0.479    0.061    0.390
 174     3750  4.00   -4.170   -1.776   -0.457    0.080    0.406
 175     3750  4.50   -4.241   -1.787   -0.429    0.105    0.425
 176     3750  5.00   -4.365   -1.801   -0.394    0.139    0.452
 177     4000  0.00   -5.462   -2.212   -0.639   -0.004    0.353
 178     4000  0.50   -5.091   -2.013   -0.572    0.003    0.334
 179     4000  1.00   -4.702   -1.840   -0.524    0.003    0.316
 180     4000  1.50   -4.339   -1.705   -0.488    0.004    0.304
 181     4000  2.00   -4.048   -1.608   -0.457    0.011    0.302
 182     4000  2.50   -3.847   -1.548   -0.425    0.037    0.322
 183     4000  3.00   -3.719   -1.511   -0.394    0.069    0.351
 184     4000  3.50   -3.642   -1.486   -0.368    0.095    0.375
 185     4000  4.00   -3.623   -1.479   -0.350    0.114    0.391
 186     4000  4.50   -3.655   -1.484   -0.334    0.130    0.404
 187     4000  5.00   -3.733   -1.496   -0.310    0.151    0.421
 188     4250  0.00   -4.461   -1.712   -0.401    0.116    0.400
 189     4250  0.50   -4.164   -1.578   -0.366    0.111    0.378
 190     4250  1.00   -3.863   -1.459   -0.340    0.102    0.357
 191     4250  1.50   -3.591   -1.364   -0.322    0.095    0.340
 192     4250  2.00   -3.372   -1.294   -0.309    0.089    0.329
 193     4250  2.50   -3.218   -1.249   -0.296    0.092    0.327
 194     4250  3.00   -3.132   -1.228   -0.282    0.107    0.340
 195     4250  3.50   -3.102   -1.219   -0.264    0.129    0.361
 196     4250  4.00   -3.100   -1.216   -0.250    0.147    0.378
 197     4250  4.50   -3.124   -1.217   -0.238    0.160    0.390
 198     4250  5.00   -3.180   -1.225   -0.226    0.173    0.400
 199     4500  0.00   -3.574   -1.287   -0.225    0.185    0.404
 200     4500  0.50   -3.334   -1.207   -0.214    0.171    0.382
 201     4500  1.00   -3.112   -1.139   -0.207    0.159    0.363
 202     4500  1.50   -2.924   -1.084   -0.202    0.148    0.347
 203     4500  2.00   -2.782   -1.043   -0.197    0.141    0.336
 204     4500  2.50   -2.688   -1.016   -0.192    0.139    0.331
 205     4500  3.00   -2.637   -1.002   -0.184    0.144    0.334
 206     4500  3.50   -2.618   -0.999   -0.175    0.157    0.346
 207     4500  4.00   -2.628   -1.000   -0.163    0.173    0.362
 208     4500  4.50   -2.653   -1.002   -0.153    0.188    0.375
 209     4500  5.00   -2.695   -1.005   -0.143    0.200    0.386
 210     4750  0.00   -2.918   -0.959   -0.109    0.214    0.383
 211     4750  0.50   -2.713   -0.913   -0.113    0.197    0.360
 212     4750  1.00   -2.529   -0.878   -0.118    0.180    0.341
 213     4750  1.50   -2.377   -0.852   -0.123    0.166    0.325
 214     4750  2.00   -2.268   -0.835   -0.127    0.157    0.314
 215     4750  2.50   -2.205   -0.825   -0.126    0.154    0.309
 216     4750  3.00   -2.181   -0.820   -0.121    0.157    0.311
 217     4750  3.50   -2.185   -0.821   -0.113    0.167    0.319
 218     4750  4.00   -2.201   -0.824   -0.105    0.180    0.332
 219     4750  4.50   -2.229   -0.829   -0.095    0.194    0.345
 220     4750  5.00   -2.263   -0.832   -0.086    0.207    0.358
 221     5000  0.00   -2.455   -0.714   -0.034    0.220    0.348
 222     5000  0.50   -2.286   -0.692   -0.046    0.200    0.326
 223     5000  1.00   -2.134   -0.678   -0.059    0.182    0.306
 224     5000  1.50   -2.007   -0.672   -0.072    0.166    0.290
 225     5000  2.00   -1.908   -0.671   -0.082    0.153    0.277
 226     5000  2.50   -1.844   -0.672   -0.088    0.146    0.270
 227     5000  3.00   -1.818   -0.675   -0.087    0.147    0.269
 228     5000  3.50   -1.822   -0.679   -0.081    0.155    0.276
 229     5000  4.00   -1.844   -0.685   -0.072    0.167    0.288
 230     5000  4.50   -1.873   -0.691   -0.062    0.181    0.301
 231     5000  5.00   -1.905   -0.695   -0.052    0.195    0.315
 232     5250  0.00   -2.126   -0.525    0.014    0.209    0.307
 233     5250  0.50   -1.991   -0.522   -0.003    0.190    0.285
 234     5250  1.00   -1.868   -0.524   -0.019    0.173    0.266
 235     5250  1.50   -1.762   -0.531   -0.036    0.156    0.250
 236     5250  2.00   -1.676   -0.542   -0.051    0.142    0.236
 237     5250  2.50   -1.610   -0.554   -0.063    0.131    0.226
 238     5250  3.00   -1.570   -0.563   -0.068    0.126    0.221
 239     5250  3.50   -1.558   -0.571   -0.066    0.130    0.224
 240     5250  4.00   -1.570   -0.577   -0.058    0.140    0.234
 241     5250  4.50   -1.594   -0.582   -0.048    0.154    0.247
 242     5250  5.00   -1.622   -0.587   -0.037    0.169    0.261
 243     5500  0.00   -1.888   -0.374    0.043    0.187    0.262
 244     5500  0.50   -1.786   -0.385    0.026    0.171    0.242
 245     5500  1.00   -1.687   -0.399    0.008    0.156    0.224
 246     5500  1.50   -1.598   -0.416   -0.010    0.140    0.207
 247     5500  2.00   -1.523   -0.436   -0.028    0.126    0.193
 248     5500  2.50   -1.460   -0.456   -0.044    0.113    0.181
 249     5500  3.00   -1.412   -0.474   -0.056    0.104    0.173
 250     5500  3.50   -1.383   -0.487   -0.060    0.101    0.171
 251     5500  4.00   -1.375   -0.495   -0.057    0.107    0.176
 252     5500  4.50   -1.385   -0.501   -0.048    0.119    0.187
 253     5500  5.00   -1.405   -0.505   -0.037    0.134    0.201
 254     5750  0.00   -1.713   -0.249    0.060    0.155    0.214
 255     5750  0.50   -1.638   -0.269    0.043    0.145    0.196
 256     5750  1.00   -1.561   -0.292    0.026    0.133    0.179
 257     5750  1.50   -1.487   -0.317    0.007    0.119    0.164
 258     5750  2.00   -1.421   -0.344   -0.012    0.105    0.149
 259     5750  2.50   -1.362   -0.372   -0.030    0.091    0.135
 260     5750  3.00   -1.311   -0.397   -0.046    0.080    0.125
 261     5750  3.50   -1.270   -0.418   -0.057    0.072    0.119
 262     5750  4.00   -1.245   -0.431   -0.060    0.072    0.119
 263     5750  4.50   -1.237   -0.439   -0.055    0.080    0.126
 264     5750  5.00   -1.243   -0.443   -0.045    0.093    0.139
 265     6000  0.00   -1.576   -0.143    0.066    0.116    0.165
 266     6000  0.50   -1.530   -0.169    0.053    0.112    0.150
 267     6000  1.00   -1.473   -0.198    0.038    0.104    0.134
 268     6000  1.50   -1.412   -0.229    0.020    0.094    0.119
 269     6000  2.00   -1.354   -0.262    0.001    0.082    0.104
 270     6000  2.50   -1.298   -0.296   -0.020    0.068    0.090
 271     6000  3.00   -1.247   -0.328   -0.039    0.055    0.078
 272     6000  3.50   -1.201   -0.356   -0.055    0.044    0.068
 273     6000  4.00   -1.162   -0.377   -0.064    0.039    0.064
 274     6000  4.50   -1.137   -0.390   -0.065    0.041    0.066
 275     6000  5.00   -1.128   -0.396   -0.059    0.051    0.076
 276     6250  0.50   -1.443   -0.082    0.055    0.072    0.102
 277     6250  1.00   -1.407   -0.114    0.043    0.071    0.089
 278     6250  1.50   -1.360   -0.149    0.028    0.065    0.074
 279     6250  2.00   -1.310   -0.187    0.009    0.055    0.059
 280     6250  2.50   -1.259   -0.226   -0.012    0.043    0.045
 281     6250  3.00   -1.208   -0.264   -0.033    0.030    0.031
 282     6250  3.50   -1.159   -0.299   -0.053    0.017    0.019
 283     6250  4.00   -1.113   -0.327   -0.067    0.008    0.012
 284     6250  4.50   -1.075   -0.347   -0.075    0.004    0.009
 285     6250  5.00   -1.049   -0.358   -0.074    0.009    0.014
 286     6500  0.50   -1.363   -0.003    0.045    0.024    0.049
 287     6500  1.00   -1.352   -0.039    0.042    0.031    0.041
 288     6500  1.50   -1.321   -0.077    0.030    0.030    0.028
 289     6500  2.00   -1.281   -0.117    0.013    0.025    0.014
 290     6500  2.50   -1.235   -0.160   -0.007    0.015   -0.001
 291     6500  3.00   -1.186   -0.203   -0.029    0.003   -0.016
 292     6500  3.50   -1.136   -0.244   -0.051   -0.011   -0.029
 293     6500  4.00   -1.086   -0.280   -0.070   -0.023   -0.039
 294     6500  4.50   -1.039   -0.307   -0.084   -0.030   -0.045
 295     6500  5.00   -1.001   -0.326   -0.090   -0.031   -0.045
 296     6750  0.50   -1.291    0.059    0.034   -0.025   -0.002
 297     6750  1.00   -1.298    0.029    0.030   -0.017   -0.012
 298     6750  1.50   -1.286   -0.012    0.026   -0.010   -0.020
 299     6750  2.00   -1.258   -0.054    0.013   -0.010   -0.033
 300     6750  2.50   -1.221   -0.099   -0.005   -0.016   -0.047
 301     6750  3.00   -1.176   -0.146   -0.027   -0.027   -0.062
 302     6750  3.50   -1.126   -0.192   -0.051   -0.039   -0.076
 303     6750  4.00   -1.074   -0.234   -0.073   -0.053   -0.089
 304     6750  4.50   -1.022   -0.269   -0.091   -0.063   -0.098
 305     6750  5.00   -0.974   -0.295   -0.103   -0.069   -0.101
 306     7000  0.50   -1.224    0.102    0.022   -0.072   -0.052
 307     7000  1.00   -1.244    0.081    0.016   -0.066   -0.063
 308     7000  1.50   -1.250    0.047    0.012   -0.057   -0.073
 309     7000  2.00   -1.238    0.003    0.007   -0.050   -0.082
 310     7000  2.50   -1.210   -0.044   -0.008   -0.051   -0.095
 311     7000  3.00   -1.171   -0.093   -0.028   -0.059   -0.109
 312     7000  3.50   -1.125   -0.142   -0.052   -0.070   -0.124
 313     7000  4.00   -1.073   -0.189   -0.076   -0.083   -0.138
 314     7000  4.50   -1.018   -0.231   -0.098   -0.095   -0.148
 315     7000  5.00   -0.964   -0.265   -0.115   -0.105   -0.155
 316     7250  0.50   -1.160    0.125    0.008   -0.116   -0.102
 317     7250  1.00   -1.191    0.115    0.001   -0.112   -0.113
 318     7250  1.50   -1.211    0.090   -0.004   -0.105   -0.125
 319     7250  2.00   -1.214    0.053   -0.009   -0.097   -0.135
 320     7250  2.50   -1.199    0.005   -0.016   -0.092   -0.145
 321     7250  3.00   -1.169   -0.044   -0.033   -0.094   -0.158
 322     7250  3.50   -1.128   -0.096   -0.055   -0.102   -0.172
 323     7250  4.00   -1.079   -0.147   -0.080   -0.114   -0.186
 324     7250  4.50   -1.023   -0.195   -0.104   -0.127   -0.198
 325     7250  5.00   -0.965   -0.236   -0.126   -0.139   -0.208
 326     7500  0.50   -1.105    0.115   -0.006   -0.151   -0.150
 327     7500  1.00   -1.137    0.131   -0.019   -0.159   -0.165
 328     7500  1.50   -1.169    0.116   -0.023   -0.153   -0.176
 329     7500  2.00   -1.185    0.088   -0.029   -0.146   -0.188
 330     7500  2.50   -1.185    0.048   -0.034   -0.139   -0.199
 331     7500  3.00   -1.165   -0.002   -0.043   -0.134   -0.209
 332     7500  3.50   -1.132   -0.054   -0.061   -0.138   -0.222
 333     7500  4.00   -1.087   -0.107   -0.085   -0.147   -0.235
 334     7500  4.50   -1.033   -0.159   -0.111   -0.159   -0.248
 335     7500  5.00   -0.975   -0.206   -0.136   -0.172   -0.259
 336     7750  1.00   -1.085    0.125   -0.044   -0.204   -0.218
 337     7750  1.50   -1.124    0.124   -0.048   -0.201   -0.230
 338     7750  2.00   -1.154    0.105   -0.052   -0.194   -0.242
 339     7750  2.50   -1.167    0.074   -0.057   -0.188   -0.254
 340     7750  3.00   -1.160    0.033   -0.063   -0.181   -0.264
 341     7750  3.50   -1.134   -0.018   -0.074   -0.178   -0.274
 342     7750  4.00   -1.096   -0.072   -0.094   -0.183   -0.286
 343     7750  4.50   -1.046   -0.126   -0.119   -0.193   -0.299
 344     7750  5.00   -0.989   -0.178   -0.146   -0.206   -0.310
 345     8000  1.00   -1.037    0.093   -0.075   -0.246   -0.275
 346     8000  1.50   -1.081    0.115   -0.080   -0.250   -0.287
 347     8000  2.00   -1.120    0.106   -0.081   -0.245   -0.298
 348     8000  2.50   -1.144    0.083   -0.085   -0.239   -0.310
 349     8000  3.00   -1.150    0.051   -0.091   -0.233   -0.322
 350     8000  3.50   -1.136    0.008   -0.096   -0.226   -0.330
 351     8000  4.00   -1.104   -0.043   -0.108   -0.223   -0.339
 352     8000  4.50   -1.060   -0.097   -0.130   -0.229   -0.350
 353     8000  5.00   -1.005   -0.152   -0.157   -0.240   -0.361
 354     8250  1.00   -0.992    0.028   -0.118   -0.289   -0.340
 355     8250  1.50   -1.038    0.089   -0.117   -0.301   -0.346
 356     8250  2.00   -1.083    0.092   -0.118   -0.298   -0.357
 357     8250  2.50   -1.119    0.078   -0.119   -0.292   -0.369
 358     8250  3.00   -1.137    0.053   -0.123   -0.285   -0.381
 359     8250  3.50   -1.136    0.019   -0.129   -0.279   -0.392
 360     8250  4.00   -1.112   -0.024   -0.133   -0.271   -0.397
 361     8250  4.50   -1.072   -0.074   -0.147   -0.270   -0.404
 362     8250  5.00   -1.022   -0.129   -0.170   -0.277   -0.414
 363     8500  1.50   -1.002    0.045   -0.161   -0.352   -0.409
 364     8500  2.00   -1.050    0.065   -0.160   -0.352   -0.419
 365     8500  2.50   -1.093    0.059   -0.159   -0.347   -0.431
 366     8500  3.00   -1.122    0.041   -0.160   -0.340   -0.443
 367     8500  3.50   -1.131    0.015   -0.164   -0.334   -0.453
 368     8500  4.00   -1.120   -0.020   -0.169   -0.327   -0.461
 369     8500  4.50   -1.085   -0.062   -0.173   -0.317   -0.463
 370     8500  5.00   -1.039   -0.112   -0.188   -0.317   -0.468
 371     8750  1.50   -0.973   -0.008   -0.212   -0.406   -0.477
 372     8750  2.00   -1.021    0.026   -0.207   -0.408   -0.483
 373     8750  2.50   -1.067    0.030   -0.205   -0.404   -0.494
 374     8750  3.00   -1.103    0.019   -0.204   -0.397   -0.505
 375     8750  3.50   -1.124   -0.001   -0.205   -0.390   -0.516
 376     8750  4.00   -1.124   -0.029   -0.209   -0.383   -0.525
 377     8750  4.50   -1.100   -0.065   -0.211   -0.374   -0.528
 378     8750  5.00   -1.056   -0.105   -0.215   -0.365   -0.528
 379     9000  1.50   -0.952   -0.066   -0.268   -0.463   -0.549
 380     9000  2.00   -1.001   -0.020   -0.259   -0.465   -0.549
 381     9000  2.50   -1.048   -0.009   -0.255   -0.463   -0.559
 382     9000  3.00   -1.089   -0.013   -0.253   -0.457   -0.570
 383     9000  3.50   -1.116   -0.027   -0.251   -0.449   -0.581
 384     9000  4.00   -1.125   -0.049   -0.252   -0.441   -0.590
 385     9000  4.50   -1.113   -0.079   -0.255   -0.434   -0.595
 386     9000  5.00   -1.075   -0.112   -0.254   -0.421   -0.592
 387     9250  2.00   -0.988   -0.071   -0.313   -0.524   -0.618
 388     9250  2.50   -1.034   -0.053   -0.308   -0.522   -0.626
 389     9250  3.00   -1.077   -0.052   -0.304   -0.517   -0.637
 390     9250  3.50   -1.109   -0.061   -0.302   -0.509   -0.647
 391     9250  4.00   -1.125   -0.077   -0.300   -0.501   -0.655
 392     9250  4.50   -1.121   -0.101   -0.301   -0.493   -0.660
 393     9250  5.00   -1.096   -0.131   -0.302   -0.483   -0.661
 394     9500  2.00   -0.979   -0.123   -0.368   -0.582   -0.687
 395     9500  2.50   -1.026   -0.101   -0.363   -0.582   -0.693
 396     9500  3.00   -1.069   -0.096   -0.359   -0.578   -0.703
 397     9500  3.50   -1.104   -0.100   -0.355   -0.571   -0.713
 398     9500  4.00   -1.124   -0.112   -0.352   -0.562   -0.721
 399     9500  4.50   -1.128   -0.131   -0.350   -0.553   -0.727
 400     9500  5.00   -1.112   -0.156   -0.350   -0.543   -0.729
 401     9750  2.00   -0.976   -0.175   -0.424   -0.641   -0.755
 402     9750  2.50   -1.022   -0.151   -0.418   -0.642   -0.760
 403     9750  3.00   -1.065   -0.143   -0.414   -0.639   -0.769
 404     9750  3.50   -1.102   -0.144   -0.410   -0.633   -0.779
 405     9750  4.00   -1.127   -0.152   -0.406   -0.624   -0.788
 406     9750  4.50   -1.136   -0.166   -0.402   -0.614   -0.794
 407     9750  5.00   -1.127   -0.187   -0.400   -0.604   -0.796
 408    10000  2.00   -0.975   -0.227   -0.480   -0.700   -0.824
