# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
  63     1500  6.00  -23.488  -14.512   -9.354   -6.355   -4.139
  64     1600  3.50  -20.702  -12.588   -7.862   -5.116   -2.947
  65     1600  4.00  -20.483  -12.553   -7.881   -5.151   -3.038
  66     1600  4.50  -20.577  -12.608   -7.931   -5.218   -3.161
  67     1600  5.00  -20.679  -12.690   -8.002   -5.289   -3.265
  68     1600  5.50  -20.855  -12.772   -8.056   -5.336   -3.323
  69     1600  6.00  -21.006  -12.830   -8.098   -5.373   -3.359
  70     1700  3.50  -18.968  -11.019   -6.816   -4.212   -2.014
  71     1700  4.00  -18.593  -10.641   -6.446   -3.948   -1.872
  72     1700  4.50  -17.404   -9.707   -5.812   -3.415   -1.417
  73     1700  5.00  -18.457  -10.810   -6.543   -4.026   -2.012
  74     1700  5.50  -18.710  -11.201   -6.844   -4.322   -2.355
  75     1700  6.00  -18.890  -11.363   -6.994   -4.499   -2.599
  76     1800  3.50  -17.527   -9.963   -6.251   -3.690   -1.498
  77     1800  4.00  -17.185   -9.761   -6.039   -3.567   -1.459
  78     1800  4.50  -16.210   -9.064   -5.490   -3.169   -1.187
  79     1800  5.00  -16.087   -9.043   -5.457   -3.134   -1.188
  80     1800  5.50  -16.877   -9.702   -5.825   -3.481   -1.549
  81     1800  6.00  -16.975   -9.805   -5.858   -3.525   -1.603
  82     1900  3.50  -14.996   -8.766   -5.716   -3.156   -0.988
  83     1900  4.00  -16.116   -9.002   -5.726   -3.214   -1.101
  84     1900  4.50  -17.063   -9.589   -5.980   -3.476   -1.406
  85     1900  5.00  -16.059   -8.959   -5.497   -3.129   -1.163
  86     1900  5.50  -16.039   -9.193   -5.593   -3.294   -1.357
  87     1900  6.00  -15.982   -9.228   -5.553   -3.348   -1.455
  88     2000  3.50  -13.075   -8.029   -5.522   -2.869   -0.721
  89     2000  4.00  -14.452   -8.149   -5.382   -2.820   -0.748
  90     2000  4.50  -15.259   -8.234   -5.279   -2.785   -0.777
  91     2000  5.00  -15.694   -8.457   -5.306   -2.865   -0.903
  92     2000  5.50  -15.647   -8.874   -5.474   -3.131   -1.197
  93     2000  6.00  -15.163   -8.696   -5.270   -3.110   -1.236
  94     2100  4.00  -12.780   -7.449   -5.123   -2.524   -0.511
  95     2100  5.00  -14.558   -7.568   -4.868   -2.391   -0.507
  96     2100  5.50  -15.276   -8.144   -5.126   -2.697   -0.801
  97     2100  6.00  -15.070   -8.455   -5.206   -2.957   -1.049
  98     2200  3.50  -10.055   -6.616   -4.893   -2.265   -0.298
  99     2200  4.00  -11.206   -6.771   -4.809   -2.228   -0.310
 100     2200  4.50  -12.532   -6.942   -4.776   -2.191   -0.310
 101     2200  5.00  -13.703   -7.082   -4.689   -2.145   -0.328
 102     2200  5.50  -14.523   -7.397   -4.760   -2.266   -0.464
 103     2200  6.00  -14.607   -7.527   -4.723   -2.386   -0.551
 104     2300  3.50   -9.020   -6.025   -4.487   -1.962   -0.144
 105     2300  4.00  -10.014   -6.177   -4.436   -1.931   -0.151
 106     2300  4.50  -11.285   -6.396   -4.476   -1.922   -0.157
 107     2300  5.00  -12.681   -6.607   -4.457   -1.900   -0.182
 108     2300  5.50  -13.717   -6.809   -4.473   -1.937   -0.240
 109     2300  6.00  -13.977   -6.904   -4.397   -1.986   -0.280
 110     2400  3.50   -8.222   -5.499   -4.033   -1.665   -0.016
 111     2400  4.00   -9.039   -5.633   -4.014   -1.641   -0.020
 112     2400  4.50  -10.140   -5.851   -4.104   -1.648   -0.021
 113     2400  5.50  -12.632   -6.256   -4.159   -1.627   -0.054
 114     2400  6.00  -13.403   -6.453   -4.160   -1.704   -0.122
 115     2500  3.50   -7.683   -5.068   -3.591   -1.402    0.075
 116     2500  4.00   -8.307   -5.157   -3.577   -1.372    0.082
 117     2500  4.50   -9.237   -5.369   -3.713   -1.396    0.084
 118     2500  5.00  -10.386   -5.565   -3.763   -1.371    0.089
 119     2500  5.50  -11.665   -5.796   -3.839   -1.374    0.064
 120     2500  6.00  -12.595   -5.991   -3.875   -1.421    0.020
 121     2600  3.50   -7.258   -4.696   -3.199   -1.180    0.144
 122     2600  4.00   -7.747   -4.747   -3.174   -1.143    0.157
 123     2600  4.50   -8.517   -4.935   -3.322   -1.167    0.167
 124     2600  5.00   -9.444   -5.096   -3.366   -1.142    0.179
 125     2600  5.50  -10.636   -5.322   -3.463   -1.140    0.168
 126     2600  6.00  -11.692   -5.560   -3.560   -1.179    0.125
 127     2700  3.50   -6.917   -4.388   -2.886   -1.011    0.190
 128     2700  4.00   -7.279   -4.386   -2.821   -0.954    0.215
 129     2700  4.50   -7.903   -4.537   -2.953   -0.968    0.234
 130     2700  5.00   -8.668   -4.672   -2.985   -0.945    0.246
 131     2700  5.50   -9.699   -4.877   -3.080   -0.938    0.245
 132     2700  6.00  -10.776   -5.117   -3.201   -0.959    0.217
 133     2800  5.00   -9.943   -4.392   -2.420   -0.504    0.354
 134     2800  5.50  -10.841   -4.629   -2.510   -0.461    0.382
 135     2900  5.00   -9.088   -3.981   -2.058   -0.416    0.367
 136     2900  5.50   -9.964   -4.206   -2.168   -0.381    0.390
 137     3000  5.00   -8.315   -3.626   -1.749   -0.338    0.372
 138     3000  5.50   -9.136   -3.822   -1.855   -0.306    0.395
 139     3100  5.00   -7.629   -3.306   -1.480   -0.262    0.376
 140     3100  5.50   -8.342   -3.481   -1.573   -0.238    0.395
 141     3200  5.00   -7.056   -3.035   -1.261   -0.199    0.378
 142     3200  5.50   -7.640   -3.175   -1.330   -0.176    0.395
 143     3300  5.00   -6.561   -2.793   -1.074   -0.139    0.381
 144     3300  5.50   -7.020   -2.909   -1.126   -0.121    0.396
 145     3400  5.00   -6.145   -2.581   -0.916   -0.085    0.386
 146     3400  5.50   -6.480   -2.674   -0.954   -0.071    0.396
 147     3500  5.00   -5.786   -2.388   -0.780   -0.035    0.391
 148     3500  5.50   -6.002   -2.463   -0.807   -0.025    0.398
 149     3600  5.00   -5.471   -2.218   -0.667    0.007    0.393
 150     3600  5.50   -5.611   -2.274   -0.682    0.017    0.402
 151     3700  5.00   -5.188   -2.062   -0.571    0.043    0.393
 152     3700  5.50   -5.257   -2.107   -0.581    0.051    0.401
 153     3800  5.00   -4.914   -1.919   -0.494    0.070    0.390
 154     3800  5.50   -4.952   -1.954   -0.496    0.080    0.399
 155     3500  0.00   -6.883   -2.891   -1.098   -0.331    0.167
 156     3500  0.50   -6.381   -2.706   -1.038   -0.294    0.198
 157     3500  1.00   -5.906   -2.549   -0.982   -0.252    0.235
 158     3500  1.50   -5.492   -2.414   -0.924   -0.204    0.279
 159     3500  2.00   -5.151   -2.295   -0.865   -0.153    0.326
 160     3500  2.50   -4.905   -2.204   -0.803   -0.098    0.374
 161     3500  3.00   -4.754   -2.145   -0.731   -0.035    0.423
 162     3500  3.50   -4.680   -2.108   -0.661    0.015    0.452
 163     3500  4.00   -4.688   -2.110   -0.622    0.040    0.461
 164     3500  4.50   -4.768   -2.145   -0.605    0.054    0.466
 165     3500  5.00   -4.932   -2.215   -0.607    0.061    0.468
 166     3750  0.00   -6.145   -2.333   -0.749   -0.152    0.222
 167     3750  0.50   -5.743   -2.216   -0.722   -0.149    0.218
 168     3750  1.00   -5.373   -2.126   -0.697   -0.139    0.223
 169     3750  1.50   -5.048   -2.050   -0.670   -0.121    0.240
 170     3750  2.00   -4.770   -1.979   -0.639   -0.095    0.266
 171     3750  2.50   -4.559   -1.917   -0.604   -0.062    0.298
 172     3750  3.00   -4.421   -1.875   -0.566   -0.020    0.338
 173     3750  3.50   -4.332   -1.850   -0.523    0.031    0.384
 174     3750  4.00   -4.269   -1.828   -0.482    0.072    0.416
 175     3750  4.50   -4.268   -1.832   -0.459    0.095    0.432
 176     3750  5.00   -4.335   -1.864   -0.447    0.110    0.442
 177     4000  0.00   -5.287   -1.857   -0.490    0.001    0.296
 178     4000  0.50   -4.922   -1.752   -0.477   -0.009    0.281
 179     4000  1.00   -4.607   -1.684   -0.471   -0.016    0.270
 180     4000  1.50   -4.359   -1.644   -0.468   -0.020    0.264
 181     4000  2.00   -4.179   -1.622   -0.464   -0.020    0.264
 182     4000  2.50   -4.057   -1.607   -0.453   -0.011    0.270
 183     4000  3.00   -3.978   -1.592   -0.433    0.008    0.288
 184     4000  3.50   -3.938   -1.584   -0.407    0.042    0.321
 185     4000  4.00   -3.904   -1.580   -0.378    0.084    0.362
 186     4000  4.50   -3.863   -1.570   -0.349    0.120    0.397
 187     4000  5.00   -3.865   -1.578   -0.330    0.144    0.417
 188     4250  0.00   -4.518   -1.504   -0.302    0.113    0.349
 189     4250  0.50   -4.199   -1.407   -0.294    0.098    0.329
 190     4250  1.00   -3.924   -1.342   -0.294    0.085    0.314
 191     4250  1.50   -3.708   -1.303   -0.297    0.075    0.303
 192     4250  2.00   -3.553   -1.282   -0.300    0.069    0.296
 193     4250  2.50   -3.453   -1.274   -0.302    0.066    0.293
 194     4250  3.00   -3.402   -1.275   -0.300    0.067    0.294
 195     4250  3.50   -3.396   -1.284   -0.293    0.074    0.300
 196     4250  4.00   -3.427   -1.300   -0.279    0.095    0.320
 197     4250  4.50   -3.457   -1.316   -0.260    0.128    0.352
 198     4250  5.00   -3.467   -1.327   -0.238    0.160    0.383
 199     4500  0.00   -3.863   -1.225   -0.165    0.192    0.379
 200     4500  0.50   -3.601   -1.147   -0.161    0.173    0.356
 201     4500  1.00   -3.375   -1.092   -0.164    0.158    0.339
 202     4500  1.50   -3.198   -1.058   -0.169    0.145    0.327
 203     4500  2.00   -3.069   -1.038   -0.174    0.136    0.318
 204     4500  2.50   -2.983   -1.028   -0.178    0.131    0.313
 205     4500  3.00   -2.938   -1.026   -0.179    0.129    0.311
 206     4500  3.50   -2.928   -1.030   -0.177    0.131    0.312
 207     4500  4.00   -2.949   -1.040   -0.172    0.137    0.317
 208     4500  4.50   -2.999   -1.057   -0.162    0.152    0.330
 209     4500  5.00   -3.056   -1.079   -0.149    0.176    0.354
 210     4750  0.00   -3.275   -0.975   -0.066    0.236    0.383
 211     4750  0.50   -3.067   -0.922   -0.068    0.218    0.362
 212     4750  1.00   -2.886   -0.884   -0.073    0.201    0.344
 213     4750  1.50   -2.743   -0.860   -0.080    0.188    0.331
 214     4750  2.00   -2.639   -0.845   -0.086    0.178    0.321
 215     4750  2.50   -2.569   -0.838   -0.091    0.171    0.314
 216     4750  3.00   -2.531   -0.834   -0.093    0.168    0.311
 217     4750  3.50   -2.522   -0.835   -0.093    0.168    0.310
 218     4750  4.00   -2.537   -0.838   -0.089    0.171    0.313
 219     4750  4.50   -2.575   -0.846   -0.083    0.179    0.319
 220     4750  5.00   -2.637   -0.861   -0.074    0.191    0.329
 221     5000  0.00   -2.765   -0.747    0.005    0.251    0.363
 222     5000  0.50   -2.601   -0.720   -0.004    0.233    0.344
 223     5000  1.00   -2.457   -0.701   -0.012    0.218    0.328
 224     5000  1.50   -2.340   -0.690   -0.021    0.205    0.315
 225     5000  2.00   -2.252   -0.684   -0.028    0.195    0.305
 226     5000  2.50   -2.194   -0.682   -0.034    0.187    0.298
 227     5000  3.00   -2.161   -0.682   -0.037    0.183    0.294
 228     5000  3.50   -2.153   -0.683   -0.037    0.183    0.293
 229     5000  4.00   -2.167   -0.685   -0.034    0.186    0.295
 230     5000  4.50   -2.198   -0.688   -0.028    0.192    0.300
 231     5000  5.00   -2.248   -0.694   -0.020    0.201    0.307
 232     5250  0.00   -2.370   -0.552    0.053    0.243    0.328
 233     5250  0.50   -2.239   -0.545    0.040    0.228    0.310
 234     5250  1.00   -2.121   -0.542    0.028    0.214    0.295
 235     5250  1.50   -2.022   -0.543    0.018    0.202    0.283
 236     5250  2.00   -1.945   -0.547    0.008    0.192    0.274
 237     5250  2.50   -1.889   -0.552    0.001    0.185    0.267
 238     5250  3.00   -1.855   -0.558   -0.004    0.181    0.262
 239     5250  3.50   -1.843   -0.563   -0.004    0.180    0.261
 240     5250  4.00   -1.850   -0.566   -0.001    0.183    0.264
 241     5250  4.50   -1.875   -0.568    0.004    0.189    0.269
 242     5250  5.00   -1.915   -0.571    0.013    0.198    0.276
 243     5500  0.00   -2.080   -0.391    0.083    0.222    0.286
 244     5500  0.50   -1.978   -0.397    0.068    0.209    0.269
 245     5500  1.00   -1.879   -0.406    0.055    0.197    0.254
 246     5500  1.50   -1.791   -0.416    0.042    0.187    0.242
 247     5500  2.00   -1.718   -0.429    0.030    0.177    0.233
 248     5500  2.50   -1.661   -0.443    0.021    0.169    0.225
 249     5500  3.00   -1.621   -0.455    0.014    0.164    0.220
 250     5500  3.50   -1.598   -0.464    0.011    0.162    0.219
 251     5500  4.00   -1.594   -0.471    0.013    0.165    0.221
 252     5500  4.50   -1.607   -0.475    0.018    0.171    0.226
 253     5500  5.00   -1.635   -0.477    0.026    0.180    0.234
 254     5750  0.00   -1.861   -0.258    0.098    0.189    0.239
 255     5750  0.50   -1.787   -0.274    0.085    0.181    0.224
 256     5750  1.00   -1.708   -0.290    0.071    0.172    0.210
 257     5750  1.50   -1.632   -0.309    0.057    0.163    0.198
 258     5750  2.00   -1.564   -0.328    0.044    0.154    0.187
 259     5750  2.50   -1.505   -0.348    0.031    0.146    0.179
 260     5750  3.00   -1.457   -0.367    0.021    0.139    0.172
 261     5750  3.50   -1.422   -0.383    0.015    0.135    0.169
 262     5750  4.00   -1.402   -0.394    0.014    0.136    0.169
 263     5750  4.50   -1.399   -0.401    0.017    0.141    0.174
 264     5750  5.00   -1.412   -0.405    0.025    0.150    0.182
 265     6000  0.00   -1.688   -0.146    0.102    0.147    0.189
 266     6000  0.50   -1.644   -0.169    0.092    0.146    0.176
 267     6000  1.00   -1.585   -0.191    0.080    0.141    0.163
 268     6000  1.50   -1.523   -0.216    0.067    0.135    0.151
 269     6000  2.00   -1.461   -0.241    0.053    0.127    0.140
 270     6000  2.50   -1.403   -0.267    0.038    0.119    0.131
 271     6000  3.00   -1.351   -0.292    0.025    0.111    0.123
 272     6000  3.50   -1.306   -0.314    0.014    0.105    0.117
 273     6000  4.00   -1.272   -0.331    0.008    0.102    0.115
 274     6000  4.50   -1.251   -0.343    0.008    0.105    0.117
 275     6000  5.00   -1.247   -0.349    0.014    0.112    0.124
 276     6250  0.50   -1.528   -0.078    0.091    0.102    0.126
 277     6250  1.00   -1.492   -0.105    0.083    0.104    0.116
 278     6250  1.50   -1.443   -0.134    0.071    0.102    0.104
 279     6250  2.00   -1.390   -0.164    0.057    0.096    0.093
 280     6250  2.50   -1.336   -0.195    0.042    0.089    0.082
 281     6250  3.00   -1.284   -0.225    0.026    0.081    0.072
 282     6250  3.50   -1.234   -0.254    0.012    0.073    0.065
 283     6250  4.00   -1.190   -0.277    0.001    0.067    0.060
 284     6250  4.50   -1.154   -0.295   -0.004    0.066    0.059
 285     6250  5.00   -1.132   -0.306   -0.003    0.070    0.063
 286     6500  0.50   -1.425    0.003    0.078    0.051    0.071
 287     6500  1.00   -1.414   -0.028    0.077    0.060    0.065
 288     6500  1.50   -1.382   -0.061    0.069    0.063    0.055
 289     6500  2.00   -1.340   -0.094    0.057    0.062    0.044
 290     6500  2.50   -1.292   -0.130    0.042    0.056    0.033
 291     6500  3.00   -1.241   -0.165    0.025    0.049    0.022
 292     6500  3.50   -1.190   -0.199    0.008    0.040    0.013
 293     6500  4.00   -1.140   -0.229   -0.007    0.032    0.005
 294     6500  4.50   -1.094   -0.254   -0.017    0.028    0.002
 295     6500  5.00   -1.057   -0.271   -0.021    0.028    0.003
 296     6750  0.50   -1.335    0.065    0.064    0.000    0.018
 297     6750  1.00   -1.341    0.040    0.061    0.009    0.010
 298     6750  1.50   -1.329    0.005    0.061    0.019    0.003
 299     6750  2.00   -1.300   -0.032    0.052    0.022   -0.006
 300     6750  2.50   -1.261   -0.070    0.039    0.020   -0.017
 301     6750  3.00   -1.214   -0.110    0.022    0.015   -0.028
 302     6750  3.50   -1.164   -0.149    0.003    0.007   -0.039
 303     6750  4.00   -1.112   -0.185   -0.014   -0.002   -0.048
 304     6750  4.50   -1.060   -0.216   -0.029   -0.010   -0.054
 305     6750  5.00   -1.013   -0.240   -0.039   -0.013   -0.056
 306     7000  0.50   -1.252    0.110    0.049   -0.049   -0.034
 307     7000  1.00   -1.273    0.091    0.045   -0.041   -0.043
 308     7000  1.50   -1.279    0.063    0.043   -0.032   -0.052
 309     7000  2.00   -1.265    0.024    0.041   -0.022   -0.059
 310     7000  2.50   -1.236   -0.017    0.031   -0.019   -0.068
 311     7000  3.00   -1.196   -0.059    0.016   -0.022   -0.079
 312     7000  3.50   -1.150   -0.102   -0.003   -0.029   -0.091
 313     7000  4.00   -1.098   -0.143   -0.023   -0.037   -0.101
 314     7000  4.50   -1.043   -0.181   -0.041   -0.046   -0.109
 315     7000  5.00   -0.990   -0.212   -0.056   -0.053   -0.114
 316     7250  0.50   -1.176    0.134    0.033   -0.094   -0.085
 317     7250  1.00   -1.208    0.126    0.027   -0.090   -0.095
 318     7250  1.50   -1.228    0.105    0.024   -0.082   -0.106
 319     7250  2.00   -1.231    0.073    0.021   -0.073   -0.115
 320     7250  2.50   -1.214    0.031    0.018   -0.064   -0.122
 321     7250  3.00   -1.184   -0.014    0.006   -0.062   -0.132
 322     7250  3.50   -1.143   -0.059   -0.011   -0.066   -0.143
 323     7250  4.00   -1.093   -0.104   -0.032   -0.074   -0.154
 324     7250  4.50   -1.039   -0.147   -0.052   -0.083   -0.163
 325     7250  5.00   -0.982   -0.184   -0.071   -0.092   -0.170
 326     7500  0.50   -1.109    0.124    0.019   -0.128   -0.133
 327     7500  1.00   -1.142    0.144    0.005   -0.138   -0.148
 328     7500  1.50   -1.174    0.131    0.003   -0.131   -0.158
 329     7500  2.00   -1.192    0.106   -0.000   -0.123   -0.169
 330     7500  2.50   -1.191    0.071   -0.004   -0.114   -0.179
 331     7500  3.00   -1.172    0.026   -0.009   -0.107   -0.186
 332     7500  3.50   -1.138   -0.021   -0.023   -0.106   -0.196
 333     7500  4.00   -1.093   -0.069   -0.043   -0.112   -0.207
 334     7500  4.50   -1.041   -0.115   -0.064   -0.120   -0.217
 335     7500  5.00   -0.983   -0.158   -0.086   -0.130   -0.225
 336     7750  1.00   -1.080    0.140   -0.021   -0.184   -0.203
 337     7750  1.50   -1.119    0.141   -0.024   -0.181   -0.214
 338     7750  2.00   -1.150    0.124   -0.025   -0.173   -0.224
 339     7750  2.50   -1.164    0.097   -0.029   -0.165   -0.235
 340     7750  3.00   -1.158    0.059   -0.033   -0.157   -0.244
 341     7750  3.50   -1.133    0.012   -0.040   -0.151   -0.252
 342     7750  4.00   -1.096   -0.037   -0.057   -0.152   -0.261
 343     7750  4.50   -1.047   -0.087   -0.078   -0.158   -0.271
 344     7750  5.00   -0.991   -0.134   -0.101   -0.168   -0.279
 345     8000  1.00   -1.025    0.108   -0.052   -0.226   -0.259
 346     8000  1.50   -1.067    0.133   -0.057   -0.231   -0.271
 347     8000  2.00   -1.106    0.127   -0.057   -0.225   -0.282
 348     8000  2.50   -1.131    0.107   -0.058   -0.217   -0.293
 349     8000  3.00   -1.139    0.077   -0.062   -0.209   -0.303
 350     8000  3.50   -1.128    0.037   -0.067   -0.202   -0.311
 351     8000  4.00   -1.098   -0.011   -0.076   -0.197   -0.318
 352     8000  4.50   -1.054   -0.062   -0.094   -0.199   -0.326
 353     8000  5.00   -1.002   -0.112   -0.117   -0.207   -0.335
 354     8250  1.00   -0.975    0.047   -0.095   -0.268   -0.325
 355     8250  1.50   -1.021    0.108   -0.095   -0.283   -0.331
 356     8250  2.00   -1.065    0.114   -0.095   -0.279   -0.342
 357     8250  2.50   -1.100    0.101   -0.094   -0.271   -0.353
 358     8250  3.00   -1.119    0.079   -0.096   -0.263   -0.363
 359     8250  3.50   -1.120    0.047   -0.100   -0.256   -0.373
 360     8250  4.00   -1.099    0.006   -0.104   -0.248   -0.378
 361     8250  4.50   -1.062   -0.043   -0.115   -0.244   -0.383
 362     8250  5.00   -1.014   -0.094   -0.135   -0.248   -0.391
 363     8500  1.50   -0.983    0.068   -0.138   -0.333   -0.394
 364     8500  2.00   -1.029    0.087   -0.138   -0.334   -0.404
 365     8500  2.50   -1.071    0.083   -0.136   -0.328   -0.415
 366     8500  3.00   -1.098    0.067   -0.136   -0.320   -0.425
 367     8500  3.50   -1.109    0.042   -0.138   -0.312   -0.435
 368     8500  4.00   -1.101    0.009   -0.142   -0.304   -0.442
 369     8500  4.50   -1.070   -0.032   -0.145   -0.295   -0.445
 370     8500  5.00   -1.026   -0.081   -0.158   -0.292   -0.448
 371     8750  1.50   -0.948    0.017   -0.187   -0.385   -0.460
 372     8750  2.00   -0.997    0.051   -0.184   -0.389   -0.467
 373     8750  2.50   -1.043    0.055   -0.182   -0.385   -0.478
 374     8750  3.00   -1.078    0.044   -0.181   -0.378   -0.489
 375     8750  3.50   -1.099    0.025   -0.181   -0.370   -0.499
 376     8750  4.00   -1.100   -0.001   -0.183   -0.362   -0.507
 377     8750  4.50   -1.081   -0.036   -0.186   -0.353   -0.511
 378     8750  5.00   -1.040   -0.076   -0.188   -0.343   -0.510
 379     9000  1.50   -0.919   -0.039   -0.241   -0.439   -0.530
 380     9000  2.00   -0.971    0.007   -0.234   -0.444   -0.532
 381     9000  2.50   -1.018    0.018   -0.231   -0.442   -0.542
 382     9000  3.00   -1.060    0.013   -0.229   -0.437   -0.554
 383     9000  3.50   -1.089   -0.001   -0.228   -0.430   -0.565
 384     9000  4.00   -1.099   -0.022   -0.228   -0.422   -0.573
 385     9000  4.50   -1.089   -0.051   -0.231   -0.413   -0.578
 386     9000  5.00   -1.056   -0.085   -0.231   -0.401   -0.577
 387     9250  2.00   -0.951   -0.041   -0.285   -0.500   -0.598
 388     9250  2.50   -0.999   -0.024   -0.282   -0.500   -0.608
 389     9250  3.00   -1.043   -0.024   -0.280   -0.496   -0.619
 390     9250  3.50   -1.077   -0.034   -0.278   -0.489   -0.630
 391     9250  4.00   -1.095   -0.051   -0.277   -0.481   -0.638
 392     9250  4.50   -1.095   -0.075   -0.278   -0.473   -0.645
 393     9250  5.00   -1.073   -0.105   -0.279   -0.464   -0.646
 394     9500  2.00   -0.936   -0.091   -0.338   -0.556   -0.665
 395     9500  2.50   -0.984   -0.070   -0.335   -0.558   -0.672
 396     9500  3.00   -1.029   -0.066   -0.332   -0.555   -0.684
 397     9500  3.50   -1.066   -0.072   -0.330   -0.550   -0.695
 398     9500  4.00   -1.091   -0.085   -0.328   -0.542   -0.704
 399     9500  4.50   -1.099   -0.105   -0.327   -0.534   -0.711
 400     9500  5.00   -1.087   -0.131   -0.328   -0.525   -0.714
 401     9750  2.00   -0.925   -0.141   -0.392   -0.612   -0.732
 402     9750  2.50   -0.974   -0.118   -0.388   -0.615   -0.738
 403     9750  3.00   -1.019   -0.111   -0.386   -0.614   -0.748
 404     9750  3.50   -1.059   -0.114   -0.384   -0.610   -0.760
 405     9750  4.00   -1.088   -0.124   -0.381   -0.603   -0.770
 406     9750  4.50   -1.103   -0.140   -0.379   -0.595   -0.777
 407     9750  5.00   -1.098   -0.162   -0.378   -0.586   -0.781
 408    10000  2.00   -0.919   -0.192   -0.446   -0.669   -0.799
 409    10000  2.50   -0.969   -0.166   -0.441   -0.672   -0.803
 410    10000  3.00   -1.014   -0.158   -0.440   -0.673   -0.813
