# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
  63     1500  6.00  -23.488  -14.512   -9.354   -6.355   -4.139
  64     1600  3.50  -20.702  -12.588   -7.862   -5.116   -2.947
  65     1600  4.00  -20.483  -12.553   -7.881   -5.151   -3.038
  66     1600  4.50  -20.577  -12.608   -7.931   -5.218   -3.161
  67     1600  5.00  -20.679  -12.690   -8.002   -5.289   -3.265
  68     1600  5.50  -20.855  -12.772   -8.056   -5.336   -3.323
  69     1600  6.00  -21.006  -12.830   -8.098   -5.373   -3.359
  70     1700  3.50  -18.968  -11.019   -6.816   -4.212   -2.014
  71     1700  4.00  -18.593  -10.641   -6.446   -3.948   -1.872
  72     1700  4.50  -17.404   -9.707   -5.812   -3.415   -1.417
  73     1700  5.00  -18.457  -10.810   -6.543   -4.026   -2.012
  74     1700  5.50  -18.710  -11.201   -6.844   -4.322   -2.355
  75     1700  6.00  -18.890  -11.363   -6.994   -4.499   -2.599
  76     1800  3.50  -17.527   -9.963   -6.251   -3.690   -1.498
  77     1800  4.00  -17.185   -9.761   -6.039   -3.567   -1.459
  78     1800  4.50  -16.210   -9.064   -5.490   -3.169   -1.187
  79     1800  5.00  -16.087   -9.043   -5.457   -3.134   -1.188
  80     1800  5.50  -16.877   -9.702   -5.825   -3.481   -1.549
  81     1800  6.00  -16.975   -9.805   -5.858   -3.525   -1.603
  82     1900  3.50  -14.996   -8.766   -5.716   -3.156   -0.988
  83     1900  4.00  -16.116   -9.002   -5.726   -3.214   -1.101
  84     1900  4.50  -17.063   -9.589   -5.980   -3.476   -1.406
  85     1900  5.00  -16.059   -8.959   -5.497   -3.129   -1.163
  86     1900  5.50  -16.039   -9.193   -5.593   -3.294   -1.357
  87     1900  6.00  -15.982   -9.228   -5.553   -3.348   -1.455
  88     2000  3.50  -13.075   -8.029   -5.522   -2.869   -0.721
  89     2000  4.00  -14.452   -8.149   -5.382   -2.820   -0.748
  90     2000  4.50  -15.259   -8.234   -5.279   -2.785   -0.777
  91     2000  5.00  -15.694   -8.457   -5.306   -2.865   -0.903
  92     2000  5.50  -15.647   -8.874   -5.474   -3.131   -1.197
  93     2000  6.00  -15.163   -8.696   -5.270   -3.110   -1.236
  94     2100  4.00  -12.780   -7.449   -5.123   -2.524   -0.511
  95     2100  5.00  -14.558   -7.568   -4.868   -2.391   -0.507
  96     2100  5.50  -15.276   -8.144   -5.126   -2.697   -0.801
  97     2100  6.00  -15.070   -8.455   -5.206   -2.957   -1.049
  98     2200  3.50  -10.055   -6.616   -4.893   -2.265   -0.298
  99     2200  4.00  -11.206   -6.771   -4.809   -2.228   -0.310
 100     2200  4.50  -12.532   -6.942   -4.776   -2.191   -0.310
 101     2200  5.00  -13.703   -7.082   -4.689   -2.145   -0.328
 102     2200  5.50  -14.523   -7.397   -4.760   -2.266   -0.464
 103     2200  6.00  -14.607   -7.527   -4.723   -2.386   -0.551
 104     2300  3.50   -9.020   -6.025   -4.487   -1.962   -0.144
 105     2300  4.00  -10.014   -6.177   -4.436   -1.931   -0.151
 106     2300  4.50  -11.285   -6.396   -4.476   -1.922   -0.157
 107     2300  5.00  -12.681   -6.607   -4.457   -1.900   -0.182
 108     2300  5.50  -13.717   -6.809   -4.473   -1.937   -0.240
 109     2300  6.00  -13.977   -6.904   -4.397   -1.986   -0.280
 110     2400  3.50   -8.222   -5.499   -4.033   -1.665   -0.016
 111     2400  4.00   -9.039   -5.633   -4.014   -1.641   -0.020
 112     2400  4.50  -10.140   -5.851   -4.104   -1.648   -0.021
 113     2400  5.50  -12.632   -6.256   -4.159   -1.627   -0.054
 114     2400  6.00  -13.403   -6.453   -4.160   -1.704   -0.122
 115     2500  3.50   -7.683   -5.068   -3.591   -1.402    0.075
 116     2500  4.00   -8.307   -5.157   -3.577   -1.372    0.082
 117     2500  4.50   -9.237   -5.369   -3.713   -1.396    0.084
 118     2500  5.00  -10.386   -5.565   -3.763   -1.371    0.089
 119     2500  5.50  -11.665   -5.796   -3.839   -1.374    0.064
 120     2500  6.00  -12.595   -5.991   -3.875   -1.421    0.020
 121     2600  3.50   -7.258   -4.696   -3.199   -1.180    0.144
 122     2600  4.00   -7.747   -4.747   -3.174   -1.143    0.157
 123     2600  4.50   -8.517   -4.935   -3.322   -1.167    0.167
 124     2600  5.00   -9.444   -5.096   -3.366   -1.142    0.179
 125     2600  5.50  -10.636   -5.322   -3.463   -1.140    0.168
 126     2600  6.00  -11.692   -5.560   -3.560   -1.179    0.125
 127     2700  3.50   -6.917   -4.388   -2.886   -1.011    0.190
 128     2700  4.00   -7.279   -4.386   -2.821   -0.954    0.215
 129     2700  4.50   -7.903   -4.537   -2.953   -0.968    0.234
 130     2700  5.00   -8.668   -4.672   -2.985   -0.945    0.246
 131     2700  5.50   -9.699   -4.877   -3.080   -0.938    0.245
 132     2700  6.00  -10.776   -5.117   -3.201   -0.959    0.217
 133     2800  5.00   -7.986   -4.269   -2.617   -0.766    0.306
 134     2800  5.50   -8.873   -4.460   -2.709   -0.765    0.304
 135     2900  5.00   -7.427   -3.927   -2.307   -0.629    0.341
 136     2900  5.50   -8.151   -4.074   -2.365   -0.618    0.348
 137     3000  5.00   -6.943   -3.620   -2.037   -0.514    0.368
 138     3000  5.50   -7.536   -3.733   -2.068   -0.499    0.379
 139     3100  5.00   -6.521   -3.343   -1.800   -0.415    0.390
 140     3100  5.50   -6.993   -3.426   -1.802   -0.396    0.399
 141     3200  5.00   -6.154   -3.094   -1.591   -0.328    0.409
 142     3200  5.50   -6.520   -3.149   -1.567   -0.305    0.416
 143     3300  5.00   -5.838   -2.872   -1.409   -0.252    0.424
 144     3300  5.50   -6.116   -2.903   -1.364   -0.226    0.430
 145     3400  5.00   -5.576   -2.676   -1.249   -0.186    0.436
 146     3400  5.50   -5.773   -2.686   -1.190   -0.157    0.440
 147     3500  5.00   -5.319   -2.488   -1.084   -0.127    0.434
 148     3500  5.50   -5.446   -2.483   -1.022   -0.096    0.443
 149     3600  5.00   -5.145   -2.337   -0.958   -0.076    0.438
 150     3600  5.50   -5.212   -2.318   -0.891   -0.045    0.446
 151     3700  5.00   -5.008   -2.205   -0.843   -0.034    0.435
 152     3700  5.50   -5.018   -2.174   -0.774   -0.001    0.446
 153     3800  5.00   -4.897   -2.084   -0.737    0.003    0.430
 154     3800  5.50   -4.855   -2.044   -0.668    0.039    0.443
 155     3500  0.00   -7.072   -3.100   -1.509   -0.465    0.161
 156     3500  0.50   -6.725   -3.076   -1.586   -0.481    0.167
 157     3500  1.00   -6.382   -3.049   -1.649   -0.488    0.179
 158     3500  1.50   -6.042   -3.005   -1.684   -0.482    0.199
 159     3500  2.00   -5.712   -2.940   -1.689   -0.460    0.227
 160     3500  2.50   -5.407   -2.849   -1.657   -0.421    0.266
 161     3500  3.00   -5.134   -2.736   -1.590   -0.364    0.315
 162     3500  3.50   -4.908   -2.608   -1.473   -0.285    0.377
 163     3500  4.00   -4.724   -2.467   -1.302   -0.186    0.447
 164     3500  4.50   -4.611   -2.353   -1.124   -0.101    0.496
 165     3500  5.00   -4.622   -2.304   -0.989   -0.047    0.518
 166     3750  0.00   -6.559   -2.340   -0.772   -0.160    0.241
 167     3750  0.50   -6.240   -2.316   -0.799   -0.171    0.241
 168     3750  1.00   -5.940   -2.302   -0.833   -0.181    0.245
 169     3750  1.50   -5.659   -2.288   -0.869   -0.187    0.254
 170     3750  2.00   -5.391   -2.270   -0.903   -0.189    0.266
 171     3750  2.50   -5.146   -2.245   -0.929   -0.185    0.284
 172     3750  3.00   -4.923   -2.208   -0.940   -0.171    0.307
 173     3750  3.50   -4.735   -2.164   -0.926   -0.143    0.340
 174     3750  4.00   -4.589   -2.111   -0.871   -0.091    0.388
 175     3750  4.50   -4.438   -2.040   -0.778   -0.026    0.436
 176     3750  5.00   -4.350   -1.987   -0.691    0.027    0.469
 177     4000  0.00   -5.797   -1.823   -0.443    0.006    0.297
 178     4000  0.50   -5.515   -1.794   -0.453   -0.002    0.291
 179     4000  1.00   -5.259   -1.779   -0.464   -0.007    0.288
 180     4000  1.50   -5.033   -1.772   -0.476   -0.012    0.287
 181     4000  2.00   -4.828   -1.767   -0.490   -0.016    0.289
 182     4000  2.50   -4.655   -1.765   -0.504   -0.019    0.293
 183     4000  3.00   -4.515   -1.762   -0.518   -0.019    0.301
 184     4000  3.50   -4.404   -1.762   -0.528   -0.014    0.315
 185     4000  4.00   -4.321   -1.758   -0.525    0.005    0.340
 186     4000  4.50   -4.232   -1.745   -0.496    0.045    0.379
 187     4000  5.00   -4.128   -1.718   -0.451    0.091    0.417
 188     4250  0.00   -4.968   -1.459   -0.241    0.114    0.336
 189     4250  0.50   -4.731   -1.424   -0.249    0.105    0.328
 190     4250  1.00   -4.519   -1.403   -0.258    0.098    0.323
 191     4250  1.50   -4.326   -1.393   -0.268    0.094    0.319
 192     4250  2.00   -4.159   -1.386   -0.276    0.090    0.317
 193     4250  2.50   -4.024   -1.385   -0.284    0.087    0.315
 194     4250  3.00   -3.933   -1.390   -0.289    0.086    0.315
 195     4250  3.50   -3.879   -1.401   -0.294    0.086    0.317
 196     4250  4.00   -3.861   -1.419   -0.297    0.090    0.324
 197     4250  4.50   -3.854   -1.438   -0.293    0.105    0.341
 198     4250  5.00   -3.824   -1.450   -0.277    0.135    0.372
 199     4500  0.00   -4.270   -1.192   -0.100    0.194    0.360
 200     4500  0.50   -4.081   -1.157   -0.108    0.182    0.350
 201     4500  1.00   -3.915   -1.135   -0.117    0.173    0.344
 202     4500  1.50   -3.765   -1.123   -0.126    0.167    0.340
 203     4500  2.00   -3.631   -1.115   -0.135    0.162    0.337
 204     4500  2.50   -3.517   -1.110   -0.142    0.158    0.333
 205     4500  3.00   -3.436   -1.112   -0.148    0.156    0.331
 206     4500  3.50   -3.392   -1.119   -0.151    0.155    0.331
 207     4500  4.00   -3.384   -1.135   -0.153    0.158    0.333
 208     4500  4.50   -3.404   -1.158   -0.152    0.163    0.338
 209     4500  5.00   -3.440   -1.184   -0.148    0.175    0.350
 210     4750  0.00   -3.698   -0.973   -0.003    0.251    0.370
 211     4750  0.50   -3.538   -0.943   -0.010    0.236    0.359
 212     4750  1.00   -3.400   -0.923   -0.018    0.225    0.351
 213     4750  1.50   -3.281   -0.911   -0.026    0.217    0.346
 214     4750  2.00   -3.175   -0.904   -0.035    0.211    0.342
 215     4750  2.50   -3.084   -0.898   -0.042    0.205    0.338
 216     4750  3.00   -3.015   -0.895   -0.048    0.201    0.335
 217     4750  3.50   -2.973   -0.897   -0.052    0.199    0.333
 218     4750  4.00   -2.960   -0.905   -0.054    0.200    0.333
 219     4750  4.50   -2.975   -0.920   -0.054    0.203    0.336
 220     4750  5.00   -3.014   -0.941   -0.052    0.210    0.341
 221     5000  0.00   -3.219   -0.778    0.064    0.282    0.367
 222     5000  0.50   -3.075   -0.756    0.056    0.267    0.354
 223     5000  1.00   -2.949   -0.742    0.048    0.255    0.345
 224     5000  1.50   -2.843   -0.733    0.040    0.245    0.338
 225     5000  2.00   -2.754   -0.729    0.032    0.238    0.333
 226     5000  2.50   -2.681   -0.725    0.025    0.231    0.328
 227     5000  3.00   -2.624   -0.723    0.019    0.226    0.324
 228     5000  3.50   -2.588   -0.722    0.015    0.223    0.321
 229     5000  4.00   -2.575   -0.725    0.013    0.222    0.320
 230     5000  4.50   -2.584   -0.732    0.014    0.224    0.322
 231     5000  5.00   -2.613   -0.745    0.016    0.229    0.325
 232     5250  0.00   -2.803   -0.597    0.110    0.288    0.348
 233     5250  0.50   -2.683   -0.588    0.101    0.275    0.335
 234     5250  1.00   -2.571   -0.582    0.092    0.263    0.325
 235     5250  1.50   -2.475   -0.579    0.083    0.253    0.317
 236     5250  2.00   -2.393   -0.579    0.075    0.245    0.311
 237     5250  2.50   -2.327   -0.580    0.068    0.239    0.306
 238     5250  3.00   -2.278   -0.582    0.063    0.233    0.302
 239     5250  3.50   -2.246   -0.583    0.059    0.230    0.299
 240     5250  4.00   -2.233   -0.585    0.057    0.229    0.297
 241     5250  4.50   -2.240   -0.589    0.058    0.230    0.298
 242     5250  5.00   -2.264   -0.595    0.060    0.234    0.301
 243     5500  0.00   -2.445   -0.433    0.141    0.273    0.316
 244     5500  0.50   -2.352   -0.436    0.130    0.263    0.304
 245     5500  1.00   -2.259   -0.439    0.120    0.254    0.293
 246     5500  1.50   -2.174   -0.444    0.111    0.246    0.285
 247     5500  2.00   -2.098   -0.449    0.102    0.238    0.278
 248     5500  2.50   -2.036   -0.455    0.095    0.231    0.272
 249     5500  3.00   -1.987   -0.461    0.088    0.226    0.268
 250     5500  3.50   -1.953   -0.467    0.084    0.223    0.265
 251     5500  4.00   -1.937   -0.472    0.082    0.222    0.264
 252     5500  4.50   -1.938   -0.476    0.083    0.223    0.264
 253     5500  5.00   -1.956   -0.480    0.086    0.227    0.267
 254     5750  0.00   -2.151   -0.290    0.158    0.243    0.275
 255     5750  0.50   -2.085   -0.303    0.148    0.237    0.263
 256     5750  1.00   -2.010   -0.314    0.138    0.231    0.253
 257     5750  1.50   -1.935   -0.325    0.128    0.225    0.244
 258     5750  2.00   -1.867   -0.336    0.118    0.219    0.237
 259     5750  2.50   -1.807   -0.348    0.110    0.213    0.231
 260     5750  3.00   -1.757   -0.359    0.103    0.209    0.227
 261     5750  3.50   -1.718   -0.369    0.097    0.205    0.223
 262     5750  4.00   -1.694   -0.377    0.094    0.203    0.222
 263     5750  4.50   -1.685   -0.384    0.094    0.204    0.223
 264     5750  5.00   -1.695   -0.389    0.097    0.208    0.226
 265     6000  0.00   -1.910   -0.165    0.160    0.199    0.226
 266     6000  0.50   -1.876   -0.187    0.154    0.201    0.217
 267     6000  1.00   -1.819   -0.204    0.145    0.199    0.208
 268     6000  1.50   -1.755   -0.221    0.136    0.196    0.199
 269     6000  2.00   -1.693   -0.238    0.127    0.192    0.191
 270     6000  2.50   -1.634   -0.255    0.117    0.187    0.185
 271     6000  3.00   -1.582   -0.272    0.109    0.183    0.180
 272     6000  3.50   -1.539   -0.286    0.102    0.180    0.176
 273     6000  4.00   -1.506   -0.299    0.098    0.178    0.175
 274     6000  4.50   -1.487   -0.309    0.096    0.178    0.175
 275     6000  5.00   -1.483   -0.316    0.098    0.182    0.178
 276     6250  0.50   -1.703   -0.085    0.148    0.153    0.165
 277     6250  1.00   -1.670   -0.109    0.145    0.159    0.159
 278     6250  1.50   -1.621   -0.131    0.137    0.160    0.150
 279     6250  2.00   -1.565   -0.153    0.128    0.158    0.142
 280     6250  2.50   -1.508   -0.174    0.119    0.156    0.136
 281     6250  3.00   -1.455   -0.195    0.109    0.152    0.130
 282     6250  3.50   -1.407   -0.215    0.101    0.149    0.126
 283     6250  4.00   -1.366   -0.233    0.094    0.147    0.123
 284     6250  4.50   -1.336   -0.247    0.090    0.147    0.123
 285     6250  5.00   -1.319   -0.257    0.090    0.149    0.125
 286     6500  0.50   -1.555    0.001    0.133    0.099    0.110
 287     6500  1.00   -1.547   -0.025    0.134    0.109    0.105
 288     6500  1.50   -1.516   -0.052    0.132    0.117    0.099
 289     6500  2.00   -1.470   -0.078    0.125    0.120    0.091
 290     6500  2.50   -1.419   -0.103    0.115    0.119    0.084
 291     6500  3.00   -1.366   -0.129    0.105    0.117    0.078
 292     6500  3.50   -1.314   -0.153    0.095    0.115    0.073
 293     6500  4.00   -1.266   -0.176    0.086    0.112    0.069
 294     6500  4.50   -1.226   -0.195    0.080    0.111    0.068
 295     6500  5.00   -1.197   -0.210    0.077    0.112    0.069
 296     6750  0.50   -1.428    0.067    0.116    0.045    0.054
 297     6750  1.00   -1.438    0.047    0.115    0.055    0.047
 298     6750  1.50   -1.427    0.019    0.117    0.067    0.043
 299     6750  2.00   -1.397   -0.012    0.115    0.075    0.038
 300     6750  2.50   -1.354   -0.041    0.108    0.079    0.031
 301     6750  3.00   -1.304   -0.070    0.097    0.079    0.024
 302     6750  3.50   -1.252   -0.099    0.086    0.077    0.018
 303     6750  4.00   -1.200   -0.127    0.075    0.074    0.014
 304     6750  4.50   -1.152   -0.151    0.066    0.072    0.011
 305     6750  5.00   -1.111   -0.171    0.060    0.072    0.012
 306     7000  0.50   -1.315    0.115    0.097   -0.008   -0.001
 307     7000  1.00   -1.341    0.101    0.095    0.001   -0.008
 308     7000  1.50   -1.348    0.079    0.095    0.012   -0.016
 309     7000  2.00   -1.335    0.048    0.097    0.025   -0.020
 310     7000  2.50   -1.303    0.014    0.095    0.034   -0.024
 311     7000  3.00   -1.260   -0.019    0.086    0.037   -0.031
 312     7000  3.50   -1.211   -0.052    0.075    0.037   -0.037
 313     7000  4.00   -1.159   -0.084    0.062    0.034   -0.043
 314     7000  4.50   -1.105   -0.113    0.050    0.032   -0.046
 315     7000  5.00   -1.055   -0.138    0.041    0.030   -0.047
 316     7250  0.50   -1.216    0.142    0.078   -0.055   -0.055
 317     7250  1.00   -1.251    0.139    0.073   -0.051   -0.064
 318     7250  1.50   -1.274    0.122    0.073   -0.041   -0.072
 319     7250  2.00   -1.277    0.098    0.073   -0.030   -0.079
 320     7250  2.50   -1.260    0.063    0.074   -0.017   -0.083
 321     7250  3.00   -1.226    0.026    0.070   -0.009   -0.088
 322     7250  3.50   -1.183   -0.011    0.060   -0.006   -0.094
 323     7250  4.00   -1.133   -0.046    0.047   -0.007   -0.100
 324     7250  4.50   -1.078   -0.080    0.034   -0.010   -0.105
 325     7250  5.00   -1.023   -0.111    0.022   -0.013   -0.107
 326     7500  0.50   -1.128    0.130    0.064   -0.087   -0.103
 327     7500  1.00   -1.164    0.160    0.047   -0.102   -0.120
 328     7500  1.50   -1.200    0.151    0.048   -0.094   -0.128
 329     7500  2.00   -1.219    0.131    0.048   -0.083   -0.137
 330     7500  2.50   -1.220    0.104    0.047   -0.072   -0.145
 331     7500  3.00   -1.198    0.065    0.048   -0.060   -0.148
 332     7500  3.50   -1.161    0.025    0.042   -0.053   -0.153
 333     7500  4.00   -1.116   -0.014    0.030   -0.051   -0.158
 334     7500  4.50   -1.063   -0.051    0.015   -0.053   -0.163
 335     7500  5.00   -1.006   -0.086    0.001   -0.056   -0.166
 336     7750  1.00   -1.085    0.159    0.020   -0.148   -0.175
 337     7750  1.50   -1.128    0.163    0.018   -0.145   -0.185
 338     7750  2.00   -1.161    0.150    0.020   -0.135   -0.194
 339     7750  2.50   -1.175    0.128    0.020   -0.125   -0.203
 340     7750  3.00   -1.170    0.098    0.018   -0.115   -0.210
 341     7750  3.50   -1.144    0.057    0.017   -0.104   -0.214
 342     7750  4.00   -1.105    0.014    0.009   -0.098   -0.218
 343     7750  4.50   -1.056   -0.027   -0.005   -0.098   -0.223
 344     7750  5.00   -0.999   -0.066   -0.020   -0.100   -0.226
 345     8000  1.00   -1.010    0.130   -0.012   -0.190   -0.231
 346     8000  1.50   -1.058    0.160   -0.016   -0.196   -0.243
 347     8000  2.00   -1.100    0.155   -0.014   -0.188   -0.253
 348     8000  2.50   -1.127    0.138   -0.012   -0.178   -0.261
 349     8000  3.00   -1.137    0.113   -0.012   -0.168   -0.270
 350     8000  3.50   -1.127    0.080   -0.015   -0.159   -0.277
 351     8000  4.00   -1.096    0.037   -0.018   -0.149   -0.279
 352     8000  4.50   -1.052   -0.006   -0.028   -0.145   -0.283
 353     8000  5.00   -0.999   -0.049   -0.043   -0.146   -0.286
 354     8250  1.00   -0.943    0.071   -0.055   -0.230   -0.298
 355     8250  1.50   -0.996    0.139   -0.055   -0.247   -0.303
 356     8250  2.00   -1.041    0.147   -0.053   -0.243   -0.313
 357     8250  2.50   -1.079    0.137   -0.049   -0.233   -0.322
 358     8250  3.00   -1.101    0.117   -0.047   -0.223   -0.331
 359     8250  3.50   -1.104    0.090   -0.049   -0.214   -0.339
 360     8250  4.00   -1.087    0.053   -0.052   -0.204   -0.344
 361     8250  4.50   -1.050    0.009   -0.056   -0.195   -0.345
 362     8250  5.00   -1.001   -0.035   -0.069   -0.193   -0.347
 363     8500  1.50   -0.946    0.102   -0.098   -0.297   -0.365
 364     8500  2.00   -0.991    0.124   -0.096   -0.298   -0.375
 365     8500  2.50   -1.033    0.122   -0.092   -0.290   -0.384
 366     8500  3.00   -1.063    0.109   -0.088   -0.280   -0.393
 367     8500  3.50   -1.077    0.087   -0.087   -0.269   -0.401
 368     8500  4.00   -1.074    0.057   -0.090   -0.261   -0.408
 369     8500  4.50   -1.049    0.018   -0.092   -0.251   -0.410
 370     8500  5.00   -1.006   -0.027   -0.099   -0.243   -0.410
 371     8750  1.50   -0.905    0.055   -0.146   -0.348   -0.431
 372     8750  2.00   -0.952    0.090   -0.143   -0.353   -0.438
 373     8750  2.50   -0.994    0.096   -0.139   -0.348   -0.448
 374     8750  3.00   -1.029    0.088   -0.135   -0.339   -0.457
 375     8750  3.50   -1.052    0.072   -0.131   -0.328   -0.465
 376     8750  4.00   -1.058    0.048   -0.131   -0.318   -0.472
 377     8750  4.50   -1.046    0.016   -0.133   -0.310   -0.476
 378     8750  5.00   -1.011   -0.024   -0.135   -0.298   -0.475
 379     9000  1.50   -0.869    0.004   -0.197   -0.400   -0.500
 380     9000  2.00   -0.923    0.050   -0.191   -0.408   -0.503
 381     9000  2.50   -0.967    0.061   -0.189   -0.407   -0.513
 382     9000  3.00   -1.004    0.058   -0.185   -0.399   -0.523
 383     9000  3.50   -1.031    0.047   -0.181   -0.389   -0.531
 384     9000  4.00   -1.043    0.028   -0.178   -0.378   -0.537
 385     9000  4.50   -1.039    0.003   -0.177   -0.369   -0.541
 386     9000  5.00   -1.016   -0.031   -0.179   -0.359   -0.542
 387     9250  2.00   -0.899    0.006   -0.241   -0.462   -0.568
 388     9250  2.50   -0.946    0.022   -0.239   -0.464   -0.578
 389     9250  3.00   -0.986    0.022   -0.237   -0.460   -0.589
 390     9250  3.50   -1.016    0.014   -0.233   -0.451   -0.597
 391     9250  4.00   -1.033   -0.001   -0.229   -0.441   -0.604
 392     9250  4.50   -1.035   -0.021   -0.226   -0.430   -0.608
 393     9250  5.00   -1.020   -0.049   -0.226   -0.420   -0.610
 394     9500  2.00   -0.878   -0.041   -0.291   -0.516   -0.633
 395     9500  2.50   -0.929   -0.021   -0.290   -0.521   -0.642
 396     9500  3.00   -0.972   -0.018   -0.289   -0.519   -0.654
 397     9500  3.50   -1.006   -0.024   -0.287   -0.513   -0.664
 398     9500  4.00   -1.028   -0.036   -0.283   -0.504   -0.672
 399     9500  4.50   -1.035   -0.053   -0.279   -0.493   -0.676
 400     9500  5.00   -1.026   -0.077   -0.277   -0.482   -0.678
 401     9750  2.00   -0.860   -0.087   -0.342   -0.569   -0.697
 402     9750  2.50   -0.915   -0.065   -0.341   -0.576   -0.706
 403     9750  3.00   -0.961   -0.061   -0.342   -0.577   -0.718
 404     9750  3.50   -0.999   -0.065   -0.340   -0.574   -0.730
 405     9750  4.00   -1.025   -0.076   -0.338   -0.566   -0.739
 406     9750  4.50   -1.037   -0.090   -0.334   -0.556   -0.744
 407     9750  5.00   -1.033   -0.110   -0.330   -0.545   -0.746
 408    10000  2.00   -0.846   -0.135   -0.393   -0.622   -0.761
 409    10000  2.50   -0.904   -0.111   -0.392   -0.630   -0.769
 410    10000  3.00   -0.952   -0.105   -0.393   -0.634   -0.781
 411    10000  3.50   -0.993   -0.108   -0.394   -0.633   -0.794
