# File generated by CMD 2.1 (http://stev.oapd.inaf.it/cmd) on Mon Aug 11 20:33:53 CEST 2008
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
#  but see Girardi et al. (2004, A&A 422, 205) for SDSS-specific details
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: SDSS <i>ugriz</i>
# Circumstellar dust is turned off
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.01000		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    u       g       r       i       z	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.4676	3.5346	5.1659	10.939	16.675	13.545	12.028	11.071	10.519	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.1914	3.5560	5.1005	10.249	15.435	12.534	11.090	10.288	9.819	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-2.0031	3.5676	5.0554	9.778	14.623	11.902	10.501	9.772	9.339	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.8535	3.5768	5.0216	9.404	13.996	11.401	10.035	9.363	8.960	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.7268	3.5848	4.9939	9.087	13.499	10.979	9.645	9.023	8.651	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.5825	3.5920	4.9365	8.726	12.987	10.530	9.227	8.646	8.299	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.4616	3.6009	4.9024	8.424	12.492	10.106	8.840	8.321	8.010	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.3338	3.6115	4.8627	8.104	12.042	9.682	8.464	7.991	7.711	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.1977	3.6235	4.8161	7.764	11.551	9.222	8.059	7.638	7.394	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-1.0679	3.6356	4.7726	7.440	11.033	8.768	7.676	7.299	7.084	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.6999999881	0.7000	-0.7927	3.6674	4.6914	6.752	9.786	7.748	6.850	6.568	6.417	0.4787	0.0000	0.0	1	-12.279	3.0225379467
	6.60	0.8257970214	0.8258	-0.4570	3.7179	4.6294	5.912	8.086	6.512	5.877	5.697	5.622	0.4787	0.0000	0.0	1	-11.525	3.0826864243
	6.60	0.9773910046	0.9774	-0.1127	3.7648	4.5459	5.052	6.603	5.422	4.982	4.875	4.858	0.4787	0.0000	0.0	1	-12.580	3.1344585419
	6.60	1.3742029667	1.3742	0.6159	3.8622	4.3550	3.230	4.312	3.317	3.223	3.269	3.360	0.4787	0.0000	0.0	1	-14.527	3.2136075497
	6.60	1.4742029905	1.4742	0.7540	3.8890	4.3547	2.885	3.952	2.920	2.911	3.003	3.122	0.4787	0.0000	0.0	1	-14.617	3.2262270451
	6.60	1.6000000238	1.6000	0.9080	3.9212	4.3649	2.500	3.563	2.494	2.588	2.735	2.881	0.4787	0.0000	0.0	1	-14.703	3.2395837307
	6.60	1.7257970572	1.7258	1.0480	3.9504	4.3748	2.150	3.207	2.154	2.331	2.517	2.682	0.4787	0.0000	0.0	1	-14.775	3.2506957054
	6.60	1.8386955261	1.8387	1.1541	3.9724	4.3841	1.885	2.940	1.938	2.158	2.366	2.541	0.4787	0.0000	0.0	1	-14.834	3.2591464520
	6.60	1.9257969856	1.9258	1.2450	3.9900	4.3837	1.657	2.715	1.767	2.014	2.236	2.418	0.4787	0.0000	0.0	1	-14.876	3.2648677826
	6.60	2.2000000477	2.2000	1.4617	4.0322	4.3934	1.116	2.187	1.396	1.688	1.935	2.133	0.4787	0.0000	0.0	1	-15.001	3.2793695927
	6.60	2.5000000000	2.5000	1.6713	4.0711	4.3951	0.592	1.693	1.056	1.376	1.637	1.851	0.4787	0.0000	0.0	1	-15.120	3.2908382416
	6.60	3.0000000000	3.0000	1.9650	4.1228	4.3875	-0.142	1.041	0.590	0.936	1.213	1.449	0.4787	0.0000	0.1	1	-13.516	3.3037204742
	6.60	3.5000000000	3.5000	2.2050	4.1639	4.3786	-0.742	0.540	0.215	0.580	0.868	1.121	0.4787	0.0000	0.1	1	-13.449	3.3120026588
	6.60	4.0000000000	4.0000	2.4077	4.1980	4.3702	-1.249	0.135	-0.100	0.281	0.578	0.843	0.4787	0.0000	0.1	1	-13.391	3.3176128864
	6.60	4.5000000000	4.5000	2.5832	4.2272	4.3630	-1.688	-0.207	-0.372	0.023	0.328	0.603	0.4787	0.0000	0.1	1	-13.339	3.3215744495
	6.60	5.0000000000	5.0000	2.7411	4.2532	4.3549	-2.083	-0.512	-0.619	-0.211	0.101	0.384	0.4787	0.0000	0.1	1	-13.294	3.3244650364
	6.60	6.0000000000	6.0000	3.0139	4.2956	4.3305	-2.765	-1.047	-1.063	-0.635	-0.311	-0.016	0.4787	0.0000	0.1	1	-13.215	3.3282895088
	6.60	7.0000000000	7.0000	3.2438	4.3310	4.3092	-3.340	-1.498	-1.443	-0.998	-0.665	-0.359	0.4787	0.0000	0.1	1	-13.148	3.3306136131
	6.60	8.5608377457	8.5608	3.5447	4.3733	4.2651	-4.092	-2.106	-1.968	-1.506	-1.161	-0.843	0.4787	0.0000	0.1	1	-13.060	3.3327298164
	6.60	9.0000000000	9.0000	3.6211	4.3843	4.2543	-4.283	-2.259	-2.101	-1.635	-1.288	-0.966	0.4787	0.0000	0.1	1	-13.038	3.3331298828
	6.60	14.2260894775	14.2033	4.2804	4.4743	4.1530	-5.931	-3.620	-3.310	-2.805	-2.437	-2.092	0.4787	0.0000	0.1	1	-12.840	3.3353080750
	6.60	16.7692108154	16.7227	4.5040	4.5010	4.1075	-6.490	-4.102	-3.752	-3.238	-2.866	-2.516	0.4787	0.0000	0.1	1	-12.769	3.3356728554
	6.60	18.7101497650	18.6386	4.6584	4.5173	4.0654	-6.876	-4.430	-4.060	-3.542	-3.171	-2.818	0.4787	0.0000	0.1	1	-12.722	3.3358457088
	6.60	23.5371303558	23.3082	4.9407	4.5422	3.9797	-7.582	-5.024	-4.629	-4.108	-3.741	-3.385	0.4787	0.0000	0.2	1	-12.625	3.3360846043
	6.60	27.4202995300	26.9584	5.1330	4.5519	3.8893	-8.062	-5.453	-5.051	-4.529	-4.163	-3.805	0.4787	0.0000	0.2	1	-12.562	3.3361804485
	6.60	29.1402378082	28.4990	5.2025	4.5534	3.8501	-8.236	-5.617	-5.215	-4.692	-4.327	-3.969	0.4787	0.0000	0.2	1	-12.538	3.3362088203
	6.60	35.3707046509	33.7261	5.4265	4.5393	3.6429	-8.796	-6.253	-5.861	-5.340	-4.972	-4.616	0.4787	0.0000	0.4	1	-12.465	3.3362736702
	6.60	37.4202995300	35.3045	5.4922	4.5248	3.5390	-8.960	-6.491	-6.111	-5.592	-5.222	-4.868	0.4787	0.0000	0.4	1	-12.445	3.3362867832
	6.60	40.4599876404	37.6386	5.5687	4.5054	3.4123	-9.152	-6.780	-6.412	-5.901	-5.533	-5.183	0.4787	0.0000	0.5	1	-12.417	3.3363018036
	6.60	45.7273979187	41.0572	5.6888	4.4302	3.0295	-9.452	-7.404	-7.103	-6.625	-6.270	-5.939	0.4787	0.0000	1.1	1	-12.379	3.3363194466
	6.60	48.0889587402	42.2983	5.7381	4.3763	2.7774	-9.575	-7.756	-7.510	-7.061	-6.721	-6.405	0.4787	0.0000	1.7	1	-12.366	3.3363251686
