# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Thu Jul 29 12:26:06 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: DCMC
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00090		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    I       J       H       Ks	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.3392	3.5792	5.2160	10.618	9.973	8.977	8.393	8.227	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.0544	3.6017	5.1463	9.906	9.236	8.324	7.738	7.581	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-1.8623	3.6132	5.0970	9.426	8.755	7.876	7.288	7.139	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.7148	3.6218	5.0632	9.057	8.385	7.531	6.941	6.799	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.5916	3.6292	5.0364	8.749	8.076	7.243	6.655	6.519	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.4475	3.6366	4.9800	8.389	7.717	6.903	6.318	6.191	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.3198	3.6454	4.9384	8.070	7.398	6.608	6.024	5.907	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.1840	3.6558	4.8900	7.730	7.060	6.298	5.725	5.618	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.0328	3.6711	4.8416	7.352	6.683	5.966	5.418	5.326	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-0.8753	3.6906	4.7998	6.958	6.293	5.639	5.135	5.056	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.7114985585	0.7115	-0.5358	3.7391	4.7282	6.110	5.496	4.986	4.588	4.539	0.4787	0.0000	0.0	1	-12.199	3.0288941860
