# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Mon May 24 11:44:32 CEST 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: Stroemgren-Crawford
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.02400		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    V       u       v       b       y       Hb_w    Hb_n	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.5171	3.5145	5.1350	11.063	13.045	17.725	15.460	14.134	12.964	13.676	10.604	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.2478	3.5351	5.0734	10.390	12.090	16.562	14.378	13.110	12.022	12.684	9.581	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-2.0635	3.5460	5.0294	9.929	11.494	15.881	13.729	12.481	11.434	12.069	8.952	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.9131	3.5557	4.9972	9.553	11.015	15.283	13.180	11.967	10.955	11.577	8.452	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.7799	3.5650	4.9678	9.220	10.604	14.729	12.687	11.522	10.540	11.157	8.030	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.6433	3.5732	4.9222	8.878	10.211	14.203	12.209	11.101	10.143	10.759	7.633	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.5185	3.5824	4.8852	8.566	9.803	13.718	11.773	10.659	9.732	10.336	7.200	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.3990	3.5927	4.8526	8.267	9.368	13.226	11.336	10.185	9.296	9.882	6.726	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.2728	3.6038	4.8123	7.952	8.914	12.726	10.887	9.689	8.843	9.402	6.230	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-1.1522	3.6171	4.7826	7.650	8.489	12.251	10.462	9.218	8.418	8.938	5.756	0.4787	0.0000	0.0	1	-13.072	2.9573988914
