# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
  33     1000  5.50  -21.151  -45.144  -36.452  -30.184  -23.458  -28.279  -25.426
  34     1000  6.00  -20.198  -43.402  -34.896  -28.822  -22.342  -26.969  -24.103
  35     1100  3.50  -19.595  -40.661  -32.853  -27.338  -21.439  -25.627  -22.725
  36     1100  4.00  -19.329  -40.241  -32.476  -26.998  -21.142  -25.297  -22.392
  37     1100  4.50  -19.142  -40.244  -32.394  -26.863  -20.965  -25.150  -22.248
  38     1100  5.00  -18.642  -39.800  -31.898  -26.342  -20.442  -24.625  -21.724
  39     1100  5.50  -18.053  -39.131  -31.210  -25.665  -19.807  -23.955  -21.052
  40     1100  6.00  -23.043  -46.719  -38.193  -32.049  -25.393  -30.169  -27.311
  41     1200  3.50  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  42     1200  4.00  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  43     1200  4.50  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  44     1200  5.00  -16.749  -35.872  -28.639  -23.588  -18.234  -22.005  -19.072
  45     1200  6.00  -15.508  -34.227  -27.039  -22.076  -16.874  -20.525  -17.585
  46     1300  3.50  -14.478  -31.066  -24.704  -20.285  -15.606  -18.874  -15.905
  47     1300  4.00  -14.512  -31.094  -24.738  -20.322  -15.642  -18.911  -15.942
  48     1300  4.50  -14.879  -31.897  -25.394  -20.868  -16.068  -19.427  -16.463
  49     1300  5.00  -14.825  -31.926  -25.399  -20.849  -16.023  -19.400  -16.438
  50     1300  5.50  -14.600  -31.885  -25.258  -20.653  -15.796  -19.193  -16.234
  51     1300  6.00  -17.119  -35.706  -28.675  -23.766  -18.548  -22.220  -19.279
  52     1400  3.50  -12.481  -27.303  -21.547  -17.566  -13.371  -16.279  -13.285
  53     1400  4.00  -12.508  -27.344  -21.588  -17.603  -13.401  -16.314  -13.320
  54     1400  4.50  -12.726  -27.836  -21.999  -17.942  -13.653  -16.632  -13.642
  55     1400  5.00  -12.953  -28.357  -22.413  -18.280  -13.912  -16.949  -13.963
  56     1400  5.50  -12.709  -28.323  -22.253  -18.057  -13.654  -16.712  -13.728
  57     1400  6.00  -12.712  -28.341  -22.265  -18.064  -13.658  -16.718  -13.735
  58     1500  3.50  -10.953  -24.481  -19.186  -15.538  -11.692  -14.344  -11.332
  59     1500  4.00  -10.917  -24.364  -19.094  -15.464  -11.642  -14.275  -11.262
  60     1500  4.50  -11.130  -24.898  -19.516  -15.798  -11.886  -14.585  -11.576
  61     1500  5.00  -11.228  -25.132  -19.706  -15.947  -11.995  -14.723  -11.716
  62     1500  5.50  -11.297  -25.380  -19.880  -16.069  -12.070  -14.831  -11.827
  63     1500  6.00  -11.279  -25.460  -19.903  -16.060  -12.043  -14.816  -11.813
  64     1600  3.50   -9.634  -22.474  -17.431  -13.937  -10.264  -12.770   -9.766
  65     1600  4.00   -9.639  -22.228  -17.275  -13.859  -10.257  -12.722   -9.705
  66     1600  4.50   -9.690  -22.333  -17.351  -13.917  -10.311  -12.783   -9.761
  67     1600  5.00   -9.767  -22.441  -17.447  -14.004  -10.389  -12.868   -9.846
  68     1600  5.50   -9.836  -22.640  -17.589  -14.104  -10.459  -12.960   -9.938
  69     1600  6.00   -9.894  -22.820  -17.705  -14.179  -10.509  -13.026  -10.006
  70     1700  3.50   -8.431  -20.722  -15.547  -12.254   -8.877  -11.022   -8.170
  71     1700  4.00   -8.056  -20.320  -15.233  -11.830   -8.474  -10.642   -7.743
  72     1700  4.50   -7.331  -19.075  -14.032  -10.745   -7.642   -9.598   -6.743
  73     1700  5.00   -8.192  -20.116  -15.319  -11.967   -8.629  -10.834   -7.878
  74     1700  5.50   -8.520  -20.363  -15.645  -12.379   -9.009  -11.287   -8.272
  75     1700  6.00   -8.674  -20.567  -15.813  -12.549   -9.171  -11.470   -8.439
  76     1800  3.50   -7.719  -19.204  -13.880  -11.121   -8.032   -9.806   -7.159
  77     1800  4.00   -7.502  -18.788  -13.878  -10.812   -7.793   -9.600   -6.857
  78     1800  4.50   -6.906  -17.721  -13.030   -9.985   -7.137   -8.853   -6.069
  79     1800  5.00   -6.889  -17.562  -13.012   -9.919   -7.113   -8.813   -6.011
  80     1800  5.50   -7.371  -18.422  -13.861  -10.672   -7.678   -9.569   -6.665
  81     1800  6.00   -7.438  -18.538  -13.971  -10.805   -7.770   -9.718   -6.763
  82     1900  3.50   -6.963  -16.235  -11.567   -9.804   -7.137   -8.473   -6.027
  83     1900  4.00   -7.039  -17.553  -12.708   -9.998   -7.221   -8.711   -6.185
  84     1900  4.50   -7.413  -18.637  -13.786  -10.591   -7.649   -9.355   -6.691
  85     1900  5.00   -6.894  -17.522  -12.947   -9.825   -7.078   -8.660   -5.959
  86     1900  5.50   -7.060  -17.485  -13.098  -10.046   -7.290   -8.941   -6.115
  87     1900  6.00   -7.051  -17.449  -13.063  -10.093   -7.318   -9.044   -6.115
  88     2000  3.50   -6.560  -14.047  -10.003   -8.995   -6.632   -7.695   -5.346
  89     2000  4.00   -6.498  -15.543  -11.170   -9.067   -6.573   -7.774   -5.406
  90     2000  4.50   -6.469  -16.552  -11.990   -9.110   -6.549   -7.814   -5.433
  91     2000  5.00   -6.596  -17.108  -12.496   -9.286   -6.694   -8.022   -5.544
  92     2000  5.50   -6.870  -17.037  -12.745   -9.685   -7.043   -8.530   -5.818
  93     2000  6.00   -6.688  -16.528  -12.323   -9.464   -6.888   -8.405   -5.545
  94     2100  4.00   -6.043  -13.629   -9.809   -8.269   -6.038   -7.054   -4.708
  95     2100  5.00   -5.961  -15.747  -11.424   -8.312   -5.961   -7.028   -4.731
  96     2100  5.50   -6.396  -16.623  -12.202   -8.885   -6.447   -7.605   -5.157
  97     2100  6.00   -6.592  -16.404  -12.222   -9.200   -6.732   -7.987   -5.323
  98     2200  3.50   -5.558  -10.820   -7.634   -7.427   -5.505   -6.339   -3.865
  99     2200  4.00   -5.552  -11.925   -8.571   -7.494   -5.490   -6.393   -3.978
 100     2200  4.50   -5.601  -13.258   -9.698   -7.632   -5.534   -6.454   -4.179
 101     2200  5.00   -5.630  -14.646  -10.710   -7.753   -5.569   -6.505   -4.274
 102     2200  5.50   -5.862  -15.705  -11.463   -8.054   -5.825   -6.754   -4.458
 103     2200  6.00   -5.973  -15.873  -11.610   -8.190   -5.973   -6.820   -4.423
 104     2300  3.50   -5.052   -9.756   -6.826   -6.773   -4.971   -5.799   -3.208
 105     2300  4.00   -5.062  -10.701   -7.619   -6.829   -4.969   -5.843   -3.307
 106     2300  4.50   -5.168  -11.927   -8.678   -6.999   -5.064   -5.937   -3.559
 107     2300  5.00   -5.266  -13.430   -9.873   -7.191   -5.163   -6.036   -3.767
 108     2300  5.50   -5.419  -14.673  -10.775   -7.384   -5.321   -6.128   -3.879
 109     2300  6.00   -5.498  -15.102  -11.045   -7.489   -5.430   -6.138   -3.814
 110     2400  3.50   -4.559   -8.949   -6.200   -6.183   -4.468   -5.315   -2.609
 111     2400  4.00   -4.578   -9.715   -6.844   -6.219   -4.471   -5.344   -2.683
 112     2400  4.50   -4.704  -10.749   -7.745   -6.375   -4.580   -5.434   -2.919
 113     2400  5.50   -4.965  -13.394   -9.917   -6.732   -4.830   -5.581   -3.285
 114     2400  6.00   -5.142  -14.361  -10.585   -6.959   -5.027   -5.663   -3.331
 115     2500  3.50   -4.121   -8.421   -5.767   -5.687   -4.032   -4.908   -2.104
 116     2500  4.00   -4.124   -8.993   -6.257   -5.685   -4.018   -4.905   -2.132
 117     2500  4.50   -4.268   -9.850   -7.002   -5.829   -4.137   -4.995   -2.346
 118     2500  5.00   -4.378  -10.961   -7.982   -5.974   -4.235   -5.058   -2.549
 119     2500  5.50   -4.557  -12.316   -9.119   -6.190   -4.405   -5.145   -2.746
 120     2500  6.00   -4.746  -13.400   -9.944   -6.407   -4.599   -5.207   -2.808
 121     2600  3.50   -3.741   -8.008   -5.424   -5.256   -3.660   -4.546   -1.668
 122     2600  4.00   -3.722   -8.446   -5.805   -5.221   -3.624   -4.518   -1.658
 123     2600  4.50   -3.860   -9.145   -6.403   -5.342   -3.733   -4.598   -1.835
 124     2600  5.00   -3.945  -10.020   -7.187   -5.437   -3.803   -4.638   -1.980
 125     2600  5.50   -4.119  -11.220   -8.249   -5.629   -3.962   -4.718   -2.172
 126     2600  6.00   -4.347  -12.399   -9.209   -5.886   -4.184   -4.812   -2.301
 127     2700  3.50   -3.435   -7.676   -5.146   -4.899   -3.363   -4.240   -1.312
 128     2700  4.00   -3.373   -7.989   -5.432   -4.813   -3.283   -4.168   -1.246
 129     2700  4.50   -3.485   -8.547   -5.899   -4.897   -3.364   -4.226   -1.374
 130     2700  5.00   -3.548   -9.262   -6.534   -4.962   -3.415   -4.256   -1.475
 131     2700  5.50   -3.700  -10.264   -7.441   -5.117   -3.548   -4.327   -1.635
 132     2700  6.00   -3.926  -11.413   -8.427   -5.357   -3.757   -4.417   -1.772
 133     2800  5.00   -3.173   -8.595   -5.968   -4.515   -3.049   -3.884   -1.008
 134     2800  5.50   -3.307   -9.441   -6.733   -4.649   -3.166   -3.956   -1.144
 135     2900  5.00   -2.857   -8.048   -5.516   -4.140   -2.744   -3.564   -0.620
 136     2900  5.50   -2.949   -8.730   -6.124   -4.226   -2.819   -3.609   -0.702
 137     3000  5.00   -2.578   -7.572   -5.129   -3.806   -2.476   -3.272   -0.279
 138     3000  5.50   -2.636   -8.122   -5.614   -3.856   -2.519   -3.295   -0.320
 139     3100  5.00   -2.332   -7.155   -4.791   -3.505   -2.239   -3.006    0.024
 140     3100  5.50   -2.360   -7.589   -5.179   -3.529   -2.256   -3.012    0.013
 141     3200  5.00   -2.112   -6.791   -4.494   -3.234   -2.028   -2.763    0.292
 142     3200  5.50   -2.113   -7.121   -4.803   -3.235   -2.022   -2.753    0.304
 143     3300  5.00   -1.919   -6.473   -4.233   -2.992   -1.842   -2.545    0.531
 144     3300  5.50   -1.898   -6.720   -4.479   -2.975   -1.818   -2.522    0.565
 145     3400  5.00   -1.749   -6.211   -4.010   -2.776   -1.679   -2.347    0.749
 146     3400  5.50   -1.712   -6.375   -4.200   -2.746   -1.642   -2.311    0.798
 147     3500  5.00   -1.581   -5.956   -3.807   -2.575   -1.522   -2.161    0.954
 148     3500  5.50   -1.538   -6.050   -3.941   -2.535   -1.479   -2.121    1.009
 149     3600  5.00   -1.448   -5.779   -3.648   -2.402   -1.392   -2.002    1.127
 150     3600  5.50   -1.398   -5.813   -3.739   -2.358   -1.344   -1.956    1.184
 151     3700  5.00   -1.329   -5.639   -3.519   -2.244   -1.275   -1.858    1.288
 152     3700  5.50   -1.275   -5.616   -3.569   -2.200   -1.224   -1.809    1.343
 153     3800  5.00   -1.221   -5.526   -3.411   -2.099   -1.170   -1.725    1.435
 154     3800  5.50   -1.164   -5.449   -3.423   -2.055   -1.118   -1.675    1.490
 155     3500  0.00   -2.336   -8.052   -5.157   -3.593   -2.273   -3.084   -0.121
 156     3500  0.50   -2.454   -7.752   -4.936   -3.662   -2.390   -3.174   -0.234
 157     3500  1.00   -2.553   -7.445   -4.714   -3.721   -2.492   -3.248   -0.332
 158     3500  1.50   -2.630   -7.129   -4.490   -3.766   -2.575   -3.307   -0.409
 159     3500  2.00   -2.670   -6.803   -4.261   -3.777   -2.620   -3.331   -0.448
 160     3500  2.50   -2.667   -6.469   -4.031   -3.744   -2.619   -3.311   -0.437
 161     3500  3.00   -2.611   -6.146   -3.812   -3.650   -2.558   -3.237   -0.364
 162     3500  3.50   -2.489   -5.851   -3.607   -3.483   -2.424   -3.096   -0.215
 163     3500  4.00   -2.309   -5.589   -3.426   -3.259   -2.228   -2.901    0.001
 164     3500  4.50   -2.087   -5.350   -3.277   -3.007   -1.994   -2.674    0.260
 165     3500  5.00   -1.867   -5.195   -3.206   -2.777   -1.768   -2.459    0.516
 166     3750  0.00   -1.395   -7.618   -4.742   -2.614   -1.365   -2.093    0.988
 167     3750  0.50   -1.444   -7.321   -4.541   -2.608   -1.404   -2.123    0.957
 168     3750  1.00   -1.494   -7.035   -4.343   -2.602   -1.446   -2.151    0.926
 169     3750  1.50   -1.543   -6.750   -4.138   -2.592   -1.487   -2.174    0.898
 170     3750  2.00   -1.592   -6.466   -3.940   -2.585   -1.529   -2.198    0.867
 171     3750  2.50   -1.637   -6.179   -3.745   -2.581   -1.569   -2.220    0.836
 172     3750  3.00   -1.679   -5.909   -3.574   -2.584   -1.605   -2.245    0.802
 173     3750  3.50   -1.699   -5.665   -3.423   -2.573   -1.621   -2.252    0.787
 174     3750  4.00   -1.685   -5.454   -3.295   -2.538   -1.602   -2.233    0.805
 175     3750  4.50   -1.613   -5.247   -3.183   -2.456   -1.526   -2.162    0.885
 176     3750  5.00   -1.498   -5.062   -3.095   -2.339   -1.410   -2.050    1.014
 177     4000  0.00   -0.928   -7.001   -4.233   -2.057   -0.912   -1.520    1.578
 178     4000  0.50   -0.948   -6.727   -4.074   -2.032   -0.925   -1.531    1.572
 179     4000  1.00   -0.970   -6.460   -3.917   -2.010   -0.940   -1.542    1.567
 180     4000  1.50   -0.988   -6.195   -3.749   -1.973   -0.950   -1.541    1.576
 181     4000  2.00   -1.008   -5.937   -3.587   -1.940   -0.962   -1.543    1.580
 182     4000  2.50   -1.031   -5.700   -3.432   -1.911   -0.977   -1.548    1.581
 183     4000  3.00   -1.061   -5.487   -3.297   -1.900   -1.000   -1.567    1.567
 184     4000  3.50   -1.095   -5.313   -3.185   -1.901   -1.027   -1.594    1.542
 185     4000  4.00   -1.124   -5.168   -3.095   -1.907   -1.050   -1.621    1.516
 186     4000  4.50   -1.135   -5.037   -3.022   -1.908   -1.056   -1.635    1.503
 187     4000  5.00   -1.103   -4.893   -2.963   -1.885   -1.025   -1.612    1.533
 188     4250  0.00   -0.636   -6.083   -3.680   -1.665   -0.625   -1.137    1.962
 189     4250  0.50   -0.649   -5.879   -3.557   -1.641   -0.634   -1.143    1.959
 190     4250  1.00   -0.662   -5.658   -3.431   -1.616   -0.642   -1.150    1.958
 191     4250  1.50   -0.673   -5.436   -3.302   -1.581   -0.647   -1.147    1.967
 192     4250  2.00   -0.683   -5.220   -3.170   -1.541   -0.650   -1.139    1.983
 193     4250  2.50   -0.694   -5.041   -3.056   -1.506   -0.652   -1.136    1.997
 194     4250  3.00   -0.710   -4.895   -2.954   -1.480   -0.659   -1.139    2.005
 195     4250  3.50   -0.732   -4.793   -2.880   -1.473   -0.673   -1.158    1.998
 196     4250  4.00   -0.756   -4.723   -2.823   -1.474   -0.690   -1.184    1.984
 197     4250  4.50   -0.781   -4.668   -2.783   -1.485   -0.708   -1.214    1.963
 198     4250  5.00   -0.795   -4.603   -2.752   -1.497   -0.718   -1.238    1.947
 199     4500  0.00   -0.435   -5.214   -3.169   -1.365   -0.425   -0.865    2.234
 200     4500  0.50   -0.442   -5.074   -3.074   -1.342   -0.430   -0.866    2.234
 201     4500  1.00   -0.452   -4.922   -2.982   -1.322   -0.438   -0.872    2.231
 202     4500  1.50   -0.463   -4.755   -2.887   -1.300   -0.445   -0.875    2.232
 203     4500  2.00   -0.471   -4.589   -2.786   -1.266   -0.447   -0.870    2.243
 204     4500  2.50   -0.479   -4.442   -2.692   -1.231   -0.448   -0.864    2.257
 205     4500  3.00   -0.489   -4.339   -2.615   -1.202   -0.449   -0.861    2.270
 206     4500  3.50   -0.505   -4.268   -2.555   -1.186   -0.455   -0.868    2.275
 207     4500  4.00   -0.523   -4.233   -2.515   -1.180   -0.465   -0.885    2.273
 208     4500  4.50   -0.543   -4.226   -2.493   -1.181   -0.476   -0.907    2.266
 209     4500  5.00   -0.564   -4.227   -2.484   -1.191   -0.490   -0.936    2.252
 210     4750  0.00   -0.290   -4.546   -2.714   -1.116   -0.278   -0.665    2.434
 211     4750  0.50   -0.294   -4.424   -2.634   -1.097   -0.282   -0.661    2.438
 212     4750  1.00   -0.301   -4.306   -2.565   -1.083   -0.288   -0.663    2.437
 213     4750  1.50   -0.309   -4.183   -2.497   -1.069   -0.294   -0.667    2.435
 214     4750  2.00   -0.316   -4.055   -2.427   -1.048   -0.298   -0.667    2.439
 215     4750  2.50   -0.322   -3.936   -2.357   -1.021   -0.300   -0.663    2.448
 216     4750  3.00   -0.329   -3.847   -2.298   -0.995   -0.300   -0.659    2.459
 217     4750  3.50   -0.339   -3.785   -2.248   -0.974   -0.302   -0.658    2.468
 218     4750  4.00   -0.353   -3.754   -2.213   -0.961   -0.307   -0.665    2.473
 219     4750  4.50   -0.370   -3.754   -2.194   -0.954   -0.314   -0.677    2.474
 220     4750  5.00   -0.388   -3.777   -2.189   -0.953   -0.322   -0.694    2.472
 221     5000  0.00   -0.180   -4.052   -2.301   -0.898   -0.165   -0.506    2.592
 222     5000  0.50   -0.184   -3.923   -2.234   -0.886   -0.170   -0.501    2.597
 223     5000  1.00   -0.189   -3.804   -2.177   -0.877   -0.175   -0.502    2.597
 224     5000  1.50   -0.196   -3.692   -2.126   -0.870   -0.181   -0.505    2.594
 225     5000  2.00   -0.202   -3.584   -2.078   -0.860   -0.186   -0.508    2.594
 226     5000  2.50   -0.207   -3.485   -2.032   -0.845   -0.189   -0.507    2.598
 227     5000  3.00   -0.212   -3.404   -1.991   -0.827   -0.191   -0.505    2.604
 228     5000  3.50   -0.218   -3.348   -1.958   -0.809   -0.192   -0.504    2.612
 229     5000  4.00   -0.228   -3.315   -1.932   -0.793   -0.194   -0.504    2.618
 230     5000  4.50   -0.239   -3.305   -1.914   -0.782   -0.197   -0.508    2.624
 231     5000  5.00   -0.253   -3.321   -1.907   -0.773   -0.201   -0.516    2.628
 232     5250  0.00   -0.089   -3.669   -1.921   -0.703   -0.072   -0.367    2.729
 233     5250  0.50   -0.095   -3.538   -1.871   -0.699   -0.079   -0.368    2.728
 234     5250  1.00   -0.102   -3.415   -1.828   -0.697   -0.086   -0.371    2.725
 235     5250  1.50   -0.109   -3.301   -1.790   -0.696   -0.093   -0.376    2.721
 236     5250  2.00   -0.115   -3.196   -1.756   -0.695   -0.100   -0.380    2.718
 237     5250  2.50   -0.121   -3.104   -1.727   -0.690   -0.105   -0.384    2.717
 238     5250  3.00   -0.127   -3.028   -1.704   -0.683   -0.108   -0.385    2.718
 239     5250  3.50   -0.131   -2.973   -1.686   -0.673   -0.110   -0.385    2.722
 240     5250  4.00   -0.137   -2.938   -1.674   -0.661   -0.111   -0.385    2.728
 241     5250  4.50   -0.144   -2.924   -1.665   -0.649   -0.113   -0.386    2.734
 242     5250  5.00   -0.153   -2.931   -1.662   -0.638   -0.114   -0.387    2.741
 243     5500  0.00   -0.012   -3.358   -1.574   -0.531    0.006   -0.242    2.851
 244     5500  0.50   -0.022   -3.235   -1.547   -0.536   -0.004   -0.250    2.842
 245     5500  1.00   -0.030   -3.113   -1.520   -0.541   -0.014   -0.259    2.833
 246     5500  1.50   -0.039   -2.997   -1.495   -0.546   -0.022   -0.267    2.825
 247     5500  2.00   -0.047   -2.891   -1.474   -0.551   -0.031   -0.275    2.818
 248     5500  2.50   -0.055   -2.797   -1.457   -0.554   -0.038   -0.282    2.813
 249     5500  3.00   -0.061   -2.718   -1.445   -0.556   -0.044   -0.288    2.810
 250     5500  3.50   -0.067   -2.659   -1.439   -0.554   -0.048   -0.291    2.810
 251     5500  4.00   -0.072   -2.618   -1.437   -0.550   -0.050   -0.293    2.812
 252     5500  4.50   -0.076   -2.597   -1.439   -0.542   -0.051   -0.293    2.817
 253     5500  5.00   -0.082   -2.596   -1.444   -0.532   -0.052   -0.293    2.824
 254     5750  0.00    0.051   -3.102   -1.263   -0.381    0.070   -0.131    2.958
 255     5750  0.50    0.039   -2.994   -1.262   -0.395    0.057   -0.147    2.940
 256     5750  1.00    0.028   -2.878   -1.253   -0.407    0.046   -0.161    2.924
 257     5750  1.50    0.018   -2.763   -1.242   -0.418    0.035   -0.175    2.911
 258     5750  2.00    0.008   -2.655   -1.233   -0.428    0.025   -0.187    2.899
 259     5750  2.50   -0.001   -2.558   -1.226   -0.437    0.016   -0.198    2.889
 260     5750  3.00   -0.010   -2.474   -1.223   -0.445    0.008   -0.208    2.882
 261     5750  3.50   -0.017   -2.406   -1.225   -0.451    0.001   -0.215    2.878
 262     5750  4.00   -0.023   -2.355   -1.230   -0.453   -0.003   -0.220    2.877
 263     5750  4.50   -0.028   -2.324   -1.239   -0.451   -0.006   -0.222    2.879
 264     5750  5.00   -0.031   -2.313   -1.250   -0.445   -0.006   -0.222    2.884
 265     6000  0.00    0.097   -2.894   -0.984   -0.250    0.116   -0.036    3.048
 266     6000  0.50    0.086   -2.806   -1.011   -0.274    0.105   -0.058    3.022
 267     6000  1.00    0.075   -2.699   -1.022   -0.292    0.093   -0.078    3.001
 268     6000  1.50    0.064   -2.587   -1.025   -0.309    0.081   -0.096    2.981
 269     6000  2.00    0.052   -2.478   -1.028   -0.324    0.070   -0.113    2.964
 270     6000  2.50    0.041   -2.377   -1.032   -0.338    0.059   -0.128    2.950
 271     6000  3.00    0.031   -2.287   -1.037   -0.351    0.049   -0.141    2.939
 272     6000  3.50    0.022   -2.210   -1.046   -0.362    0.040   -0.153    2.930
 273     6000  4.00    0.014   -2.148   -1.056   -0.369    0.033   -0.161    2.926
 274     6000  4.50    0.008   -2.105   -1.069   -0.373    0.028   -0.166    2.925
 275     6000  5.00    0.004   -2.080   -1.084   -0.373    0.026   -0.168    2.927
 276     6250  0.50    0.119   -2.658   -0.782   -0.168    0.137    0.016    3.088
 277     6250  1.00    0.110   -2.563   -0.817   -0.193    0.128   -0.007    3.062
 278     6250  1.50    0.099   -2.456   -0.838   -0.215    0.117   -0.029    3.038
 279     6250  2.00    0.087   -2.347   -0.852   -0.235    0.105   -0.050    3.015
 280     6250  2.50    0.075   -2.243   -0.865   -0.254    0.092   -0.070    2.996
 281     6250  3.00    0.063   -2.147   -0.879   -0.271    0.081   -0.087    2.981
 282     6250  3.50    0.052   -2.061   -0.895   -0.287    0.070   -0.102    2.968
 283     6250  4.00    0.042   -1.989   -0.911   -0.299    0.061   -0.114    2.960
 284     6250  4.50    0.034   -1.933   -0.928   -0.308    0.054   -0.122    2.956
 285     6250  5.00    0.029   -1.894   -0.946   -0.312    0.050   -0.127    2.955
 286     6500  0.50    0.142   -2.536   -0.594   -0.082    0.160    0.076    3.142
 287     6500  1.00    0.133   -2.459   -0.626   -0.105    0.151    0.051    3.108
 288     6500  1.50    0.125   -2.358   -0.668   -0.132    0.143    0.026    3.081
 289     6500  2.00    0.114   -2.251   -0.698   -0.157    0.132    0.003    3.055
 290     6500  2.50    0.101   -2.145   -0.721   -0.180    0.119   -0.021    3.031
 291     6500  3.00    0.088   -2.044   -0.743   -0.202    0.106   -0.042    3.011
 292     6500  3.50    0.075   -1.951   -0.766   -0.222    0.093   -0.061    2.994
 293     6500  4.00    0.063   -1.870   -0.788   -0.239    0.082   -0.077    2.982
 294     6500  4.50    0.053   -1.801   -0.811   -0.253    0.072   -0.089    2.974
 295     6500  5.00    0.046   -1.749   -0.832   -0.262    0.066   -0.097    2.970
 296     6750  0.50    0.156   -2.428   -0.443   -0.017    0.173    0.122    3.186
 297     6750  1.00    0.148   -2.372   -0.469   -0.035    0.165    0.098    3.147
 298     6750  1.50    0.140   -2.285   -0.507   -0.059    0.157    0.072    3.112
 299     6750  2.00    0.133   -2.181   -0.557   -0.088    0.151    0.047    3.084
 300     6750  2.50    0.121   -2.075   -0.594   -0.115    0.139    0.021    3.057
 301     6750  3.00    0.107   -1.971   -0.625   -0.141    0.125   -0.004    3.032
 302     6750  3.50    0.093   -1.872   -0.654   -0.166    0.111   -0.027    3.010
 303     6750  4.00    0.079   -1.782   -0.683   -0.187    0.097   -0.047    2.994
 304     6750  4.50    0.067   -1.703   -0.711   -0.206    0.085   -0.064    2.981
 305     6750  5.00    0.057   -1.639   -0.737   -0.220    0.076   -0.076    2.974
 306     7000  0.50    0.162   -2.325   -0.327    0.027    0.178    0.154    3.221
 307     7000  1.00    0.155   -2.292   -0.345    0.016    0.172    0.133    3.179
 308     7000  1.50    0.149   -2.221   -0.376   -0.001    0.165    0.108    3.138
 309     7000  2.00    0.142   -2.129   -0.421   -0.026    0.159    0.081    3.102
 310     7000  2.50    0.134   -2.024   -0.477   -0.058    0.152    0.055    3.073
 311     7000  3.00    0.121   -1.919   -0.520   -0.087    0.139    0.027    3.044
 312     7000  3.50    0.106   -1.817   -0.557   -0.116    0.124    0.000    3.018
 313     7000  4.00    0.090   -1.721   -0.593   -0.142    0.108   -0.024    2.997
 314     7000  4.50    0.076   -1.633   -0.627   -0.166    0.094   -0.045    2.980
 315     7000  5.00    0.063   -1.558   -0.658   -0.185    0.082   -0.062    2.969
