# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
  33     1000  5.50  -21.151  -45.144  -36.452  -30.184  -23.458  -28.279  -25.426
  34     1000  6.00  -20.198  -43.402  -34.896  -28.822  -22.342  -26.969  -24.103
  35     1100  3.50  -19.595  -40.661  -32.853  -27.338  -21.439  -25.627  -22.725
  36     1100  4.00  -19.329  -40.241  -32.476  -26.998  -21.142  -25.297  -22.392
  37     1100  4.50  -19.142  -40.244  -32.394  -26.863  -20.965  -25.150  -22.248
  38     1100  5.00  -18.642  -39.800  -31.898  -26.342  -20.442  -24.625  -21.724
  39     1100  5.50  -18.053  -39.131  -31.210  -25.665  -19.807  -23.955  -21.052
  40     1100  6.00  -23.043  -46.719  -38.193  -32.049  -25.393  -30.169  -27.311
  41     1200  3.50  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  42     1200  4.00  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  43     1200  4.50  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  44     1200  5.00  -16.749  -35.872  -28.639  -23.588  -18.234  -22.005  -19.072
  45     1200  6.00  -15.508  -34.227  -27.039  -22.076  -16.874  -20.525  -17.585
  46     1300  3.50  -14.478  -31.066  -24.704  -20.285  -15.606  -18.874  -15.905
  47     1300  4.00  -14.512  -31.094  -24.738  -20.322  -15.642  -18.911  -15.942
  48     1300  4.50  -14.879  -31.897  -25.394  -20.868  -16.068  -19.427  -16.463
  49     1300  5.00  -14.825  -31.926  -25.399  -20.849  -16.023  -19.400  -16.438
  50     1300  5.50  -14.600  -31.885  -25.258  -20.653  -15.796  -19.193  -16.234
  51     1300  6.00  -17.119  -35.706  -28.675  -23.766  -18.548  -22.220  -19.279
  52     1400  3.50  -12.481  -27.303  -21.547  -17.566  -13.371  -16.279  -13.285
  53     1400  4.00  -12.508  -27.344  -21.588  -17.603  -13.401  -16.314  -13.320
  54     1400  4.50  -12.726  -27.836  -21.999  -17.942  -13.653  -16.632  -13.642
  55     1400  5.00  -12.953  -28.357  -22.413  -18.280  -13.912  -16.949  -13.963
  56     1400  5.50  -12.709  -28.323  -22.253  -18.057  -13.654  -16.712  -13.728
  57     1400  6.00  -12.712  -28.341  -22.265  -18.064  -13.658  -16.718  -13.735
  58     1500  3.50  -10.953  -24.481  -19.186  -15.538  -11.692  -14.344  -11.332
  59     1500  4.00  -10.917  -24.364  -19.094  -15.464  -11.642  -14.275  -11.262
  60     1500  4.50  -11.130  -24.898  -19.516  -15.798  -11.886  -14.585  -11.576
  61     1500  5.00  -11.228  -25.132  -19.706  -15.947  -11.995  -14.723  -11.716
  62     1500  5.50  -11.297  -25.380  -19.880  -16.069  -12.070  -14.831  -11.827
  63     1500  6.00  -11.279  -25.460  -19.903  -16.060  -12.043  -14.816  -11.813
  64     1600  3.50   -9.634  -22.474  -17.431  -13.937  -10.264  -12.770   -9.766
  65     1600  4.00   -9.639  -22.228  -17.275  -13.859  -10.257  -12.722   -9.705
  66     1600  4.50   -9.690  -22.333  -17.351  -13.917  -10.311  -12.783   -9.761
  67     1600  5.00   -9.767  -22.441  -17.447  -14.004  -10.389  -12.868   -9.846
  68     1600  5.50   -9.836  -22.640  -17.589  -14.104  -10.459  -12.960   -9.938
  69     1600  6.00   -9.894  -22.820  -17.705  -14.179  -10.509  -13.026  -10.006
  70     1700  3.50   -8.431  -20.722  -15.547  -12.254   -8.877  -11.022   -8.170
  71     1700  4.00   -8.056  -20.320  -15.233  -11.830   -8.474  -10.642   -7.743
  72     1700  4.50   -7.331  -19.075  -14.032  -10.745   -7.642   -9.598   -6.743
  73     1700  5.00   -8.192  -20.116  -15.319  -11.967   -8.629  -10.834   -7.878
  74     1700  5.50   -8.520  -20.363  -15.645  -12.379   -9.009  -11.287   -8.272
  75     1700  6.00   -8.674  -20.567  -15.813  -12.549   -9.171  -11.470   -8.439
  76     1800  3.50   -7.719  -19.204  -13.880  -11.121   -8.032   -9.806   -7.159
  77     1800  4.00   -7.502  -18.788  -13.878  -10.812   -7.793   -9.600   -6.857
  78     1800  4.50   -6.906  -17.721  -13.030   -9.985   -7.137   -8.853   -6.069
  79     1800  5.00   -6.889  -17.562  -13.012   -9.919   -7.113   -8.813   -6.011
  80     1800  5.50   -7.371  -18.422  -13.861  -10.672   -7.678   -9.569   -6.665
  81     1800  6.00   -7.438  -18.538  -13.971  -10.805   -7.770   -9.718   -6.763
  82     1900  3.50   -6.963  -16.235  -11.567   -9.804   -7.137   -8.473   -6.027
  83     1900  4.00   -7.039  -17.553  -12.708   -9.998   -7.221   -8.711   -6.185
  84     1900  4.50   -7.413  -18.637  -13.786  -10.591   -7.649   -9.355   -6.691
  85     1900  5.00   -6.894  -17.522  -12.947   -9.825   -7.078   -8.660   -5.959
  86     1900  5.50   -7.060  -17.485  -13.098  -10.046   -7.290   -8.941   -6.115
  87     1900  6.00   -7.051  -17.449  -13.063  -10.093   -7.318   -9.044   -6.115
  88     2000  3.50   -6.560  -14.047  -10.003   -8.995   -6.632   -7.695   -5.346
  89     2000  4.00   -6.498  -15.543  -11.170   -9.067   -6.573   -7.774   -5.406
  90     2000  4.50   -6.469  -16.552  -11.990   -9.110   -6.549   -7.814   -5.433
  91     2000  5.00   -6.596  -17.108  -12.496   -9.286   -6.694   -8.022   -5.544
  92     2000  5.50   -6.870  -17.037  -12.745   -9.685   -7.043   -8.530   -5.818
  93     2000  6.00   -6.688  -16.528  -12.323   -9.464   -6.888   -8.405   -5.545
  94     2100  4.00   -6.043  -13.629   -9.809   -8.269   -6.038   -7.054   -4.708
  95     2100  5.00   -5.961  -15.747  -11.424   -8.312   -5.961   -7.028   -4.731
  96     2100  5.50   -6.396  -16.623  -12.202   -8.885   -6.447   -7.605   -5.157
  97     2100  6.00   -6.592  -16.404  -12.222   -9.200   -6.732   -7.987   -5.323
  98     2200  3.50   -5.558  -10.820   -7.634   -7.427   -5.505   -6.339   -3.865
  99     2200  4.00   -5.552  -11.925   -8.571   -7.494   -5.490   -6.393   -3.978
 100     2200  4.50   -5.601  -13.258   -9.698   -7.632   -5.534   -6.454   -4.179
 101     2200  5.00   -5.630  -14.646  -10.710   -7.753   -5.569   -6.505   -4.274
 102     2200  5.50   -5.862  -15.705  -11.463   -8.054   -5.825   -6.754   -4.458
 103     2200  6.00   -5.973  -15.873  -11.610   -8.190   -5.973   -6.820   -4.423
 104     2300  3.50   -5.052   -9.756   -6.826   -6.773   -4.971   -5.799   -3.208
 105     2300  4.00   -5.062  -10.701   -7.619   -6.829   -4.969   -5.843   -3.307
 106     2300  4.50   -5.168  -11.927   -8.678   -6.999   -5.064   -5.937   -3.559
 107     2300  5.00   -5.266  -13.430   -9.873   -7.191   -5.163   -6.036   -3.767
 108     2300  5.50   -5.419  -14.673  -10.775   -7.384   -5.321   -6.128   -3.879
 109     2300  6.00   -5.498  -15.102  -11.045   -7.489   -5.430   -6.138   -3.814
 110     2400  3.50   -4.559   -8.949   -6.200   -6.183   -4.468   -5.315   -2.609
 111     2400  4.00   -4.578   -9.715   -6.844   -6.219   -4.471   -5.344   -2.683
 112     2400  4.50   -4.704  -10.749   -7.745   -6.375   -4.580   -5.434   -2.919
 113     2400  5.50   -4.965  -13.394   -9.917   -6.732   -4.830   -5.581   -3.285
 114     2400  6.00   -5.142  -14.361  -10.585   -6.959   -5.027   -5.663   -3.331
 115     2500  3.50   -4.121   -8.421   -5.767   -5.687   -4.032   -4.908   -2.104
 116     2500  4.00   -4.124   -8.993   -6.257   -5.685   -4.018   -4.905   -2.132
 117     2500  4.50   -4.268   -9.850   -7.002   -5.829   -4.137   -4.995   -2.346
 118     2500  5.00   -4.378  -10.961   -7.982   -5.974   -4.235   -5.058   -2.549
 119     2500  5.50   -4.557  -12.316   -9.119   -6.190   -4.405   -5.145   -2.746
 120     2500  6.00   -4.746  -13.400   -9.944   -6.407   -4.599   -5.207   -2.808
 121     2600  3.50   -3.741   -8.008   -5.424   -5.256   -3.660   -4.546   -1.668
 122     2600  4.00   -3.722   -8.446   -5.805   -5.221   -3.624   -4.518   -1.658
 123     2600  4.50   -3.860   -9.145   -6.403   -5.342   -3.733   -4.598   -1.835
 124     2600  5.00   -3.945  -10.020   -7.187   -5.437   -3.803   -4.638   -1.980
 125     2600  5.50   -4.119  -11.220   -8.249   -5.629   -3.962   -4.718   -2.172
 126     2600  6.00   -4.347  -12.399   -9.209   -5.886   -4.184   -4.812   -2.301
 127     2700  3.50   -3.435   -7.676   -5.146   -4.899   -3.363   -4.240   -1.312
 128     2700  4.00   -3.373   -7.989   -5.432   -4.813   -3.283   -4.168   -1.246
 129     2700  4.50   -3.485   -8.547   -5.899   -4.897   -3.364   -4.226   -1.374
 130     2700  5.00   -3.548   -9.262   -6.534   -4.962   -3.415   -4.256   -1.475
 131     2700  5.50   -3.700  -10.264   -7.441   -5.117   -3.548   -4.327   -1.635
 132     2700  6.00   -3.926  -11.413   -8.427   -5.357   -3.757   -4.417   -1.772
 133     2800  5.00   -2.830  -11.462   -8.121   -4.284   -2.587   -3.427   -0.372
 134     2800  5.50   -2.968  -12.320   -8.977   -4.449   -2.657   -3.491   -0.436
 135     2900  5.00   -2.510  -10.585   -7.346   -3.896   -2.316   -3.125   -0.011
 136     2900  5.50   -2.642  -11.381   -8.120   -4.044   -2.380   -3.174   -0.066
 137     3000  5.00   -2.229   -9.787   -6.662   -3.553   -2.082   -2.857    0.294
 138     3000  5.50   -2.350  -10.518   -7.346   -3.686   -2.138   -2.898    0.250
 139     3100  5.00   -1.987   -9.055   -6.059   -3.255   -1.880   -2.626    0.544
 140     3100  5.50   -2.091   -9.703   -6.639   -3.371   -1.928   -2.660    0.509
 141     3200  5.00   -1.783   -8.409   -5.534   -2.994   -1.706   -2.424    0.754
 142     3200  5.50   -1.865   -8.960   -6.012   -3.088   -1.743   -2.450    0.733
 143     3300  5.00   -1.608   -7.841   -5.068   -2.761   -1.556   -2.240    0.945
 144     3300  5.50   -1.668   -8.270   -5.449   -2.836   -1.584   -2.262    0.929
 145     3400  5.00   -1.457   -7.346   -4.652   -2.556   -1.422   -2.074    1.114
 146     3400  5.50   -1.499   -7.636   -4.944   -2.613   -1.445   -2.094    1.102
 147     3500  5.00   -1.326   -6.918   -4.267   -2.372   -1.302   -1.923    1.265
 148     3500  5.50   -1.355   -7.057   -4.484   -2.416   -1.320   -1.942    1.254
 149     3600  5.00   -1.211   -6.517   -3.925   -2.209   -1.194   -1.785    1.402
 150     3600  5.50   -1.231   -6.557   -4.081   -2.243   -1.209   -1.804    1.390
 151     3700  5.00   -1.108   -6.139   -3.630   -2.058   -1.093   -1.657    1.529
 152     3700  5.50   -1.129   -6.158   -3.759   -2.092   -1.111   -1.681    1.511
 153     3800  5.00   -1.013   -5.798   -3.372   -1.917   -0.999   -1.534    1.650
 154     3800  5.50   -1.023   -5.838   -3.478   -1.934   -1.006   -1.547    1.643
 155     3500  0.00   -1.714   -7.760   -5.139   -3.140   -1.716   -2.602    0.524
 156     3500  0.50   -1.555   -7.198   -4.702   -2.826   -1.540   -2.338    0.797
 157     3500  1.00   -1.423   -6.640   -4.306   -2.565   -1.395   -2.123    1.022
 158     3500  1.50   -1.310   -6.137   -3.975   -2.354   -1.273   -1.950    1.205
 159     3500  2.00   -1.227   -5.742   -3.735   -2.206   -1.183   -1.829    1.334
 160     3500  2.50   -1.179   -5.510   -3.626   -2.155   -1.137   -1.778    1.388
 161     3500  3.00   -1.145   -5.385   -3.583   -2.136   -1.106   -1.751    1.417
 162     3500  3.50   -1.136   -5.339   -3.593   -2.129   -1.096   -1.744    1.429
 163     3500  4.00   -1.145   -5.369   -3.667   -2.137   -1.101   -1.756    1.427
 164     3500  4.50   -1.169   -5.478   -3.813   -2.161   -1.118   -1.785    1.413
 165     3500  5.00   -1.210   -5.669   -4.025   -2.197   -1.145   -1.825    1.390
 166     3750  0.00   -1.358   -6.938   -4.481   -2.630   -1.357   -2.131    0.986
 167     3750  0.50   -1.266   -6.498   -4.158   -2.404   -1.252   -1.946    1.180
 168     3750  1.00   -1.192   -6.056   -3.870   -2.219   -1.167   -1.800    1.336
 169     3750  1.50   -1.127   -5.641   -3.619   -2.068   -1.092   -1.681    1.466
 170     3750  2.00   -1.063   -5.291   -3.414   -1.942   -1.022   -1.580    1.577
 171     3750  2.50   -1.018   -5.053   -3.279   -1.864   -0.973   -1.517    1.646
 172     3750  3.00   -0.991   -4.936   -3.224   -1.852   -0.947   -1.500    1.665
 173     3750  3.50   -0.968   -4.856   -3.194   -1.850   -0.927   -1.488    1.677
 174     3750  4.00   -0.958   -4.823   -3.196   -1.844   -0.915   -1.482    1.687
 175     3750  4.50   -0.960   -4.855   -3.253   -1.846   -0.911   -1.487    1.690
 176     3750  5.00   -0.977   -4.970   -3.389   -1.860   -0.919   -1.508    1.683
 177     4000  0.00   -1.015   -6.019   -3.763   -2.140   -1.014   -1.689    1.422
 178     4000  0.50   -0.945   -5.609   -3.478   -1.953   -0.936   -1.538    1.578
 179     4000  1.00   -0.902   -5.224   -3.247   -1.815   -0.886   -1.432    1.691
 180     4000  1.50   -0.875   -4.899   -3.073   -1.716   -0.851   -1.357    1.773
 181     4000  2.00   -0.863   -4.664   -2.958   -1.651   -0.832   -1.311    1.828
 182     4000  2.50   -0.847   -4.508   -2.881   -1.598   -0.808   -1.272    1.876
 183     4000  3.00   -0.828   -4.423   -2.836   -1.567   -0.784   -1.247    1.909
 184     4000  3.50   -0.812   -4.390   -2.820   -1.569   -0.768   -1.244    1.915
 185     4000  4.00   -0.794   -4.360   -2.806   -1.573   -0.751   -1.240    1.921
 186     4000  4.50   -0.784   -4.352   -2.812   -1.572   -0.739   -1.237    1.927
 187     4000  5.00   -0.786   -4.391   -2.857   -1.575   -0.735   -1.243    1.930
 188     4250  0.00   -0.753   -5.194   -3.142   -1.740   -0.748   -1.333    1.780
 189     4250  0.50   -0.696   -4.824   -2.901   -1.588   -0.687   -1.212    1.904
 190     4250  1.00   -0.661   -4.483   -2.707   -1.476   -0.649   -1.127    1.993
 191     4250  1.50   -0.643   -4.202   -2.565   -1.399   -0.628   -1.070    2.055
 192     4250  2.00   -0.635   -3.997   -2.469   -1.348   -0.616   -1.033    2.096
 193     4250  2.50   -0.632   -3.869   -2.413   -1.314   -0.608   -1.010    2.125
 194     4250  3.00   -0.632   -3.808   -2.386   -1.292   -0.602   -0.995    2.146
 195     4250  3.50   -0.633   -3.805   -2.385   -1.284   -0.596   -0.990    2.158
 196     4250  4.00   -0.631   -3.845   -2.406   -1.299   -0.592   -1.000    2.152
 197     4250  4.50   -0.626   -3.885   -2.428   -1.315   -0.586   -1.009    2.146
 198     4250  5.00   -0.623   -3.915   -2.447   -1.322   -0.579   -1.013    2.147
 199     4500  0.00   -0.548   -4.464   -2.595   -1.401   -0.539   -1.034    2.085
 200     4500  0.50   -0.510   -4.160   -2.419   -1.294   -0.499   -0.951    2.169
 201     4500  1.00   -0.485   -3.880   -2.275   -1.213   -0.473   -0.890    2.232
 202     4500  1.50   -0.472   -3.649   -2.169   -1.155   -0.458   -0.849    2.276
 203     4500  2.00   -0.466   -3.479   -2.098   -1.117   -0.451   -0.822    2.305
 204     4500  2.50   -0.464   -3.371   -2.056   -1.092   -0.447   -0.805    2.325
 205     4500  3.00   -0.465   -3.317   -2.035   -1.075   -0.444   -0.794    2.341
 206     4500  3.50   -0.466   -3.307   -2.030   -1.063   -0.440   -0.786    2.353
 207     4500  4.00   -0.468   -3.334   -2.039   -1.060   -0.436   -0.784    2.361
 208     4500  4.50   -0.469   -3.393   -2.067   -1.070   -0.434   -0.791    2.357
 209     4500  5.00   -0.470   -3.456   -2.097   -1.084   -0.432   -0.801    2.351
 210     4750  0.00   -0.379   -3.819   -2.090   -1.103   -0.367   -0.774    2.348
 211     4750  0.50   -0.363   -3.571   -1.978   -1.041   -0.350   -0.728    2.396
 212     4750  1.00   -0.352   -3.345   -1.886   -0.991   -0.338   -0.694    2.432
 213     4750  1.50   -0.346   -3.158   -1.819   -0.956   -0.332   -0.670    2.457
 214     4750  2.00   -0.344   -3.019   -1.775   -0.932   -0.329   -0.655    2.474
 215     4750  2.50   -0.343   -2.927   -1.750   -0.916   -0.328   -0.645    2.485
 216     4750  3.00   -0.343   -2.882   -1.741   -0.905   -0.326   -0.638    2.494
 217     4750  3.50   -0.342   -2.873   -1.742   -0.897   -0.323   -0.633    2.502
 218     4750  4.00   -0.342   -2.891   -1.749   -0.892   -0.320   -0.629    2.509
 219     4750  4.50   -0.342   -2.934   -1.765   -0.891   -0.317   -0.628    2.514
 220     4750  5.00   -0.343   -2.999   -1.790   -0.893   -0.313   -0.629    2.516
 221     5000  0.00   -0.248   -3.327   -1.665   -0.855   -0.234   -0.564    2.558
 222     5000  0.50   -0.247   -3.109   -1.598   -0.826   -0.233   -0.545    2.580
 223     5000  1.00   -0.249   -2.915   -1.546   -0.804   -0.234   -0.532    2.595
 224     5000  1.50   -0.252   -2.754   -1.512   -0.790   -0.237   -0.524    2.605
 225     5000  2.00   -0.255   -2.630   -1.492   -0.781   -0.241   -0.521    2.610
 226     5000  2.50   -0.258   -2.547   -1.485   -0.775   -0.243   -0.519    2.613
 227     5000  3.00   -0.259   -2.503   -1.488   -0.771   -0.243   -0.518    2.615
 228     5000  3.50   -0.257   -2.491   -1.496   -0.767   -0.241   -0.515    2.619
 229     5000  4.00   -0.255   -2.505   -1.508   -0.763   -0.237   -0.512    2.624
 230     5000  4.50   -0.252   -2.537   -1.523   -0.760   -0.233   -0.509    2.628
 231     5000  5.00   -0.250   -2.585   -1.542   -0.759   -0.228   -0.507    2.632
 232     5250  0.00   -0.149   -2.990   -1.330   -0.659   -0.134   -0.402    2.716
 233     5250  0.50   -0.159   -2.797   -1.295   -0.652   -0.144   -0.401    2.720
 234     5250  1.00   -0.169   -2.620   -1.271   -0.650   -0.154   -0.403    2.721
 235     5250  1.50   -0.179   -2.469   -1.259   -0.652   -0.165   -0.408    2.719
 236     5250  2.00   -0.189   -2.348   -1.258   -0.656   -0.174   -0.414    2.714
 237     5250  2.50   -0.197   -2.260   -1.265   -0.661   -0.182   -0.420    2.710
 238     5250  3.00   -0.201   -2.204   -1.276   -0.664   -0.186   -0.425    2.707
 239     5250  3.50   -0.202   -2.180   -1.291   -0.665   -0.186   -0.426    2.707
 240     5250  4.00   -0.198   -2.184   -1.308   -0.664   -0.182   -0.425    2.709
 241     5250  4.50   -0.194   -2.206   -1.325   -0.663   -0.177   -0.422    2.712
 242     5250  5.00   -0.189   -2.242   -1.343   -0.660   -0.170   -0.419    2.716
 243     5500  0.00   -0.075   -2.767   -1.062   -0.502   -0.059   -0.275    2.836
 244     5500  0.50   -0.090   -2.596   -1.053   -0.510   -0.075   -0.286    2.828
 245     5500  1.00   -0.106   -2.433   -1.050   -0.521   -0.090   -0.298    2.818
 246     5500  1.50   -0.121   -2.289   -1.056   -0.535   -0.106   -0.313    2.807
 247     5500  2.00   -0.136   -2.167   -1.068   -0.550   -0.122   -0.328    2.795
 248     5500  2.50   -0.150   -2.069   -1.085   -0.565   -0.135   -0.342    2.783
 249     5500  3.00   -0.160   -1.996   -1.105   -0.577   -0.145   -0.353    2.774
 250     5500  3.50   -0.164   -1.951   -1.125   -0.585   -0.149   -0.360    2.770
 251     5500  4.00   -0.164   -1.934   -1.144   -0.588   -0.148   -0.361    2.769
 252     5500  4.50   -0.159   -1.940   -1.163   -0.588   -0.143   -0.360    2.772
 253     5500  5.00   -0.153   -1.961   -1.181   -0.586   -0.136   -0.357    2.775
 254     5750  0.00   -0.018   -2.622   -0.841   -0.372   -0.002   -0.173    2.929
 255     5750  0.50   -0.036   -2.472   -0.853   -0.391   -0.020   -0.192    2.912
 256     5750  1.00   -0.054   -2.322   -0.867   -0.411   -0.039   -0.212    2.895
 257     5750  1.50   -0.073   -2.183   -0.887   -0.434   -0.058   -0.233    2.877
 258     5750  2.00   -0.092   -2.059   -0.911   -0.457   -0.077   -0.255    2.858
 259     5750  2.50   -0.110   -1.955   -0.938   -0.481   -0.096   -0.276    2.840
 260     5750  3.00   -0.126   -1.868   -0.966   -0.502   -0.111   -0.294    2.825
 261     5750  3.50   -0.137   -1.802   -0.992   -0.517   -0.122   -0.307    2.814
 262     5750  4.00   -0.141   -1.760   -1.014   -0.527   -0.126   -0.315    2.809
 263     5750  4.50   -0.139   -1.744   -1.034   -0.531   -0.124   -0.316    2.810
 264     5750  5.00   -0.134   -1.747   -1.052   -0.531   -0.117   -0.314    2.813
 265     6000  0.00    0.026   -2.529   -0.651   -0.264    0.041   -0.090    3.002
 266     6000  0.50    0.008   -2.399   -0.682   -0.289    0.024   -0.114    2.979
 267     6000  1.00   -0.011   -2.261   -0.711   -0.315    0.005   -0.138    2.956
 268     6000  1.50   -0.031   -2.127   -0.742   -0.343   -0.016   -0.164    2.933
 269     6000  2.00   -0.053   -2.003   -0.777   -0.373   -0.038   -0.191    2.909
 270     6000  2.50   -0.075   -1.893   -0.813   -0.403   -0.060   -0.217    2.886
 271     6000  3.00   -0.096   -1.797   -0.849   -0.432   -0.081   -0.242    2.865
 272     6000  3.50   -0.113   -1.716   -0.882   -0.456   -0.098   -0.263    2.848
 273     6000  4.00   -0.124   -1.653   -0.911   -0.474   -0.109   -0.277    2.837
 274     6000  4.50   -0.127   -1.613   -0.933   -0.484   -0.112   -0.284    2.833
 275     6000  5.00   -0.125   -1.595   -0.952   -0.488   -0.109   -0.285    2.834
 276     6250  0.50    0.042   -2.356   -0.530   -0.200    0.057   -0.048    3.033
 277     6250  1.00    0.025   -2.231   -0.573   -0.230    0.040   -0.075    3.006
 278     6250  1.50    0.004   -2.103   -0.615   -0.262    0.019   -0.104    2.978
 279     6250  2.00   -0.019   -1.980   -0.658   -0.296   -0.004   -0.135    2.950
 280     6250  2.50   -0.044   -1.866   -0.702   -0.332   -0.029   -0.166    2.922
 281     6250  3.00   -0.068   -1.763   -0.746   -0.367   -0.053   -0.196    2.896
 282     6250  3.50   -0.090   -1.672   -0.787   -0.398   -0.075   -0.223    2.873
 283     6250  4.00   -0.108   -1.593   -0.823   -0.424   -0.092   -0.244    2.856
 284     6250  4.50   -0.118   -1.533   -0.851   -0.443   -0.103   -0.258    2.846
 285     6250  5.00   -0.121   -1.494   -0.873   -0.453   -0.105   -0.264    2.844
 286     6500  0.50    0.063   -2.329   -0.386   -0.123    0.078    0.005    3.074
 287     6500  1.00    0.052   -2.217   -0.446   -0.155    0.067   -0.021    3.046
 288     6500  1.50    0.033   -2.097   -0.500   -0.189    0.049   -0.052    3.015
 289     6500  2.00    0.010   -1.977   -0.550   -0.226    0.026   -0.085    2.983
 290     6500  2.50   -0.015   -1.861   -0.602   -0.265    0.000   -0.120    2.950
 291     6500  3.00   -0.042   -1.752   -0.653   -0.305   -0.027   -0.154    2.920
 292     6500  3.50   -0.068   -1.653   -0.702   -0.343   -0.053   -0.187    2.892
 293     6500  4.00   -0.091   -1.564   -0.745   -0.376   -0.076   -0.215    2.869
 294     6500  4.50   -0.109   -1.489   -0.781   -0.403   -0.093   -0.236    2.853
 295     6500  5.00   -0.118   -1.431   -0.809   -0.420   -0.102   -0.248    2.845
 296     6750  0.50    0.080   -2.300   -0.280   -0.063    0.095    0.049    3.111
 297     6750  1.00    0.068   -2.209   -0.323   -0.088    0.082    0.022    3.074
 298     6750  1.50    0.055   -2.099   -0.391   -0.123    0.070   -0.007    3.043
 299     6750  2.00    0.035   -1.983   -0.453   -0.162    0.050   -0.041    3.008
 300     6750  2.50    0.010   -1.869   -0.511   -0.203    0.025   -0.079    2.972
 301     6750  3.00   -0.019   -1.757   -0.568   -0.246   -0.003   -0.117    2.937
 302     6750  3.50   -0.048   -1.653   -0.623   -0.289   -0.032   -0.154    2.905
 303     6750  4.00   -0.075   -1.556   -0.674   -0.329   -0.060   -0.187    2.876
 304     6750  4.50   -0.098   -1.470   -0.718   -0.363   -0.082   -0.215    2.855
 305     6750  5.00   -0.114   -1.398   -0.753   -0.389   -0.099   -0.235    2.840
 306     7000  0.50    0.092   -2.258   -0.209   -0.021    0.106    0.083    3.145
 307     7000  1.00    0.080   -2.193   -0.235   -0.038    0.094    0.057    3.102
 308     7000  1.50    0.067   -2.100   -0.286   -0.066    0.081    0.027    3.062
 309     7000  2.00    0.052   -1.992   -0.360   -0.105    0.068   -0.005    3.026
 310     7000  2.50    0.030   -1.881   -0.427   -0.147    0.045   -0.043    2.988
 311     7000  3.00    0.002   -1.770   -0.490   -0.192    0.017   -0.083    2.949
 312     7000  3.50   -0.029   -1.664   -0.551   -0.238   -0.013   -0.124    2.912
 313     7000  4.00   -0.059   -1.562   -0.608   -0.283   -0.043   -0.163    2.879
