# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
  33     1000  5.50  -21.151  -45.144  -36.452  -30.184  -23.458  -28.279  -25.426
  34     1000  6.00  -20.198  -43.402  -34.896  -28.822  -22.342  -26.969  -24.103
  35     1100  3.50  -19.595  -40.661  -32.853  -27.338  -21.439  -25.627  -22.725
  36     1100  4.00  -19.329  -40.241  -32.476  -26.998  -21.142  -25.297  -22.392
  37     1100  4.50  -19.142  -40.244  -32.394  -26.863  -20.965  -25.150  -22.248
  38     1100  5.00  -18.642  -39.800  -31.898  -26.342  -20.442  -24.625  -21.724
  39     1100  5.50  -18.053  -39.131  -31.210  -25.665  -19.807  -23.955  -21.052
  40     1100  6.00  -23.043  -46.719  -38.193  -32.049  -25.393  -30.169  -27.311
  41     1200  3.50  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  42     1200  4.00  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  43     1200  4.50  -16.880  -35.578  -28.509  -23.572  -18.325  -22.018  -19.080
  44     1200  5.00  -16.749  -35.872  -28.639  -23.588  -18.234  -22.005  -19.072
  45     1200  6.00  -15.508  -34.227  -27.039  -22.076  -16.874  -20.525  -17.585
  46     1300  3.50  -14.478  -31.066  -24.704  -20.285  -15.606  -18.874  -15.905
  47     1300  4.00  -14.512  -31.094  -24.738  -20.322  -15.642  -18.911  -15.942
  48     1300  4.50  -14.879  -31.897  -25.394  -20.868  -16.068  -19.427  -16.463
  49     1300  5.00  -14.825  -31.926  -25.399  -20.849  -16.023  -19.400  -16.438
  50     1300  5.50  -14.600  -31.885  -25.258  -20.653  -15.796  -19.193  -16.234
  51     1300  6.00  -17.119  -35.706  -28.675  -23.766  -18.548  -22.220  -19.279
  52     1400  3.50  -12.481  -27.303  -21.547  -17.566  -13.371  -16.279  -13.285
  53     1400  4.00  -12.508  -27.344  -21.588  -17.603  -13.401  -16.314  -13.320
  54     1400  4.50  -12.726  -27.836  -21.999  -17.942  -13.653  -16.632  -13.642
  55     1400  5.00  -12.953  -28.357  -22.413  -18.280  -13.912  -16.949  -13.963
  56     1400  5.50  -12.709  -28.323  -22.253  -18.057  -13.654  -16.712  -13.728
  57     1400  6.00  -12.712  -28.341  -22.265  -18.064  -13.658  -16.718  -13.735
  58     1500  3.50  -10.953  -24.481  -19.186  -15.538  -11.692  -14.344  -11.332
  59     1500  4.00  -10.917  -24.364  -19.094  -15.464  -11.642  -14.275  -11.262
  60     1500  4.50  -11.130  -24.898  -19.516  -15.798  -11.886  -14.585  -11.576
  61     1500  5.00  -11.228  -25.132  -19.706  -15.947  -11.995  -14.723  -11.716
  62     1500  5.50  -11.297  -25.380  -19.880  -16.069  -12.070  -14.831  -11.827
  63     1500  6.00  -11.279  -25.460  -19.903  -16.060  -12.043  -14.816  -11.813
  64     1600  3.50   -9.634  -22.474  -17.431  -13.937  -10.264  -12.770   -9.766
  65     1600  4.00   -9.639  -22.228  -17.275  -13.859  -10.257  -12.722   -9.705
  66     1600  4.50   -9.690  -22.333  -17.351  -13.917  -10.311  -12.783   -9.761
  67     1600  5.00   -9.767  -22.441  -17.447  -14.004  -10.389  -12.868   -9.846
  68     1600  5.50   -9.836  -22.640  -17.589  -14.104  -10.459  -12.960   -9.938
  69     1600  6.00   -9.894  -22.820  -17.705  -14.179  -10.509  -13.026  -10.006
  70     1700  3.50   -8.431  -20.722  -15.547  -12.254   -8.877  -11.022   -8.170
  71     1700  4.00   -8.056  -20.320  -15.233  -11.830   -8.474  -10.642   -7.743
  72     1700  4.50   -7.331  -19.075  -14.032  -10.745   -7.642   -9.598   -6.743
  73     1700  5.00   -8.192  -20.116  -15.319  -11.967   -8.629  -10.834   -7.878
  74     1700  5.50   -8.520  -20.363  -15.645  -12.379   -9.009  -11.287   -8.272
  75     1700  6.00   -8.674  -20.567  -15.813  -12.549   -9.171  -11.470   -8.439
  76     1800  3.50   -7.719  -19.204  -13.880  -11.121   -8.032   -9.806   -7.159
  77     1800  4.00   -7.502  -18.788  -13.878  -10.812   -7.793   -9.600   -6.857
  78     1800  4.50   -6.906  -17.721  -13.030   -9.985   -7.137   -8.853   -6.069
  79     1800  5.00   -6.889  -17.562  -13.012   -9.919   -7.113   -8.813   -6.011
  80     1800  5.50   -7.371  -18.422  -13.861  -10.672   -7.678   -9.569   -6.665
  81     1800  6.00   -7.438  -18.538  -13.971  -10.805   -7.770   -9.718   -6.763
  82     1900  3.50   -6.963  -16.235  -11.567   -9.804   -7.137   -8.473   -6.027
  83     1900  4.00   -7.039  -17.553  -12.708   -9.998   -7.221   -8.711   -6.185
  84     1900  4.50   -7.413  -18.637  -13.786  -10.591   -7.649   -9.355   -6.691
  85     1900  5.00   -6.894  -17.522  -12.947   -9.825   -7.078   -8.660   -5.959
  86     1900  5.50   -7.060  -17.485  -13.098  -10.046   -7.290   -8.941   -6.115
  87     1900  6.00   -7.051  -17.449  -13.063  -10.093   -7.318   -9.044   -6.115
  88     2000  3.50   -6.560  -14.047  -10.003   -8.995   -6.632   -7.695   -5.346
  89     2000  4.00   -6.498  -15.543  -11.170   -9.067   -6.573   -7.774   -5.406
  90     2000  4.50   -6.469  -16.552  -11.990   -9.110   -6.549   -7.814   -5.433
  91     2000  5.00   -6.596  -17.108  -12.496   -9.286   -6.694   -8.022   -5.544
  92     2000  5.50   -6.870  -17.037  -12.745   -9.685   -7.043   -8.530   -5.818
  93     2000  6.00   -6.688  -16.528  -12.323   -9.464   -6.888   -8.405   -5.545
  94     2100  4.00   -6.043  -13.629   -9.809   -8.269   -6.038   -7.054   -4.708
  95     2100  5.00   -5.961  -15.747  -11.424   -8.312   -5.961   -7.028   -4.731
  96     2100  5.50   -6.396  -16.623  -12.202   -8.885   -6.447   -7.605   -5.157
  97     2100  6.00   -6.592  -16.404  -12.222   -9.200   -6.732   -7.987   -5.323
  98     2200  3.50   -5.558  -10.820   -7.634   -7.427   -5.505   -6.339   -3.865
  99     2200  4.00   -5.552  -11.925   -8.571   -7.494   -5.490   -6.393   -3.978
 100     2200  4.50   -5.601  -13.258   -9.698   -7.632   -5.534   -6.454   -4.179
 101     2200  5.00   -5.630  -14.646  -10.710   -7.753   -5.569   -6.505   -4.274
 102     2200  5.50   -5.862  -15.705  -11.463   -8.054   -5.825   -6.754   -4.458
 103     2200  6.00   -5.973  -15.873  -11.610   -8.190   -5.973   -6.820   -4.423
 104     2300  3.50   -5.052   -9.756   -6.826   -6.773   -4.971   -5.799   -3.208
 105     2300  4.00   -5.062  -10.701   -7.619   -6.829   -4.969   -5.843   -3.307
 106     2300  4.50   -5.168  -11.927   -8.678   -6.999   -5.064   -5.937   -3.559
 107     2300  5.00   -5.266  -13.430   -9.873   -7.191   -5.163   -6.036   -3.767
 108     2300  5.50   -5.419  -14.673  -10.775   -7.384   -5.321   -6.128   -3.879
 109     2300  6.00   -5.498  -15.102  -11.045   -7.489   -5.430   -6.138   -3.814
 110     2400  3.50   -4.559   -8.949   -6.200   -6.183   -4.468   -5.315   -2.609
 111     2400  4.00   -4.578   -9.715   -6.844   -6.219   -4.471   -5.344   -2.683
 112     2400  4.50   -4.704  -10.749   -7.745   -6.375   -4.580   -5.434   -2.919
 113     2400  5.50   -4.965  -13.394   -9.917   -6.732   -4.830   -5.581   -3.285
 114     2400  6.00   -5.142  -14.361  -10.585   -6.959   -5.027   -5.663   -3.331
 115     2500  3.50   -4.121   -8.421   -5.767   -5.687   -4.032   -4.908   -2.104
 116     2500  4.00   -4.124   -8.993   -6.257   -5.685   -4.018   -4.905   -2.132
 117     2500  4.50   -4.268   -9.850   -7.002   -5.829   -4.137   -4.995   -2.346
 118     2500  5.00   -4.378  -10.961   -7.982   -5.974   -4.235   -5.058   -2.549
 119     2500  5.50   -4.557  -12.316   -9.119   -6.190   -4.405   -5.145   -2.746
 120     2500  6.00   -4.746  -13.400   -9.944   -6.407   -4.599   -5.207   -2.808
 121     2600  3.50   -3.741   -8.008   -5.424   -5.256   -3.660   -4.546   -1.668
 122     2600  4.00   -3.722   -8.446   -5.805   -5.221   -3.624   -4.518   -1.658
 123     2600  4.50   -3.860   -9.145   -6.403   -5.342   -3.733   -4.598   -1.835
 124     2600  5.00   -3.945  -10.020   -7.187   -5.437   -3.803   -4.638   -1.980
 125     2600  5.50   -4.119  -11.220   -8.249   -5.629   -3.962   -4.718   -2.172
 126     2600  6.00   -4.347  -12.399   -9.209   -5.886   -4.184   -4.812   -2.301
 127     2700  3.50   -3.435   -7.676   -5.146   -4.899   -3.363   -4.240   -1.312
 128     2700  4.00   -3.373   -7.989   -5.432   -4.813   -3.283   -4.168   -1.246
 129     2700  4.50   -3.485   -8.547   -5.899   -4.897   -3.364   -4.226   -1.374
 130     2700  5.00   -3.548   -9.262   -6.534   -4.962   -3.415   -4.256   -1.475
 131     2700  5.50   -3.700  -10.264   -7.441   -5.117   -3.548   -4.327   -1.635
 132     2700  6.00   -3.926  -11.413   -8.427   -5.357   -3.757   -4.417   -1.772
 133     2800  5.00   -2.830  -11.462   -8.121   -4.284   -2.587   -3.427   -0.372
 134     2800  5.50   -2.968  -12.320   -8.977   -4.449   -2.657   -3.491   -0.436
 135     2900  5.00   -2.510  -10.585   -7.346   -3.896   -2.316   -3.125   -0.011
 136     2900  5.50   -2.642  -11.381   -8.120   -4.044   -2.380   -3.174   -0.066
 137     3000  5.00   -2.229   -9.787   -6.662   -3.553   -2.082   -2.857    0.294
 138     3000  5.50   -2.350  -10.518   -7.346   -3.686   -2.138   -2.898    0.250
 139     3100  5.00   -1.987   -9.055   -6.059   -3.255   -1.880   -2.626    0.544
 140     3100  5.50   -2.091   -9.703   -6.639   -3.371   -1.928   -2.660    0.509
 141     3200  5.00   -1.783   -8.409   -5.534   -2.994   -1.706   -2.424    0.754
 142     3200  5.50   -1.865   -8.960   -6.012   -3.088   -1.743   -2.450    0.733
 143     3300  5.00   -1.608   -7.841   -5.068   -2.761   -1.556   -2.240    0.945
 144     3300  5.50   -1.668   -8.270   -5.449   -2.836   -1.584   -2.262    0.929
 145     3400  5.00   -1.457   -7.346   -4.652   -2.556   -1.422   -2.074    1.114
 146     3400  5.50   -1.499   -7.636   -4.944   -2.613   -1.445   -2.094    1.102
 147     3500  5.00   -1.326   -6.918   -4.267   -2.372   -1.302   -1.923    1.265
 148     3500  5.50   -1.355   -7.057   -4.484   -2.416   -1.320   -1.942    1.254
 149     3600  5.00   -1.211   -6.517   -3.925   -2.209   -1.194   -1.785    1.402
 150     3600  5.50   -1.231   -6.557   -4.081   -2.243   -1.209   -1.804    1.390
 151     3700  5.00   -1.108   -6.139   -3.630   -2.058   -1.093   -1.657    1.529
 152     3700  5.50   -1.129   -6.158   -3.759   -2.092   -1.111   -1.681    1.511
 153     3800  5.00   -1.013   -5.798   -3.372   -1.917   -0.999   -1.534    1.650
 154     3800  5.50   -1.023   -5.838   -3.478   -1.934   -1.006   -1.547    1.643
 155     3500  0.00   -1.802   -7.860   -5.303   -3.336   -1.825   -2.770    0.348
 156     3500  0.50   -1.587   -7.296   -4.835   -2.951   -1.589   -2.434    0.694
 157     3500  1.00   -1.409   -6.716   -4.393   -2.620   -1.395   -2.151    0.988
 158     3500  1.50   -1.272   -6.176   -4.025   -2.364   -1.246   -1.936    1.213
 159     3500  2.00   -1.197   -5.774   -3.801   -2.235   -1.168   -1.825    1.330
 160     3500  2.50   -1.161   -5.534   -3.691   -2.192   -1.134   -1.783    1.374
 161     3500  3.00   -1.142   -5.405   -3.644   -2.162   -1.113   -1.757    1.404
 162     3500  3.50   -1.139   -5.375   -3.672   -2.148   -1.105   -1.750    1.419
 163     3500  4.00   -1.150   -5.433   -3.780   -2.150   -1.108   -1.758    1.423
 164     3500  4.50   -1.167   -5.566   -3.957   -2.158   -1.113   -1.773    1.424
 165     3500  5.00   -1.188   -5.775   -4.189   -2.164   -1.116   -1.782    1.432
 166     3750  0.00   -1.462   -7.064   -4.635   -2.836   -1.478   -2.316    0.795
 167     3750  0.50   -1.329   -6.628   -4.281   -2.555   -1.329   -2.076    1.043
 168     3750  1.00   -1.218   -6.157   -3.943   -2.310   -1.204   -1.872    1.256
 169     3750  1.50   -1.123   -5.688   -3.644   -2.105   -1.098   -1.704    1.434
 170     3750  2.00   -1.045   -5.291   -3.411   -1.954   -1.013   -1.578    1.569
 171     3750  2.50   -0.999   -5.039   -3.281   -1.889   -0.966   -1.520    1.630
 172     3750  3.00   -0.970   -4.882   -3.206   -1.866   -0.939   -1.494    1.657
 173     3750  3.50   -0.958   -4.811   -3.183   -1.856   -0.926   -1.483    1.671
 174     3750  4.00   -0.952   -4.803   -3.204   -1.844   -0.914   -1.475    1.686
 175     3750  4.50   -0.956   -4.863   -3.289   -1.839   -0.909   -1.476    1.695
 176     3750  5.00   -0.965   -4.985   -3.433   -1.837   -0.905   -1.480    1.704
 177     4000  0.00   -1.102   -6.143   -3.878   -2.303   -1.111   -1.837    1.273
 178     4000  0.50   -1.002   -5.732   -3.568   -2.080   -1.002   -1.650    1.465
 179     4000  1.00   -0.932   -5.317   -3.298   -1.901   -0.925   -1.504    1.616
 180     4000  1.50   -0.887   -4.949   -3.088   -1.767   -0.872   -1.399    1.728
 181     4000  2.00   -0.856   -4.662   -2.939   -1.671   -0.834   -1.323    1.810
 182     4000  2.50   -0.829   -4.473   -2.847   -1.605   -0.800   -1.270    1.870
 183     4000  3.00   -0.809   -4.375   -2.801   -1.585   -0.778   -1.250    1.894
 184     4000  3.50   -0.787   -4.314   -2.772   -1.575   -0.756   -1.235    1.911
 185     4000  4.00   -0.774   -4.282   -2.760   -1.567   -0.741   -1.225    1.925
 186     4000  4.50   -0.770   -4.298   -2.781   -1.563   -0.732   -1.222    1.933
 187     4000  5.00   -0.774   -4.363   -2.844   -1.559   -0.726   -1.223    1.941
 188     4250  0.00   -0.812   -5.241   -3.183   -1.843   -0.812   -1.426    1.691
 189     4250  0.50   -0.740   -4.880   -2.939   -1.677   -0.736   -1.290    1.829
 190     4250  1.00   -0.689   -4.521   -2.727   -1.542   -0.681   -1.183    1.939
 191     4250  1.50   -0.656   -4.211   -2.563   -1.442   -0.645   -1.105    2.020
 192     4250  2.00   -0.636   -3.975   -2.448   -1.372   -0.623   -1.051    2.077
 193     4250  2.50   -0.625   -3.821   -2.379   -1.326   -0.607   -1.016    2.117
 194     4250  3.00   -0.617   -3.745   -2.346   -1.300   -0.595   -0.995    2.142
 195     4250  3.50   -0.612   -3.737   -2.345   -1.300   -0.588   -0.993    2.148
 196     4250  4.00   -0.607   -3.759   -2.356   -1.307   -0.581   -0.995    2.148
 197     4250  4.50   -0.603   -3.787   -2.370   -1.312   -0.574   -0.997    2.150
 198     4250  5.00   -0.603   -3.829   -2.392   -1.312   -0.569   -0.997    2.154
 199     4500  0.00   -0.574   -4.395   -2.552   -1.442   -0.568   -1.070    2.053
 200     4500  0.50   -0.535   -4.107   -2.391   -1.338   -0.527   -0.989    2.136
 201     4500  1.00   -0.505   -3.832   -2.250   -1.252   -0.496   -0.923    2.204
 202     4500  1.50   -0.485   -3.595   -2.141   -1.185   -0.474   -0.873    2.255
 203     4500  2.00   -0.472   -3.414   -2.064   -1.137   -0.460   -0.838    2.292
 204     4500  2.50   -0.465   -3.298   -2.017   -1.105   -0.451   -0.814    2.317
 205     4500  3.00   -0.460   -3.239   -1.996   -1.086   -0.444   -0.799    2.335
 206     4500  3.50   -0.457   -3.227   -1.993   -1.077   -0.439   -0.791    2.346
 207     4500  4.00   -0.455   -3.250   -2.004   -1.081   -0.434   -0.792    2.347
 208     4500  4.50   -0.453   -3.295   -2.024   -1.088   -0.431   -0.796    2.346
 209     4500  5.00   -0.452   -3.346   -2.045   -1.092   -0.427   -0.799    2.345
 210     4750  0.00   -0.390   -3.709   -2.016   -1.111   -0.379   -0.783    2.343
 211     4750  0.50   -0.375   -3.461   -1.912   -1.054   -0.364   -0.741    2.388
 212     4750  1.00   -0.366   -3.237   -1.830   -1.009   -0.354   -0.709    2.422
 213     4750  1.50   -0.360   -3.049   -1.768   -0.974   -0.348   -0.685    2.447
 214     4750  2.00   -0.356   -2.909   -1.728   -0.948   -0.343   -0.668    2.464
 215     4750  2.50   -0.352   -2.822   -1.706   -0.931   -0.339   -0.656    2.477
 216     4750  3.00   -0.349   -2.782   -1.700   -0.919   -0.335   -0.648    2.486
 217     4750  3.50   -0.345   -2.778   -1.705   -0.913   -0.330   -0.643    2.492
 218     4750  4.00   -0.343   -2.797   -1.716   -0.912   -0.326   -0.641    2.496
 219     4750  4.50   -0.340   -2.835   -1.734   -0.916   -0.323   -0.642    2.496
 220     4750  5.00   -0.338   -2.885   -1.754   -0.920   -0.319   -0.644    2.496
 221     5000  0.00   -0.255   -3.234   -1.601   -0.857   -0.242   -0.569    2.556
 222     5000  0.50   -0.256   -3.010   -1.537   -0.830   -0.243   -0.552    2.576
 223     5000  1.00   -0.260   -2.809   -1.490   -0.812   -0.247   -0.541    2.590
 224     5000  1.50   -0.265   -2.640   -1.459   -0.800   -0.252   -0.535    2.597
 225     5000  2.00   -0.269   -2.511   -1.444   -0.794   -0.257   -0.533    2.601
 226     5000  2.50   -0.272   -2.427   -1.440   -0.789   -0.259   -0.531    2.603
 227     5000  3.00   -0.271   -2.387   -1.446   -0.786   -0.258   -0.530    2.605
 228     5000  3.50   -0.268   -2.383   -1.459   -0.784   -0.254   -0.528    2.608
 229     5000  4.00   -0.264   -2.403   -1.476   -0.783   -0.249   -0.526    2.609
 230     5000  4.50   -0.260   -2.435   -1.494   -0.785   -0.244   -0.526    2.610
 231     5000  5.00   -0.256   -2.474   -1.512   -0.787   -0.240   -0.527    2.611
 232     5250  0.00   -0.157   -2.918   -1.280   -0.661   -0.142   -0.407    2.713
 233     5250  0.50   -0.168   -2.719   -1.249   -0.656   -0.154   -0.407    2.715
 234     5250  1.00   -0.180   -2.537   -1.229   -0.656   -0.166   -0.411    2.714
 235     5250  1.50   -0.192   -2.381   -1.221   -0.661   -0.179   -0.419    2.710
 236     5250  2.00   -0.205   -2.254   -1.222   -0.669   -0.191   -0.428    2.703
 237     5250  2.50   -0.214   -2.159   -1.231   -0.676   -0.201   -0.436    2.696
 238     5250  3.00   -0.220   -2.100   -1.245   -0.682   -0.206   -0.442    2.692
 239     5250  3.50   -0.219   -2.079   -1.262   -0.685   -0.206   -0.444    2.691
 240     5250  4.00   -0.215   -2.086   -1.281   -0.686   -0.201   -0.443    2.692
 241     5250  4.50   -0.209   -2.110   -1.300   -0.688   -0.194   -0.443    2.692
 242     5250  5.00   -0.203   -2.142   -1.319   -0.689   -0.188   -0.442    2.693
 243     5500  0.00   -0.083   -2.711   -1.025   -0.505   -0.068   -0.281    2.831
 244     5500  0.50   -0.099   -2.535   -1.019   -0.515   -0.085   -0.293    2.822
 245     5500  1.00   -0.116   -2.370   -1.021   -0.528   -0.102   -0.308    2.810
 246     5500  1.50   -0.134   -2.223   -1.031   -0.545   -0.120   -0.324    2.797
 247     5500  2.00   -0.152   -2.099   -1.046   -0.563   -0.138   -0.342    2.782
 248     5500  2.50   -0.168   -1.997   -1.066   -0.581   -0.154   -0.359    2.768
 249     5500  3.00   -0.180   -1.921   -1.087   -0.596   -0.166   -0.372    2.756
 250     5500  3.50   -0.186   -1.872   -1.108   -0.607   -0.172   -0.380    2.750
 251     5500  4.00   -0.185   -1.855   -1.127   -0.612   -0.171   -0.383    2.748
 252     5500  4.50   -0.179   -1.862   -1.147   -0.614   -0.165   -0.383    2.749
 253     5500  5.00   -0.172   -1.882   -1.165   -0.615   -0.157   -0.382    2.751
 254     5750  0.00   -0.026   -2.580   -0.814   -0.377   -0.011   -0.180    2.923
 255     5750  0.50   -0.045   -2.425   -0.828   -0.397   -0.030   -0.201    2.905
 256     5750  1.00   -0.065   -2.273   -0.847   -0.419   -0.050   -0.222    2.886
 257     5750  1.50   -0.085   -2.132   -0.871   -0.444   -0.071   -0.245    2.866
 258     5750  2.00   -0.107   -2.009   -0.899   -0.470   -0.093   -0.269    2.845
 259     5750  2.50   -0.127   -1.903   -0.929   -0.497   -0.113   -0.292    2.825
 260     5750  3.00   -0.145   -1.815   -0.959   -0.520   -0.131   -0.313    2.807
 261     5750  3.50   -0.158   -1.747   -0.986   -0.539   -0.144   -0.329    2.794
 262     5750  4.00   -0.164   -1.704   -1.009   -0.551   -0.149   -0.338    2.787
 263     5750  4.50   -0.162   -1.687   -1.028   -0.557   -0.147   -0.340    2.787
 264     5750  5.00   -0.156   -1.690   -1.046   -0.559   -0.141   -0.339    2.789
 265     6000  0.00    0.018   -2.497   -0.632   -0.270    0.033   -0.098    2.996
 266     6000  0.50   -0.001   -2.364   -0.665   -0.296    0.014   -0.122    2.972
 267     6000  1.00   -0.021   -2.224   -0.696   -0.324   -0.006   -0.148    2.948
 268     6000  1.50   -0.043   -2.089   -0.732   -0.354   -0.029   -0.176    2.922
 269     6000  2.00   -0.067   -1.965   -0.770   -0.386   -0.053   -0.205    2.896
 270     6000  2.50   -0.091   -1.855   -0.810   -0.419   -0.077   -0.234    2.871
 271     6000  3.00   -0.114   -1.758   -0.849   -0.450   -0.100   -0.261    2.847
 272     6000  3.50   -0.133   -1.677   -0.884   -0.477   -0.119   -0.284    2.828
 273     6000  4.00   -0.146   -1.614   -0.913   -0.497   -0.131   -0.300    2.815
 274     6000  4.50   -0.150   -1.573   -0.936   -0.509   -0.135   -0.307    2.810
 275     6000  5.00   -0.147   -1.555   -0.954   -0.515   -0.132   -0.309    2.811
 276     6250  0.50    0.034   -2.330   -0.518   -0.207    0.049   -0.057    3.026
 277     6250  1.00    0.015   -2.203   -0.564   -0.238    0.030   -0.084    2.998
 278     6250  1.50   -0.007   -2.074   -0.608   -0.272    0.008   -0.115    2.968
 279     6250  2.00   -0.032   -1.951   -0.655   -0.309   -0.017   -0.148    2.938
 280     6250  2.50   -0.059   -1.837   -0.702   -0.347   -0.044   -0.181    2.908
 281     6250  3.00   -0.085   -1.734   -0.749   -0.384   -0.070   -0.214    2.879
 282     6250  3.50   -0.109   -1.643   -0.793   -0.418   -0.094   -0.243    2.855
 283     6250  4.00   -0.128   -1.565   -0.830   -0.446   -0.113   -0.265    2.836
 284     6250  4.50   -0.139   -1.504   -0.859   -0.466   -0.124   -0.280    2.825
 285     6250  5.00   -0.142   -1.466   -0.881   -0.478   -0.127   -0.287    2.822
 286     6500  0.50    0.056   -2.311   -0.378   -0.130    0.070   -0.003    3.067
 287     6500  1.00    0.043   -2.197   -0.441   -0.163    0.058   -0.030    3.038
 288     6500  1.50    0.023   -2.076   -0.496   -0.199    0.038   -0.062    3.005
 289     6500  2.00   -0.001   -1.955   -0.550   -0.238    0.014   -0.097    2.971
 290     6500  2.50   -0.029   -1.839   -0.604   -0.279   -0.014   -0.134    2.937
 291     6500  3.00   -0.058   -1.730   -0.658   -0.321   -0.043   -0.171    2.905
 292     6500  3.50   -0.086   -1.632   -0.709   -0.361   -0.071   -0.205    2.875
 293     6500  4.00   -0.110   -1.543   -0.755   -0.397   -0.095   -0.234    2.850
 294     6500  4.50   -0.129   -1.468   -0.792   -0.425   -0.113   -0.257    2.833
 295     6500  5.00   -0.138   -1.412   -0.819   -0.444   -0.123   -0.270    2.825
 296     6750  0.50    0.073   -2.288   -0.275   -0.068    0.087    0.042    3.105
 297     6750  1.00    0.060   -2.196   -0.320   -0.095    0.074    0.013    3.067
 298     6750  1.50    0.046   -2.084   -0.390   -0.132    0.061   -0.017    3.034
 299     6750  2.00    0.024   -1.968   -0.454   -0.173    0.039   -0.053    2.998
 300     6750  2.50   -0.003   -1.853   -0.514   -0.216    0.012   -0.092    2.960
 301     6750  3.00   -0.033   -1.741   -0.574   -0.261   -0.018   -0.132    2.923
 302     6750  3.50   -0.064   -1.637   -0.632   -0.306   -0.048   -0.170    2.889
 303     6750  4.00   -0.093   -1.541   -0.685   -0.348   -0.077   -0.206    2.860
 304     6750  4.50   -0.117   -1.455   -0.730   -0.384   -0.101   -0.235    2.837
 305     6750  5.00   -0.134   -1.383   -0.765   -0.411   -0.118   -0.255    2.822
 306     7000  0.50    0.085   -2.251   -0.206   -0.026    0.099    0.076    3.139
 307     7000  1.00    0.072   -2.184   -0.233   -0.044    0.086    0.049    3.095
 308     7000  1.50    0.059   -2.090   -0.286   -0.074    0.073    0.018    3.054
 309     7000  2.00    0.043   -1.982   -0.362   -0.114    0.058   -0.015    3.017
 310     7000  2.50    0.019   -1.871   -0.431   -0.159    0.034   -0.055    2.977
 311     7000  3.00   -0.011   -1.760   -0.496   -0.206    0.004   -0.097    2.937
 312     7000  3.50   -0.043   -1.653   -0.559   -0.254   -0.028   -0.139    2.898
 313     7000  4.00   -0.076   -1.551   -0.619   -0.301   -0.060   -0.179    2.864
