# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 120     2500  6.00   -0.296    2.086    2.740    2.915
 121     2600  3.50   -0.217    2.066    2.549    2.898
 122     2600  4.00   -0.174    2.061    2.566    2.908
 123     2600  4.50   -0.166    2.080    2.595    2.911
 124     2600  5.00   -0.124    2.089    2.634    2.923
 125     2600  5.50   -0.101    2.088    2.674    2.923
 126     2600  6.00   -0.116    2.068    2.703    2.889
 127     2700  3.50   -0.090    2.025    2.507    2.840
 128     2700  4.00   -0.032    2.021    2.525    2.853
 129     2700  4.50   -0.014    2.043    2.556    2.859
 130     2700  5.00    0.023    2.051    2.590    2.872
 131     2700  5.50    0.049    2.055    2.631    2.879
 132     2700  6.00    0.047    2.046    2.665    2.860
 133     2800  5.00    0.508    1.993    2.414    2.420
 134     2800  5.50    0.587    2.029    2.319    2.239
 135     2900  5.00    0.516    1.940    2.415    2.468
 136     2900  5.50    0.587    1.977    2.338    2.305
 137     3000  5.00    0.525    1.890    2.410    2.500
 138     3000  5.50    0.587    1.926    2.347    2.359
 139     3100  5.00    0.533    1.844    2.396    2.518
 140     3100  5.50    0.587    1.876    2.347    2.401
 141     3200  5.00    0.542    1.802    2.376    2.520
 142     3200  5.50    0.589    1.830    2.340    2.427
 143     3300  5.00    0.554    1.764    2.352    2.513
 144     3300  5.50    0.592    1.788    2.327    2.441
 145     3400  5.00    0.568    1.730    2.325    2.496
 146     3400  5.50    0.598    1.749    2.306    2.441
 147     3500  5.00    0.582    1.697    2.293    2.473
 148     3500  5.50    0.604    1.712    2.280    2.430
 149     3600  5.00    0.593    1.664    2.258    2.445
 150     3600  5.50    0.611    1.676    2.249    2.410
 151     3700  5.00    0.604    1.633    2.223    2.414
 152     3700  5.50    0.616    1.641    2.213    2.381
 153     3800  5.00    0.614    1.602    2.187    2.380
 154     3800  5.50    0.632    1.614    2.181    2.353
 155     3500  0.00    0.294    1.697    2.707    2.869
 156     3500  0.50    0.373    1.701    2.666    2.807
 157     3500  1.00    0.445    1.709    2.612    2.734
 158     3500  1.50    0.504    1.710    2.540    2.660
 159     3500  2.00    0.541    1.702    2.449    2.599
 160     3500  2.50    0.566    1.701    2.375    2.547
 161     3500  3.00    0.583    1.704    2.333    2.500
 162     3500  3.50    0.599    1.713    2.301    2.446
 163     3500  4.00    0.620    1.726    2.262    2.382
 164     3500  4.50    0.650    1.742    2.206    2.302
 165     3500  5.00    0.692    1.759    2.131    2.199
 166     3750  0.00    0.412    1.664    2.585    2.734
 167     3750  0.50    0.428    1.641    2.565    2.713
 168     3750  1.00    0.450    1.630    2.537    2.682
 169     3750  1.50    0.486    1.629    2.495    2.633
 170     3750  2.00    0.529    1.629    2.434    2.574
 171     3750  2.50    0.566    1.627    2.359    2.518
 172     3750  3.00    0.590    1.627    2.299    2.473
 173     3750  3.50    0.609    1.630    2.263    2.433
 174     3750  4.00    0.627    1.638    2.235    2.384
 175     3750  4.50    0.649    1.651    2.199    2.316
 176     3750  5.00    0.680    1.668    2.144    2.231
 177     4000  0.00    0.557    1.641    2.435    2.554
 178     4000  0.50    0.553    1.612    2.418    2.541
 179     4000  1.00    0.545    1.588    2.400    2.527
 180     4000  1.50    0.540    1.571    2.376    2.509
 181     4000  2.00    0.544    1.561    2.346    2.484
 182     4000  2.50    0.568    1.558    2.298    2.444
 183     4000  3.00    0.599    1.558    2.238    2.397
 184     4000  3.50    0.625    1.561    2.190    2.358
 185     4000  4.00    0.643    1.564    2.159    2.326
 186     4000  4.50    0.658    1.569    2.139    2.292
 187     4000  5.00    0.678    1.580    2.113    2.236
 188     4250  0.00    0.650    1.588    2.280    2.376
 189     4250  0.50    0.638    1.563    2.267    2.365
 190     4250  1.00    0.624    1.540    2.250    2.354
 191     4250  1.50    0.612    1.521    2.230    2.340
 192     4250  2.00    0.604    1.507    2.208    2.325
 193     4250  2.50    0.605    1.498    2.181    2.306
 194     4250  3.00    0.620    1.494    2.144    2.277
 195     4250  3.50    0.642    1.494    2.100    2.244
 196     4250  4.00    0.660    1.495    2.064    2.217
 197     4250  4.50    0.673    1.497    2.040    2.197
 198     4250  5.00    0.685    1.501    2.026    2.176
 199     4500  0.00    0.695    1.512    2.122    2.201
 200     4500  0.50    0.678    1.490    2.115    2.194
 201     4500  1.00    0.662    1.471    2.103    2.186
 202     4500  1.50    0.649    1.455    2.087    2.176
 203     4500  2.00    0.640    1.443    2.068    2.164
 204     4500  2.50    0.637    1.434    2.046    2.150
 205     4500  3.00    0.642    1.429    2.022    2.133
 206     4500  3.50    0.655    1.426    1.992    2.111
 207     4500  4.00    0.671    1.426    1.960    2.088
 208     4500  4.50    0.686    1.427    1.933    2.069
 209     4500  5.00    0.698    1.429    1.914    2.055
 210     4750  0.00    0.706    1.425    1.963    2.030
 211     4750  0.50    0.686    1.405    1.961    2.026
 212     4750  1.00    0.668    1.388    1.955    2.021
 213     4750  1.50    0.653    1.374    1.945    2.015
 214     4750  2.00    0.643    1.363    1.932    2.007
 215     4750  2.50    0.640    1.356    1.914    1.997
 216     4750  3.00    0.642    1.352    1.895    1.985
 217     4750  3.50    0.652    1.350    1.872    1.970
 218     4750  4.00    0.665    1.350    1.849    1.954
 219     4750  4.50    0.679    1.351    1.825    1.937
 220     4750  5.00    0.693    1.353    1.805    1.924
 221     5000  0.00    0.696    1.333    1.805    1.863
 222     5000  0.50    0.675    1.317    1.807    1.863
 223     5000  1.00    0.657    1.301    1.806    1.860
 224     5000  1.50    0.641    1.288    1.801    1.856
 225     5000  2.00    0.628    1.277    1.794    1.852
 226     5000  2.50    0.621    1.269    1.783    1.846
 227     5000  3.00    0.621    1.266    1.769    1.839
 228     5000  3.50    0.629    1.265    1.751    1.829
 229     5000  4.00    0.641    1.266    1.733    1.817
 230     5000  4.50    0.656    1.268    1.714    1.805
 231     5000  5.00    0.670    1.270    1.696    1.794
 232     5250  0.00    0.672    1.239    1.648    1.700
 233     5250  0.50    0.653    1.226    1.656    1.705
 234     5250  1.00    0.636    1.213    1.659    1.705
 235     5250  1.50    0.620    1.201    1.658    1.703
 236     5250  2.00    0.606    1.191    1.655    1.701
 237     5250  2.50    0.596    1.182    1.649    1.697
 238     5250  3.00    0.591    1.177    1.641    1.694
 239     5250  3.50    0.595    1.175    1.630    1.688
 240     5250  4.00    0.605    1.177    1.615    1.681
 241     5250  4.50    0.619    1.180    1.600    1.672
 242     5250  5.00    0.634    1.183    1.585    1.664
 243     5500  0.00    0.639    1.142    1.493    1.540
 244     5500  0.50    0.624    1.135    1.508    1.551
 245     5500  1.00    0.609    1.125    1.515    1.555
 246     5500  1.50    0.594    1.115    1.517    1.556
 247     5500  2.00    0.580    1.105    1.517    1.555
 248     5500  2.50    0.568    1.096    1.515    1.553
 249     5500  3.00    0.560    1.089    1.511    1.551
 250     5500  3.50    0.558    1.086    1.505    1.548
 251     5500  4.00    0.563    1.086    1.496    1.545
 252     5500  4.50    0.575    1.089    1.484    1.540
 253     5500  5.00    0.590    1.093    1.472    1.534
 254     5750  0.00    0.598    1.044    1.340    1.384
 255     5750  0.50    0.588    1.042    1.362    1.400
 256     5750  1.00    0.576    1.037    1.373    1.409
 257     5750  1.50    0.563    1.029    1.379    1.413
 258     5750  2.00    0.550    1.021    1.382    1.414
 259     5750  2.50    0.538    1.012    1.382    1.413
 260     5750  3.00    0.527    1.004    1.381    1.412
 261     5750  3.50    0.520    0.998    1.379    1.411
 262     5750  4.00    0.521    0.996    1.374    1.410
 263     5750  4.50    0.529    0.998    1.367    1.408
 264     5750  5.00    0.542    1.002    1.358    1.405
 265     6000  0.00    0.550    0.943    1.190    1.231
 266     6000  0.50    0.546    0.949    1.218    1.254
 267     6000  1.00    0.539    0.948    1.235    1.267
 268     6000  1.50    0.529    0.944    1.245    1.275
 269     6000  2.00    0.518    0.937    1.250    1.278
 270     6000  2.50    0.506    0.929    1.253    1.279
 271     6000  3.00    0.494    0.921    1.254    1.279
 272     6000  3.50    0.484    0.913    1.253    1.278
 273     6000  4.00    0.480    0.909    1.252    1.277
 274     6000  4.50    0.482    0.909    1.249    1.278
 275     6000  5.00    0.492    0.912    1.244    1.277
 276     6250  0.50    0.498    0.853    1.078    1.111
 277     6250  1.00    0.496    0.859    1.100    1.129
 278     6250  1.50    0.491    0.858    1.113    1.140
 279     6250  2.00    0.483    0.854    1.121    1.146
 280     6250  2.50    0.472    0.847    1.126    1.149
 281     6250  3.00    0.460    0.839    1.129    1.150
 282     6250  3.50    0.449    0.832    1.130    1.150
 283     6250  4.00    0.441    0.825    1.131    1.150
 284     6250  4.50    0.438    0.822    1.131    1.150
 285     6250  5.00    0.443    0.823    1.129    1.151
 286     6500  0.50    0.442    0.755    0.941    0.971
 287     6500  1.00    0.448    0.767    0.967    0.994
 288     6500  1.50    0.448    0.772    0.984    1.008
 289     6500  2.00    0.443    0.771    0.995    1.018
 290     6500  2.50    0.435    0.766    1.003    1.023
 291     6500  3.00    0.425    0.759    1.007    1.026
 292     6500  3.50    0.413    0.752    1.010    1.027
 293     6500  4.00    0.403    0.744    1.013    1.027
 294     6500  4.50    0.397    0.739    1.014    1.027
 295     6500  5.00    0.397    0.738    1.015    1.029
 296     6750  0.50    0.387    0.658    0.810    0.837
 297     6750  1.00    0.394    0.673    0.838    0.862
 298     6750  1.50    0.400    0.683    0.858    0.880
 299     6750  2.00    0.400    0.687    0.872    0.893
 300     6750  2.50    0.396    0.685    0.882    0.901
 301     6750  3.00    0.387    0.680    0.889    0.906
 302     6750  3.50    0.377    0.673    0.893    0.908
 303     6750  4.00    0.366    0.666    0.897    0.908
 304     6750  4.50    0.357    0.659    0.900    0.909
 305     6750  5.00    0.352    0.655    0.902    0.910
 306     7000  0.50    0.334    0.565    0.689    0.712
 307     7000  1.00    0.339    0.580    0.715    0.736
 308     7000  1.50    0.346    0.592    0.735    0.755
 309     7000  2.00    0.352    0.601    0.752    0.771
 310     7000  2.50    0.352    0.603    0.764    0.781
 311     7000  3.00    0.347    0.601    0.773    0.788
 312     7000  3.50    0.338    0.596    0.779    0.792
 313     7000  4.00    0.328    0.588    0.784    0.794
 314     7000  4.50    0.318    0.581    0.788    0.795
 315     7000  5.00    0.310    0.576    0.792    0.795
 316     7250  0.50    0.285    0.476    0.576    0.595
 317     7250  1.00    0.286    0.491    0.599    0.617
 318     7250  1.50    0.292    0.503    0.618    0.636
 319     7250  2.00    0.299    0.513    0.635    0.652
 320     7250  2.50    0.305    0.520    0.649    0.665
 321     7250  3.00    0.304    0.521    0.660    0.674
 322     7250  3.50    0.298    0.518    0.667    0.680
 323     7250  4.00    0.289    0.512    0.674    0.683
 324     7250  4.50    0.279    0.505    0.680    0.684
 325     7250  5.00    0.269    0.499    0.684    0.685
 326     7500  0.50    0.244    0.394    0.475    0.489
 327     7500  1.00    0.234    0.405    0.491    0.505
 328     7500  1.50    0.238    0.417    0.508    0.522
 329     7500  2.00    0.244    0.426    0.523    0.537
 330     7500  2.50    0.251    0.435    0.536    0.551
 331     7500  3.00    0.256    0.440    0.549    0.562
 332     7500  3.50    0.255    0.441    0.559    0.570
 333     7500  4.00    0.249    0.437    0.567    0.575
 334     7500  4.50    0.240    0.431    0.573    0.577
 335     7500  5.00    0.229    0.423    0.579    0.579
 336     7750  1.00    0.185    0.321    0.392    0.401
 337     7750  1.50    0.185    0.332    0.405    0.415
 338     7750  2.00    0.190    0.342    0.417    0.429
 339     7750  2.50    0.196    0.350    0.429    0.442
 340     7750  3.00    0.203    0.357    0.441    0.453
 341     7750  3.50    0.207    0.361    0.452    0.463
 342     7750  4.00    0.205    0.361    0.462    0.470
 343     7750  4.50    0.199    0.356    0.470    0.474
 344     7750  5.00    0.189    0.350    0.477    0.475
 345     8000  1.00    0.140    0.242    0.300    0.305
 346     8000  1.50    0.132    0.249    0.307    0.314
 347     8000  2.00    0.135    0.258    0.317    0.326
 348     8000  2.50    0.140    0.266    0.327    0.337
 349     8000  3.00    0.146    0.273    0.337    0.348
 350     8000  3.50    0.153    0.279    0.348    0.358
 351     8000  4.00    0.158    0.284    0.359    0.367
 352     8000  4.50    0.155    0.282    0.368    0.372
 353     8000  5.00    0.148    0.277    0.377    0.375
 354     8250  1.00    0.094    0.163    0.214    0.216
 355     8250  1.50    0.079    0.168    0.215    0.218
 356     8250  2.00    0.078    0.176    0.222    0.227
 357     8250  2.50    0.082    0.183    0.229    0.236
 358     8250  3.00    0.088    0.190    0.237    0.246
 359     8250  3.50    0.095    0.196    0.246    0.256
 360     8250  4.00    0.104    0.203    0.258    0.266
 361     8250  4.50    0.108    0.206    0.269    0.273
 362     8250  5.00    0.105    0.204    0.279    0.278
 363     8500  1.50    0.025    0.088    0.128    0.127
 364     8500  2.00    0.022    0.095    0.131    0.132
 365     8500  2.50    0.024    0.102    0.136    0.140
 366     8500  3.00    0.029    0.108    0.142    0.149
 367     8500  3.50    0.036    0.114    0.150    0.158
 368     8500  4.00    0.044    0.120    0.159    0.167
 369     8500  4.50    0.055    0.128    0.171    0.176
 370     8500  5.00    0.058    0.130    0.182    0.182
 371     8750  1.50   -0.030    0.008    0.043    0.038
 372     8750  2.00   -0.036    0.014    0.044    0.041
 373     8750  2.50   -0.035    0.020    0.047    0.047
 374     8750  3.00   -0.031    0.027    0.051    0.054
 375     8750  3.50   -0.025    0.033    0.057    0.062
 376     8750  4.00   -0.017    0.039    0.064    0.071
 377     8750  4.50   -0.007    0.046    0.075    0.079
 378     8750  5.00    0.005    0.053    0.088    0.088
 379     9000  1.50   -0.089   -0.072   -0.041   -0.048
 380     9000  2.00   -0.095   -0.066   -0.041   -0.047
 381     9000  2.50   -0.096   -0.060   -0.040   -0.043
 382     9000  3.00   -0.093   -0.054   -0.037   -0.037
 383     9000  3.50   -0.087   -0.048   -0.033   -0.030
 384     9000  4.00   -0.079   -0.042   -0.027   -0.023
 385     9000  4.50   -0.070   -0.036   -0.018   -0.015
 386     9000  5.00   -0.055   -0.027   -0.006   -0.005
 387     9250  2.00   -0.155   -0.144   -0.124   -0.133
 388     9250  2.50   -0.157   -0.139   -0.124   -0.131
 389     9250  3.00   -0.155   -0.134   -0.123   -0.126
 390     9250  3.50   -0.149   -0.128   -0.120   -0.120
 391     9250  4.00   -0.141   -0.122   -0.115   -0.113
 392     9250  4.50   -0.132   -0.116   -0.108   -0.106
 393     9250  5.00   -0.120   -0.109   -0.097   -0.097
 394     9500  2.00   -0.215   -0.221   -0.205   -0.217
 395     9500  2.50   -0.218   -0.217   -0.206   -0.216
 396     9500  3.00   -0.217   -0.213   -0.207   -0.213
 397     9500  3.50   -0.213   -0.207   -0.205   -0.208
 398     9500  4.00   -0.205   -0.201   -0.201   -0.201
 399     9500  4.50   -0.195   -0.195   -0.194   -0.194
 400     9500  5.00   -0.184   -0.188   -0.186   -0.187
 401     9750  2.00   -0.276   -0.298   -0.285   -0.299
 402     9750  2.50   -0.279   -0.294   -0.287   -0.299
 403     9750  3.00   -0.280   -0.290   -0.288   -0.297
 404     9750  3.50   -0.276   -0.285   -0.287   -0.293
 405     9750  4.00   -0.269   -0.279   -0.284   -0.288
 406     9750  4.50   -0.259   -0.273   -0.279   -0.281
 407     9750  5.00   -0.248   -0.266   -0.271   -0.274
 408    10000  2.00   -0.336   -0.372   -0.363   -0.379
 409    10000  2.50   -0.340   -0.369   -0.365   -0.380
 410    10000  3.00   -0.341   -0.366   -0.367   -0.379
 411    10000  3.50   -0.339   -0.362   -0.368   -0.376
 412    10000  4.00   -0.332   -0.357   -0.366   -0.372
 413    10000  4.50   -0.323   -0.350   -0.361   -0.366
 414    10000  5.00   -0.311   -0.343   -0.354   -0.359
 415    10250  2.00   -0.395   -0.445   -0.439   -0.457
 416    10250  2.50   -0.400   -0.442   -0.442   -0.459
 417    10250  3.00   -0.402   -0.440   -0.445   -0.459
 418    10250  3.50   -0.401   -0.437   -0.446   -0.458
 419    10250  4.00   -0.395   -0.432   -0.445   -0.454
 420    10250  4.50   -0.386   -0.426   -0.441   -0.448
 421    10250  5.00   -0.375   -0.419   -0.435   -0.442
 422    10500  2.00   -0.454   -0.516   -0.514   -0.534
 423    10500  2.50   -0.460   -0.514   -0.517   -0.537
 424    10500  3.00   -0.463   -0.513   -0.520   -0.538
 425    10500  3.50   -0.462   -0.510   -0.522   -0.537
 426    10500  4.00   -0.458   -0.506   -0.522   -0.534
 427    10500  4.50   -0.449   -0.501   -0.520   -0.529
 428    10500  5.00   -0.438   -0.494   -0.514   -0.523
 429    10750  2.00   -0.513   -0.586   -0.587   -0.609
 430    10750  2.50   -0.519   -0.585   -0.591   -0.612
 431    10750  3.00   -0.522   -0.584   -0.595   -0.614
 432    10750  3.50   -0.523   -0.582   -0.597   -0.614
 433    10750  4.00   -0.519   -0.579   -0.598   -0.612
 434    10750  4.50   -0.512   -0.574   -0.596   -0.608
 435    10750  5.00   -0.501   -0.568   -0.591   -0.602
 436    11000  2.00   -0.571   -0.655   -0.659   -0.682
 437    11000  2.50   -0.577   -0.654   -0.663   -0.686
 438    11000  3.00   -0.581   -0.654   -0.667   -0.689
 439    11000  3.50   -0.582   -0.653   -0.670   -0.689
 440    11000  4.00   -0.579   -0.650   -0.671   -0.688
 441    11000  4.50   -0.573   -0.646   -0.670   -0.685
 442    11000  5.00   -0.563   -0.640   -0.666   -0.680
 443    11250  2.00   -0.627   -0.722   -0.729   -0.753
 444    11250  2.50   -0.634   -0.722   -0.734   -0.758
 445    11250  3.00   -0.639   -0.722   -0.738   -0.762
 446    11250  3.50   -0.641   -0.722   -0.742   -0.763
 447    11250  4.00   -0.639   -0.720   -0.743   -0.762
 448    11250  4.50   -0.633   -0.716   -0.743   -0.760
 449    11250  5.00   -0.624   -0.711   -0.740   -0.756
 450    11500  2.00   -0.684   -0.788   -0.798   -0.824
 451    11500  2.50   -0.691   -0.788   -0.803   -0.829
 452    11500  3.00   -0.696   -0.789   -0.808   -0.833
 453    11500  3.50   -0.699   -0.789   -0.812   -0.835
 454    11500  4.00   -0.697   -0.788   -0.814   -0.835
 455    11500  4.50   -0.692   -0.785   -0.814   -0.833
 456    11500  5.00   -0.684   -0.780   -0.811   -0.829
 457    11750  2.00   -0.739   -0.853   -0.865   -0.893
 458    11750  2.50   -0.747   -0.853   -0.871   -0.899
 459    11750  3.00   -0.753   -0.855   -0.876   -0.903
 460    11750  3.50   -0.756   -0.855   -0.880   -0.905
 461    11750  4.00   -0.755   -0.854   -0.883   -0.906
 462    11750  4.50   -0.750   -0.852   -0.883   -0.904
 463    11750  5.00   -0.743   -0.848   -0.881   -0.902
 464    12000  2.50   -0.802   -0.917   -0.937   -0.967
 465    12000  3.00   -0.808   -0.919   -0.943   -0.971
 466    12000  3.50   -0.812   -0.920   -0.948   -0.974
 467    12000  4.00   -0.811   -0.920   -0.950   -0.975
 468    12000  4.50   -0.808   -0.918   -0.951   -0.974
 469    12000  5.00   -0.801   -0.914   -0.950   -0.972
 470    12250  2.50   -0.856   -0.980   -1.003   -1.034
 471    12250  3.00   -0.863   -0.983   -1.009   -1.039
 472    12250  3.50   -0.867   -0.984   -1.014   -1.042
 473    12250  4.00   -0.867   -0.984   -1.017   -1.043
 474    12250  4.50   -0.864   -0.982   -1.018   -1.043
 475    12250  5.00   -0.857   -0.979   -1.017   -1.041
 476    12500  2.50   -0.910   -1.042   -1.067   -1.099
 477    12500  3.00   -0.917   -1.045   -1.073   -1.105
 478    12500  3.50   -0.921   -1.047   -1.078   -1.108
 479    12500  4.00   -0.922   -1.047   -1.082   -1.110
 480    12500  4.50   -0.919   -1.045   -1.083   -1.110
 481    12500  5.00   -0.913   -1.042   -1.082   -1.108
 482    12750  2.50   -0.963   -1.103   -1.130   -1.163
 483    12750  3.00   -0.971   -1.106   -1.137   -1.169
 484    12750  3.50   -0.975   -1.108   -1.142   -1.173
 485    12750  4.00   -0.976   -1.109   -1.145   -1.175
 486    12750  4.50   -0.974   -1.107   -1.147   -1.176
 487    12750  5.00   -0.968   -1.105   -1.146   -1.174
 488    13000  2.50   -1.015   -1.162   -1.191   -1.227
 489    13000  3.00   -1.023   -1.166   -1.199   -1.233
 490    13000  3.50   -1.028   -1.168   -1.204   -1.237
 491    13000  4.00   -1.029   -1.169   -1.208   -1.239
 492    13000  4.50   -1.027   -1.168   -1.210   -1.240
 493    13000  5.00   -1.022   -1.166   -1.209   -1.239
 494    14000  2.00   -1.202   -1.385   -1.417   -1.457
 495    14000  2.50   -1.214   -1.389   -1.427   -1.468
 496    14000  3.00   -1.225   -1.395   -1.436   -1.476
 497    14000  3.50   -1.231   -1.399   -1.443   -1.481
 498    14000  4.00   -1.234   -1.401   -1.447   -1.484
 499    14000  4.50   -1.233   -1.401   -1.450   -1.486
 500    14000  5.00   -1.229   -1.399   -1.450   -1.486
 501    15000  2.50   -1.400   -1.600   -1.646   -1.691
 502    15000  3.00   -1.414   -1.609   -1.657   -1.702
 503    15000  3.50   -1.423   -1.614   -1.665   -1.708
 504    15000  4.00   -1.426   -1.617   -1.670   -1.712
 505    15000  4.50   -1.426   -1.618   -1.673   -1.714
