# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 120     2500  6.00   -0.296    2.086    2.740    2.915
 121     2600  3.50   -0.217    2.066    2.549    2.898
 122     2600  4.00   -0.174    2.061    2.566    2.908
 123     2600  4.50   -0.166    2.080    2.595    2.911
 124     2600  5.00   -0.124    2.089    2.634    2.923
 125     2600  5.50   -0.101    2.088    2.674    2.923
 126     2600  6.00   -0.116    2.068    2.703    2.889
 127     2700  3.50   -0.090    2.025    2.507    2.840
 128     2700  4.00   -0.032    2.021    2.525    2.853
 129     2700  4.50   -0.014    2.043    2.556    2.859
 130     2700  5.00    0.023    2.051    2.590    2.872
 131     2700  5.50    0.049    2.055    2.631    2.879
 132     2700  6.00    0.047    2.046    2.665    2.860
 133     2800  5.00    0.508    1.993    2.414    2.420
 134     2800  5.50    0.587    2.029    2.319    2.239
 135     2900  5.00    0.516    1.940    2.415    2.468
 136     2900  5.50    0.587    1.977    2.338    2.305
 137     3000  5.00    0.525    1.890    2.410    2.500
 138     3000  5.50    0.587    1.926    2.347    2.359
 139     3100  5.00    0.533    1.844    2.396    2.518
 140     3100  5.50    0.587    1.876    2.347    2.401
 141     3200  5.00    0.542    1.802    2.376    2.520
 142     3200  5.50    0.589    1.830    2.340    2.427
 143     3300  5.00    0.554    1.764    2.352    2.513
 144     3300  5.50    0.592    1.788    2.327    2.441
 145     3400  5.00    0.568    1.730    2.325    2.496
 146     3400  5.50    0.598    1.749    2.306    2.441
 147     3500  5.00    0.582    1.697    2.293    2.473
 148     3500  5.50    0.604    1.712    2.280    2.430
 149     3600  5.00    0.593    1.664    2.258    2.445
 150     3600  5.50    0.611    1.676    2.249    2.410
 151     3700  5.00    0.604    1.633    2.223    2.414
 152     3700  5.50    0.616    1.641    2.213    2.381
 153     3800  5.00    0.614    1.602    2.187    2.380
 154     3800  5.50    0.632    1.614    2.181    2.353
 155     3500  0.00    0.312    1.664    2.707    2.867
 156     3500  0.50    0.362    1.670    2.682    2.819
 157     3500  1.00    0.416    1.684    2.646    2.760
 158     3500  1.50    0.473    1.703    2.599    2.692
 159     3500  2.00    0.525    1.716    2.544    2.623
 160     3500  2.50    0.572    1.719    2.471    2.566
 161     3500  3.00    0.606    1.721    2.370    2.512
 162     3500  3.50    0.620    1.722    2.318    2.483
 163     3500  4.00    0.627    1.725    2.301    2.468
 164     3500  4.50    0.631    1.731    2.302    2.458
 165     3500  5.00    0.635    1.740    2.309    2.443
 166     3750  0.00    0.414    1.624    2.585    2.732
 167     3750  0.50    0.417    1.608    2.578    2.718
 168     3750  1.00    0.430    1.602    2.564    2.697
 169     3750  1.50    0.454    1.607    2.542    2.664
 170     3750  2.00    0.490    1.618    2.508    2.617
 171     3750  2.50    0.528    1.628    2.469    2.569
 172     3750  3.00    0.573    1.634    2.404    2.517
 173     3750  3.50    0.609    1.638    2.322    2.466
 174     3750  4.00    0.631    1.642    2.269    2.433
 175     3750  4.50    0.644    1.648    2.247    2.412
 176     3750  5.00    0.656    1.657    2.243    2.394
 177     4000  0.00    0.543    1.604    2.435    2.552
 178     4000  0.50    0.529    1.579    2.430    2.545
 179     4000  1.00    0.518    1.561    2.424    2.538
 180     4000  1.50    0.513    1.551    2.414    2.530
 181     4000  2.00    0.510    1.544    2.405    2.521
 182     4000  2.50    0.521    1.546    2.387    2.503
 183     4000  3.00    0.549    1.554    2.354    2.470
 184     4000  3.50    0.590    1.561    2.301    2.425
 185     4000  4.00    0.628    1.567    2.236    2.377
 186     4000  4.50    0.653    1.572    2.186    2.342
 187     4000  5.00    0.669    1.578    2.161    2.321
 188     4250  0.00    0.637    1.565    2.280    2.373
 189     4250  0.50    0.618    1.539    2.275    2.367
 190     4250  1.00    0.600    1.520    2.269    2.361
 191     4250  1.50    0.587    1.505    2.262    2.356
 192     4250  2.00    0.578    1.495    2.254    2.351
 193     4250  2.50    0.574    1.490    2.245    2.345
 194     4250  3.00    0.577    1.488    2.232    2.337
 195     4250  3.50    0.590    1.491    2.211    2.322
 196     4250  4.00    0.619    1.496    2.172    2.292
 197     4250  4.50    0.649    1.500    2.126    2.258
 198     4250  5.00    0.674    1.505    2.085    2.228
 199     4500  0.00    0.694    1.507    2.124    2.201
 200     4500  0.50    0.673    1.484    2.119    2.196
 201     4500  1.00    0.655    1.465    2.114    2.190
 202     4500  1.50    0.639    1.450    2.108    2.186
 203     4500  2.00    0.628    1.440    2.101    2.181
 204     4500  2.50    0.622    1.433    2.093    2.177
 205     4500  3.00    0.620    1.430    2.084    2.172
 206     4500  3.50    0.624    1.429    2.072    2.166
 207     4500  4.00    0.635    1.431    2.056    2.155
 208     4500  4.50    0.655    1.435    2.029    2.135
 209     4500  5.00    0.678    1.439    1.998    2.113
 210     4750  0.00    0.715    1.431    1.966    2.033
 211     4750  0.50    0.695    1.412    1.966    2.030
 212     4750  1.00    0.678    1.396    1.962    2.026
 213     4750  1.50    0.663    1.382    1.958    2.022
 214     4750  2.00    0.652    1.372    1.952    2.018
 215     4750  2.50    0.644    1.365    1.946    2.015
 216     4750  3.00    0.642    1.361    1.938    2.011
 217     4750  3.50    0.644    1.360    1.928    2.006
 218     4750  4.00    0.650    1.360    1.917    2.000
 219     4750  4.50    0.662    1.363    1.902    1.991
 220     4750  5.00    0.677    1.367    1.886    1.981
 221     5000  0.00    0.709    1.343    1.809    1.867
 222     5000  0.50    0.691    1.328    1.813    1.868
 223     5000  1.00    0.675    1.314    1.813    1.867
 224     5000  1.50    0.661    1.303    1.810    1.864
 225     5000  2.00    0.650    1.293    1.807    1.862
 226     5000  2.50    0.643    1.287    1.802    1.859
 227     5000  3.00    0.640    1.283    1.796    1.856
 228     5000  3.50    0.642    1.282    1.788    1.853
 229     5000  4.00    0.648    1.283    1.779    1.848
 230     5000  4.50    0.657    1.285    1.768    1.843
 231     5000  5.00    0.670    1.288    1.756    1.836
 232     5250  0.00    0.687    1.250    1.652    1.704
 233     5250  0.50    0.671    1.239    1.661    1.710
 234     5250  1.00    0.656    1.228    1.665    1.712
 235     5250  1.50    0.643    1.218    1.666    1.711
 236     5250  2.00    0.632    1.209    1.665    1.710
 237     5250  2.50    0.625    1.203    1.662    1.708
 238     5250  3.00    0.621    1.198    1.658    1.706
 239     5250  3.50    0.622    1.197    1.653    1.704
 240     5250  4.00    0.628    1.198    1.645    1.702
 241     5250  4.50    0.638    1.201    1.637    1.698
 242     5250  5.00    0.650    1.205    1.628    1.694
 243     5500  0.00    0.654    1.153    1.497    1.545
 244     5500  0.50    0.641    1.147    1.513    1.556
 245     5500  1.00    0.628    1.139    1.520    1.561
 246     5500  1.50    0.616    1.131    1.524    1.563
 247     5500  2.00    0.606    1.123    1.525    1.563
 248     5500  2.50    0.597    1.116    1.525    1.563
 249     5500  3.00    0.591    1.111    1.524    1.562
 250     5500  3.50    0.590    1.109    1.520    1.561
 251     5500  4.00    0.595    1.109    1.516    1.560
 252     5500  4.50    0.604    1.112    1.509    1.558
 253     5500  5.00    0.616    1.117    1.502    1.555
 254     5750  0.00    0.613    1.054    1.344    1.389
 255     5750  0.50    0.604    1.054    1.366    1.406
 256     5750  1.00    0.595    1.050    1.379    1.415
 257     5750  1.50    0.585    1.044    1.386    1.420
 258     5750  2.00    0.574    1.037    1.390    1.422
 259     5750  2.50    0.565    1.030    1.391    1.423
 260     5750  3.00    0.557    1.024    1.392    1.422
 261     5750  3.50    0.552    1.020    1.391    1.422
 262     5750  4.00    0.553    1.019    1.389    1.422
 263     5750  4.50    0.561    1.021    1.385    1.422
 264     5750  5.00    0.572    1.025    1.380    1.421
 265     6000  0.00    0.564    0.952    1.194    1.235
 266     6000  0.50    0.561    0.959    1.223    1.259
 267     6000  1.00    0.556    0.960    1.240    1.273
 268     6000  1.50    0.549    0.957    1.251    1.281
 269     6000  2.00    0.540    0.952    1.257    1.286
 270     6000  2.50    0.531    0.946    1.261    1.288
 271     6000  3.00    0.522    0.939    1.263    1.288
 272     6000  3.50    0.514    0.934    1.264    1.288
 273     6000  4.00    0.512    0.931    1.264    1.289
 274     6000  4.50    0.514    0.931    1.263    1.290
 275     6000  5.00    0.523    0.934    1.260    1.290
 276     6250  0.50    0.512    0.862    1.082    1.115
 277     6250  1.00    0.512    0.869    1.104    1.134
 278     6250  1.50    0.508    0.870    1.118    1.146
 279     6250  2.00    0.502    0.867    1.128    1.153
 280     6250  2.50    0.494    0.862    1.134    1.157
 281     6250  3.00    0.485    0.856    1.137    1.159
 282     6250  3.50    0.476    0.850    1.140    1.160
 283     6250  4.00    0.470    0.845    1.142    1.160
 284     6250  4.50    0.469    0.843    1.143    1.161
 285     6250  5.00    0.474    0.844    1.142    1.163
 286     6500  0.50    0.455    0.763    0.945    0.976
 287     6500  1.00    0.462    0.776    0.972    0.999
 288     6500  1.50    0.464    0.782    0.989    1.014
 289     6500  2.00    0.461    0.782    1.001    1.024
 290     6500  2.50    0.455    0.779    1.009    1.031
 291     6500  3.00    0.447    0.774    1.015    1.034
 292     6500  3.50    0.438    0.768    1.019    1.036
 293     6500  4.00    0.430    0.762    1.022    1.036
 294     6500  4.50    0.425    0.758    1.025    1.037
 295     6500  5.00    0.425    0.757    1.026    1.039
 296     6750  0.50    0.398    0.665    0.815    0.842
 297     6750  1.00    0.405    0.681    0.842    0.867
 298     6750  1.50    0.413    0.692    0.863    0.885
 299     6750  2.00    0.416    0.697    0.878    0.898
 300     6750  2.50    0.413    0.696    0.888    0.907
 301     6750  3.00    0.407    0.693    0.895    0.913
 302     6750  3.50    0.399    0.688    0.901    0.916
 303     6750  4.00    0.390    0.682    0.905    0.917
 304     6750  4.50    0.383    0.676    0.909    0.918
 305     6750  5.00    0.379    0.673    0.913    0.920
 306     7000  0.50    0.345    0.572    0.694    0.717
 307     7000  1.00    0.350    0.588    0.720    0.741
 308     7000  1.50    0.358    0.600    0.740    0.760
 309     7000  2.00    0.366    0.610    0.757    0.776
 310     7000  2.50    0.368    0.613    0.770    0.787
 311     7000  3.00    0.365    0.612    0.779    0.795
 312     7000  3.50    0.358    0.608    0.786    0.799
 313     7000  4.00    0.350    0.603    0.792    0.802
 314     7000  4.50    0.342    0.597    0.797    0.803
 315     7000  5.00    0.335    0.592    0.801    0.805
 316     7250  0.50    0.295    0.483    0.582    0.601
 317     7250  1.00    0.296    0.498    0.604    0.622
 318     7250  1.50    0.303    0.510    0.623    0.641
 319     7250  2.00    0.310    0.521    0.640    0.657
 320     7250  2.50    0.318    0.529    0.654    0.670
 321     7250  3.00    0.319    0.531    0.665    0.680
 322     7250  3.50    0.315    0.529    0.674    0.686
 323     7250  4.00    0.308    0.525    0.681    0.690
 324     7250  4.50    0.300    0.519    0.687    0.692
 325     7250  5.00    0.292    0.513    0.693    0.694
 326     7500  0.50    0.255    0.401    0.481    0.496
 327     7500  1.00    0.244    0.411    0.497    0.510
 328     7500  1.50    0.249    0.424    0.513    0.527
 329     7500  2.00    0.255    0.433    0.528    0.542
 330     7500  2.50    0.262    0.442    0.541    0.556
 331     7500  3.00    0.269    0.449    0.554    0.568
 332     7500  3.50    0.270    0.450    0.564    0.576
 333     7500  4.00    0.265    0.448    0.573    0.581
 334     7500  4.50    0.258    0.443    0.580    0.585
 335     7500  5.00    0.250    0.437    0.587    0.587
 336     7750  1.00    0.194    0.328    0.397    0.406
 337     7750  1.50    0.194    0.338    0.410    0.420
 338     7750  2.00    0.200    0.348    0.422    0.434
 339     7750  2.50    0.206    0.357    0.434    0.447
 340     7750  3.00    0.214    0.364    0.446    0.458
 341     7750  3.50    0.220    0.370    0.457    0.468
 342     7750  4.00    0.220    0.370    0.467    0.475
 343     7750  4.50    0.215    0.367    0.476    0.480
 344     7750  5.00    0.207    0.361    0.483    0.483
 345     8000  1.00    0.149    0.248    0.305    0.310
 346     8000  1.50    0.140    0.255    0.312    0.318
 347     8000  2.00    0.144    0.264    0.322    0.330
 348     8000  2.50    0.150    0.273    0.332    0.342
 349     8000  3.00    0.156    0.280    0.342    0.353
 350     8000  3.50    0.164    0.287    0.352    0.363
 351     8000  4.00    0.170    0.291    0.364    0.372
 352     8000  4.50    0.169    0.291    0.374    0.378
 353     8000  5.00    0.163    0.287    0.383    0.382
 354     8250  1.00    0.104    0.171    0.220    0.221
 355     8250  1.50    0.087    0.174    0.220    0.222
 356     8250  2.00    0.087    0.181    0.226    0.231
 357     8250  2.50    0.091    0.189    0.234    0.241
 358     8250  3.00    0.098    0.196    0.242    0.251
 359     8250  3.50    0.105    0.203    0.251    0.261
 360     8250  4.00    0.115    0.210    0.263    0.271
 361     8250  4.50    0.120    0.214    0.274    0.278
 362     8250  5.00    0.118    0.213    0.284    0.283
 363     8500  1.50    0.035    0.095    0.133    0.132
 364     8500  2.00    0.030    0.101    0.136    0.137
 365     8500  2.50    0.032    0.107    0.141    0.144
 366     8500  3.00    0.038    0.114    0.147    0.153
 367     8500  3.50    0.045    0.120    0.155    0.162
 368     8500  4.00    0.053    0.127    0.164    0.171
 369     8500  4.50    0.065    0.134    0.176    0.181
 370     8500  5.00    0.069    0.137    0.187    0.187
 371     8750  1.50   -0.019    0.016    0.050    0.044
 372     8750  2.00   -0.026    0.021    0.050    0.046
 373     8750  2.50   -0.026    0.027    0.052    0.052
 374     8750  3.00   -0.022    0.033    0.056    0.059
 375     8750  3.50   -0.015    0.039    0.062    0.067
 376     8750  4.00   -0.007    0.045    0.069    0.075
 377     8750  4.50    0.003    0.052    0.079    0.084
 378     8750  5.00    0.015    0.060    0.093    0.093
 379     9000  1.50   -0.076   -0.063   -0.034   -0.041
 380     9000  2.00   -0.084   -0.057   -0.034   -0.041
 381     9000  2.50   -0.085   -0.053   -0.034   -0.037
 382     9000  3.00   -0.083   -0.047   -0.032   -0.032
 383     9000  3.50   -0.077   -0.041   -0.028   -0.025
 384     9000  4.00   -0.070   -0.036   -0.022   -0.018
 385     9000  4.50   -0.060   -0.030   -0.013   -0.010
 386     9000  5.00   -0.047   -0.021   -0.001   -0.001
 387     9250  2.00   -0.142   -0.135   -0.116   -0.126
 388     9250  2.50   -0.145   -0.131   -0.117   -0.124
 389     9250  3.00   -0.144   -0.126   -0.116   -0.120
 390     9250  3.50   -0.139   -0.121   -0.114   -0.114
 391     9250  4.00   -0.132   -0.115   -0.110   -0.108
 392     9250  4.50   -0.123   -0.110   -0.103   -0.101
 393     9250  5.00   -0.112   -0.103   -0.093   -0.093
 394     9500  2.00   -0.201   -0.212   -0.197   -0.209
 395     9500  2.50   -0.205   -0.208   -0.198   -0.208
 396     9500  3.00   -0.205   -0.204   -0.199   -0.205
 397     9500  3.50   -0.201   -0.199   -0.198   -0.201
 398     9500  4.00   -0.195   -0.194   -0.195   -0.196
 399     9500  4.50   -0.186   -0.189   -0.189   -0.190
 400     9500  5.00   -0.176   -0.183   -0.181   -0.183
 401     9750  2.00   -0.261   -0.287   -0.276   -0.290
 402     9750  2.50   -0.265   -0.284   -0.278   -0.291
 403     9750  3.00   -0.266   -0.281   -0.279   -0.289
 404     9750  3.50   -0.263   -0.276   -0.279   -0.286
 405     9750  4.00   -0.257   -0.272   -0.277   -0.281
 406     9750  4.50   -0.249   -0.266   -0.273   -0.276
 407     9750  5.00   -0.239   -0.261   -0.266   -0.269
 408    10000  2.00   -0.320   -0.361   -0.353   -0.370
 409    10000  2.50   -0.325   -0.358   -0.356   -0.371
 410    10000  3.00   -0.327   -0.356   -0.358   -0.371
 411    10000  3.50   -0.326   -0.352   -0.359   -0.368
 412    10000  4.00   -0.320   -0.348   -0.358   -0.364
 413    10000  4.50   -0.312   -0.343   -0.354   -0.359
 414    10000  5.00   -0.302   -0.337   -0.349   -0.354
 415    10250  2.00   -0.379   -0.433   -0.428   -0.447
 416    10250  2.50   -0.385   -0.431   -0.432   -0.450
 417    10250  3.00   -0.388   -0.430   -0.435   -0.451
 418    10250  3.50   -0.387   -0.427   -0.437   -0.449
 419    10250  4.00   -0.383   -0.423   -0.436   -0.446
 420    10250  4.50   -0.375   -0.418   -0.434   -0.441
 421    10250  5.00   -0.365   -0.413   -0.429   -0.436
 422    10500  2.00   -0.437   -0.503   -0.502   -0.523
 423    10500  2.50   -0.443   -0.502   -0.506   -0.527
 424    10500  3.00   -0.448   -0.502   -0.510   -0.528
 425    10500  3.50   -0.448   -0.500   -0.513   -0.528
 426    10500  4.00   -0.445   -0.497   -0.513   -0.526
 427    10500  4.50   -0.438   -0.493   -0.512   -0.522
 428    10500  5.00   -0.428   -0.487   -0.507   -0.517
 429    10750  2.00   -0.495   -0.573   -0.575   -0.597
 430    10750  2.50   -0.502   -0.572   -0.579   -0.602
 431    10750  3.00   -0.507   -0.573   -0.584   -0.604
 432    10750  3.50   -0.508   -0.572   -0.587   -0.605
 433    10750  4.00   -0.506   -0.570   -0.589   -0.603
 434    10750  4.50   -0.500   -0.566   -0.588   -0.600
 435    10750  5.00   -0.491   -0.560   -0.584   -0.596
 436    11000  2.00   -0.552   -0.641   -0.646   -0.670
 437    11000  2.50   -0.559   -0.641   -0.651   -0.675
 438    11000  3.00   -0.565   -0.642   -0.656   -0.678
 439    11000  3.50   -0.567   -0.642   -0.660   -0.680
 440    11000  4.00   -0.566   -0.640   -0.662   -0.679
 441    11000  4.50   -0.561   -0.637   -0.662   -0.677
 442    11000  5.00   -0.552   -0.632   -0.659   -0.673
 443    11250  2.00   -0.608   -0.708   -0.716   -0.741
 444    11250  2.50   -0.616   -0.708   -0.721   -0.747
 445    11250  3.00   -0.622   -0.710   -0.727   -0.751
 446    11250  3.50   -0.626   -0.710   -0.731   -0.753
 447    11250  4.00   -0.625   -0.710   -0.734   -0.753
 448    11250  4.50   -0.621   -0.707   -0.734   -0.752
 449    11250  5.00   -0.613   -0.703   -0.732   -0.748
 450    11500  2.00   -0.664   -0.774   -0.784   -0.811
 451    11500  2.50   -0.672   -0.774   -0.790   -0.817
 452    11500  3.00   -0.679   -0.776   -0.796   -0.822
 453    11500  3.50   -0.683   -0.777   -0.801   -0.825
 454    11500  4.00   -0.683   -0.777   -0.804   -0.826
 455    11500  4.50   -0.680   -0.776   -0.805   -0.825
 456    11500  5.00   -0.673   -0.772   -0.804   -0.822
 457    11750  2.00   -0.720   -0.838   -0.851   -0.879
 458    11750  2.50   -0.728   -0.839   -0.857   -0.886
 459    11750  3.00   -0.735   -0.841   -0.864   -0.891
 460    11750  3.50   -0.739   -0.843   -0.869   -0.895
 461    11750  4.00   -0.741   -0.844   -0.873   -0.896
 462    11750  4.50   -0.738   -0.843   -0.874   -0.896
 463    11750  5.00   -0.732   -0.839   -0.873   -0.894
 464    12000  2.50   -0.782   -0.903   -0.923   -0.954
 465    12000  3.00   -0.790   -0.905   -0.930   -0.959
 466    12000  3.50   -0.795   -0.908   -0.936   -0.963
 467    12000  4.00   -0.797   -0.909   -0.940   -0.966
 468    12000  4.50   -0.795   -0.908   -0.942   -0.966
 469    12000  5.00   -0.790   -0.906   -0.942   -0.965
 470    12250  2.50   -0.837   -0.965   -0.989   -1.020
 471    12250  3.00   -0.845   -0.968   -0.996   -1.026
 472    12250  3.50   -0.850   -0.971   -1.002   -1.031
 473    12250  4.00   -0.852   -0.972   -1.006   -1.033
 474    12250  4.50   -0.851   -0.972   -1.008   -1.034
 475    12250  5.00   -0.846   -0.970   -1.009   -1.033
 476    12500  2.50   -0.890   -1.027   -1.052   -1.086
 477    12500  3.00   -0.898   -1.030   -1.060   -1.092
 478    12500  3.50   -0.904   -1.033   -1.066   -1.096
 479    12500  4.00   -0.907   -1.035   -1.071   -1.100
 480    12500  4.50   -0.906   -1.035   -1.073   -1.101
 481    12500  5.00   -0.902   -1.034   -1.074   -1.101
 482    12750  2.50   -0.943   -1.087   -1.115   -1.150
 483    12750  3.00   -0.951   -1.091   -1.123   -1.156
 484    12750  3.50   -0.957   -1.094   -1.129   -1.161
 485    12750  4.00   -0.960   -1.096   -1.134   -1.165
 486    12750  4.50   -0.960   -1.097   -1.137   -1.166
 487    12750  5.00   -0.957   -1.096   -1.138   -1.166
 488    13000  2.50   -0.995   -1.147   -1.177   -1.213
 489    13000  3.00   -1.004   -1.151   -1.185   -1.220
 490    13000  3.50   -1.010   -1.154   -1.191   -1.225
 491    13000  4.00   -1.013   -1.157   -1.196   -1.228
 492    13000  4.50   -1.013   -1.158   -1.200   -1.230
 493    13000  5.00   -1.010   -1.157   -1.201   -1.231
 494    14000  2.00   -1.183   -1.370   -1.403   -1.443
 495    14000  2.50   -1.195   -1.374   -1.413   -1.454
 496    14000  3.00   -1.206   -1.380   -1.422   -1.462
 497    14000  3.50   -1.213   -1.385   -1.429   -1.468
 498    14000  4.00   -1.217   -1.388   -1.435   -1.472
 499    14000  4.50   -1.218   -1.389   -1.438   -1.475
 500    14000  5.00   -1.216   -1.389   -1.440   -1.476
 501    15000  2.50   -1.382   -1.585   -1.631   -1.678
 502    15000  3.00   -1.396   -1.594   -1.643   -1.688
 503    15000  3.50   -1.405   -1.600   -1.651   -1.695
 504    15000  4.00   -1.410   -1.604   -1.657   -1.700
 505    15000  4.50   -1.411   -1.605   -1.661   -1.703
