# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 120     2500  6.00   -0.296    2.086    2.740    2.915
 121     2600  3.50   -0.217    2.066    2.549    2.898
 122     2600  4.00   -0.174    2.061    2.566    2.908
 123     2600  4.50   -0.166    2.080    2.595    2.911
 124     2600  5.00   -0.124    2.089    2.634    2.923
 125     2600  5.50   -0.101    2.088    2.674    2.923
 126     2600  6.00   -0.116    2.068    2.703    2.889
 127     2700  3.50   -0.090    2.025    2.507    2.840
 128     2700  4.00   -0.032    2.021    2.525    2.853
 129     2700  4.50   -0.014    2.043    2.556    2.859
 130     2700  5.00    0.023    2.051    2.590    2.872
 131     2700  5.50    0.049    2.055    2.631    2.879
 132     2700  6.00    0.047    2.046    2.665    2.860
 133     2800  5.00    0.508    1.993    2.414    2.420
 134     2800  5.50    0.587    2.029    2.319    2.239
 135     2900  5.00    0.516    1.940    2.415    2.468
 136     2900  5.50    0.587    1.977    2.338    2.305
 137     3000  5.00    0.525    1.890    2.410    2.500
 138     3000  5.50    0.587    1.926    2.347    2.359
 139     3100  5.00    0.533    1.844    2.396    2.518
 140     3100  5.50    0.587    1.876    2.347    2.401
 141     3200  5.00    0.542    1.802    2.376    2.520
 142     3200  5.50    0.589    1.830    2.340    2.427
 143     3300  5.00    0.554    1.764    2.352    2.513
 144     3300  5.50    0.592    1.788    2.327    2.441
 145     3400  5.00    0.568    1.730    2.325    2.496
 146     3400  5.50    0.598    1.749    2.306    2.441
 147     3500  5.00    0.582    1.697    2.293    2.473
 148     3500  5.50    0.604    1.712    2.280    2.430
 149     3600  5.00    0.593    1.664    2.258    2.445
 150     3600  5.50    0.611    1.676    2.249    2.410
 151     3700  5.00    0.604    1.633    2.223    2.414
 152     3700  5.50    0.616    1.641    2.213    2.381
 153     3800  5.00    0.614    1.602    2.187    2.380
 154     3800  5.50    0.632    1.614    2.181    2.353
 155     3500  0.00    0.310    1.676    2.710    2.866
 156     3500  0.50    0.374    1.682    2.676    2.809
 157     3500  1.00    0.436    1.693    2.629    2.741
 158     3500  1.50    0.495    1.706    2.572    2.668
 159     3500  2.00    0.542    1.707    2.502    2.605
 160     3500  2.50    0.576    1.706    2.407    2.551
 161     3500  3.00    0.595    1.708    2.342    2.511
 162     3500  3.50    0.605    1.712    2.314    2.483
 163     3500  4.00    0.614    1.719    2.302    2.455
 164     3500  4.50    0.626    1.731    2.288    2.415
 165     3500  5.00    0.648    1.748    2.256    2.351
 166     3750  0.00    0.414    1.641    2.590    2.733
 167     3750  0.50    0.422    1.620    2.576    2.717
 168     3750  1.00    0.439    1.612    2.554    2.690
 169     3750  1.50    0.468    1.615    2.523    2.650
 170     3750  2.00    0.505    1.622    2.481    2.599
 171     3750  2.50    0.549    1.627    2.420    2.544
 172     3750  3.00    0.588    1.629    2.345    2.492
 173     3750  3.50    0.609    1.631    2.286    2.454
 174     3750  4.00    0.625    1.637    2.255    2.424
 175     3750  4.50    0.639    1.645    2.239    2.393
 176     3750  5.00    0.655    1.657    2.221    2.347
 177     4000  0.00    0.552    1.621    2.439    2.553
 178     4000  0.50    0.540    1.593    2.428    2.544
 179     4000  1.00    0.529    1.572    2.415    2.534
 180     4000  1.50    0.521    1.557    2.400    2.522
 181     4000  2.00    0.521    1.550    2.381    2.507
 182     4000  2.50    0.536    1.550    2.351    2.480
 183     4000  3.00    0.570    1.555    2.302    2.439
 184     4000  3.50    0.609    1.560    2.242    2.390
 185     4000  4.00    0.636    1.565    2.193    2.352
 186     4000  4.50    0.654    1.569    2.163    2.326
 187     4000  5.00    0.668    1.576    2.147    2.301
 188     4250  0.00    0.646    1.578    2.282    2.375
 189     4250  0.50    0.629    1.551    2.273    2.366
 190     4250  1.00    0.612    1.529    2.262    2.358
 191     4250  1.50    0.597    1.511    2.248    2.349
 192     4250  2.00    0.588    1.499    2.234    2.340
 193     4250  2.50    0.585    1.492    2.217    2.329
 194     4250  3.00    0.592    1.490    2.194    2.313
 195     4250  3.50    0.614    1.492    2.157    2.285
 196     4250  4.00    0.640    1.495    2.115    2.253
 197     4250  4.50    0.662    1.498    2.079    2.226
 198     4250  5.00    0.678    1.502    2.055    2.206
 199     4500  0.00    0.697    1.512    2.124    2.202
 200     4500  0.50    0.678    1.489    2.118    2.195
 201     4500  1.00    0.660    1.469    2.109    2.188
 202     4500  1.50    0.645    1.453    2.098    2.181
 203     4500  2.00    0.633    1.440    2.085    2.173
 204     4500  2.50    0.627    1.432    2.071    2.165
 205     4500  3.00    0.628    1.428    2.055    2.155
 206     4500  3.50    0.636    1.427    2.034    2.141
 207     4500  4.00    0.653    1.429    2.007    2.121
 208     4500  4.50    0.672    1.431    1.978    2.100
 209     4500  5.00    0.689    1.434    1.952    2.082
 210     4750  0.00    0.710    1.428    1.965    2.031
 211     4750  0.50    0.691    1.409    1.963    2.028
 212     4750  1.00    0.673    1.392    1.958    2.023
 213     4750  1.50    0.659    1.378    1.950    2.018
 214     4750  2.00    0.647    1.367    1.941    2.012
 215     4750  2.50    0.641    1.360    1.929    2.006
 216     4750  3.00    0.641    1.355    1.915    1.998
 217     4750  3.50    0.646    1.354    1.899    1.988
 218     4750  4.00    0.657    1.355    1.881    1.976
 219     4750  4.50    0.671    1.356    1.861    1.962
 220     4750  5.00    0.686    1.359    1.841    1.949
 221     5000  0.00    0.701    1.337    1.806    1.865
 222     5000  0.50    0.682    1.321    1.810    1.865
 223     5000  1.00    0.665    1.307    1.809    1.863
 224     5000  1.50    0.650    1.294    1.805    1.860
 225     5000  2.00    0.639    1.284    1.799    1.856
 226     5000  2.50    0.632    1.278    1.791    1.852
 227     5000  3.00    0.631    1.274    1.780    1.846
 228     5000  3.50    0.636    1.273    1.768    1.840
 229     5000  4.00    0.646    1.274    1.753    1.832
 230     5000  4.50    0.658    1.276    1.738    1.822
 231     5000  5.00    0.672    1.279    1.722    1.813
 232     5250  0.00    0.678    1.243    1.649    1.702
 233     5250  0.50    0.661    1.231    1.658    1.707
 234     5250  1.00    0.644    1.219    1.661    1.708
 235     5250  1.50    0.630    1.208    1.661    1.707
 236     5250  2.00    0.617    1.198    1.659    1.704
 237     5250  2.50    0.608    1.191    1.655    1.702
 238     5250  3.00    0.605    1.186    1.648    1.699
 239     5250  3.50    0.608    1.185    1.639    1.695
 240     5250  4.00    0.617    1.187    1.628    1.690
 241     5250  4.50    0.629    1.190    1.615    1.683
 242     5250  5.00    0.643    1.194    1.603    1.676
 243     5500  0.00    0.645    1.146    1.495    1.542
 244     5500  0.50    0.631    1.140    1.510    1.553
 245     5500  1.00    0.617    1.131    1.517    1.557
 246     5500  1.50    0.603    1.121    1.520    1.559
 247     5500  2.00    0.591    1.112    1.520    1.558
 248     5500  2.50    0.580    1.104    1.519    1.557
 249     5500  3.00    0.573    1.098    1.516    1.555
 250     5500  3.50    0.571    1.095    1.511    1.553
 251     5500  4.00    0.577    1.096    1.504    1.551
 252     5500  4.50    0.588    1.099    1.494    1.547
 253     5500  5.00    0.602    1.103    1.484    1.543
 254     5750  0.00    0.604    1.048    1.342    1.386
 255     5750  0.50    0.594    1.047    1.364    1.403
 256     5750  1.00    0.583    1.042    1.376    1.412
 257     5750  1.50    0.572    1.035    1.382    1.416
 258     5750  2.00    0.560    1.027    1.385    1.417
 259     5750  2.50    0.549    1.019    1.386    1.417
 260     5750  3.00    0.539    1.012    1.385    1.416
 261     5750  3.50    0.534    1.007    1.384    1.415
 262     5750  4.00    0.534    1.005    1.380    1.415
 263     5750  4.50    0.542    1.007    1.374    1.413
 264     5750  5.00    0.555    1.012    1.367    1.411
 265     6000  0.00    0.555    0.946    1.192    1.233
 266     6000  0.50    0.552    0.953    1.220    1.256
 267     6000  1.00    0.545    0.953    1.237    1.269
 268     6000  1.50    0.537    0.949    1.247    1.277
 269     6000  2.00    0.527    0.943    1.253    1.281
 270     6000  2.50    0.516    0.936    1.256    1.283
 271     6000  3.00    0.505    0.928    1.257    1.282
 272     6000  3.50    0.496    0.922    1.258    1.282
 273     6000  4.00    0.492    0.918    1.257    1.282
 274     6000  4.50    0.495    0.917    1.255    1.282
 275     6000  5.00    0.505    0.921    1.250    1.282
 276     6250  0.50    0.503    0.857    1.080    1.113
 277     6250  1.00    0.502    0.863    1.102    1.131
 278     6250  1.50    0.498    0.863    1.115    1.142
 279     6250  2.00    0.490    0.859    1.124    1.149
 280     6250  2.50    0.481    0.853    1.129    1.153
 281     6250  3.00    0.470    0.846    1.132    1.154
 282     6250  3.50    0.460    0.839    1.134    1.154
 283     6250  4.00    0.453    0.833    1.135    1.154
 284     6250  4.50    0.450    0.831    1.136    1.154
 285     6250  5.00    0.455    0.831    1.134    1.156
 286     6500  0.50    0.447    0.758    0.943    0.973
 287     6500  1.00    0.454    0.771    0.969    0.996
 288     6500  1.50    0.454    0.775    0.986    1.011
 289     6500  2.00    0.451    0.775    0.998    1.020
 290     6500  2.50    0.443    0.772    1.005    1.026
 291     6500  3.00    0.434    0.765    1.010    1.029
 292     6500  3.50    0.423    0.758    1.014    1.030
 293     6500  4.00    0.414    0.752    1.016    1.030
 294     6500  4.50    0.408    0.747    1.018    1.031
 295     6500  5.00    0.408    0.745    1.019    1.033
 296     6750  0.50    0.391    0.661    0.812    0.839
 297     6750  1.00    0.398    0.676    0.839    0.864
 298     6750  1.50    0.405    0.687    0.860    0.882
 299     6750  2.00    0.406    0.691    0.874    0.895
 300     6750  2.50    0.403    0.690    0.884    0.903
 301     6750  3.00    0.395    0.685    0.891    0.908
 302     6750  3.50    0.386    0.679    0.896    0.911
 303     6750  4.00    0.376    0.672    0.900    0.912
 304     6750  4.50    0.367    0.666    0.903    0.912
 305     6750  5.00    0.363    0.662    0.906    0.914
 306     7000  0.50    0.338    0.568    0.691    0.714
 307     7000  1.00    0.343    0.583    0.717    0.738
 308     7000  1.50    0.351    0.595    0.737    0.757
 309     7000  2.00    0.358    0.604    0.754    0.773
 310     7000  2.50    0.358    0.607    0.766    0.784
 311     7000  3.00    0.354    0.606    0.775    0.791
 312     7000  3.50    0.346    0.601    0.782    0.795
 313     7000  4.00    0.337    0.594    0.787    0.797
 314     7000  4.50    0.327    0.588    0.792    0.798
 315     7000  5.00    0.320    0.582    0.796    0.799
 316     7250  0.50    0.289    0.479    0.578    0.597
 317     7250  1.00    0.290    0.494    0.601    0.619
 318     7250  1.50    0.296    0.506    0.620    0.638
 319     7250  2.00    0.303    0.516    0.637    0.654
 320     7250  2.50    0.310    0.523    0.651    0.667
 321     7250  3.00    0.310    0.525    0.662    0.676
 322     7250  3.50    0.305    0.523    0.670    0.682
 323     7250  4.00    0.297    0.517    0.677    0.686
 324     7250  4.50    0.287    0.511    0.683    0.687
 325     7250  5.00    0.278    0.504    0.688    0.688
 326     7500  0.50    0.248    0.397    0.478    0.492
 327     7500  1.00    0.238    0.407    0.493    0.507
 328     7500  1.50    0.242    0.419    0.510    0.524
 329     7500  2.00    0.248    0.429    0.525    0.539
 330     7500  2.50    0.255    0.437    0.538    0.553
 331     7500  3.00    0.261    0.444    0.551    0.564
 332     7500  3.50    0.261    0.444    0.561    0.572
 333     7500  4.00    0.255    0.441    0.569    0.577
 334     7500  4.50    0.247    0.435    0.576    0.580
 335     7500  5.00    0.237    0.429    0.582    0.582
 336     7750  1.00    0.189    0.324    0.394    0.403
 337     7750  1.50    0.188    0.334    0.407    0.417
 338     7750  2.00    0.194    0.344    0.419    0.431
 339     7750  2.50    0.199    0.352    0.431    0.443
 340     7750  3.00    0.207    0.359    0.442    0.455
 341     7750  3.50    0.212    0.365    0.454    0.465
 342     7750  4.00    0.211    0.364    0.464    0.472
 343     7750  4.50    0.205    0.360    0.472    0.476
 344     7750  5.00    0.196    0.354    0.479    0.478
 345     8000  1.00    0.143    0.244    0.302    0.307
 346     8000  1.50    0.135    0.251    0.309    0.315
 347     8000  2.00    0.138    0.260    0.319    0.327
 348     8000  2.50    0.143    0.268    0.328    0.338
 349     8000  3.00    0.149    0.275    0.338    0.349
 350     8000  3.50    0.157    0.282    0.349    0.360
 351     8000  4.00    0.163    0.287    0.361    0.369
 352     8000  4.50    0.161    0.285    0.370    0.375
 353     8000  5.00    0.154    0.281    0.379    0.378
 354     8250  1.00    0.098    0.166    0.216    0.218
 355     8250  1.50    0.082    0.170    0.217    0.220
 356     8250  2.00    0.082    0.178    0.224    0.228
 357     8250  2.50    0.086    0.186    0.231    0.238
 358     8250  3.00    0.092    0.193    0.239    0.248
 359     8250  3.50    0.098    0.199    0.248    0.258
 360     8250  4.00    0.108    0.206    0.259    0.267
 361     8250  4.50    0.113    0.209    0.271    0.275
 362     8250  5.00    0.110    0.207    0.281    0.280
 363     8500  1.50    0.029    0.091    0.130    0.129
 364     8500  2.00    0.025    0.097    0.133    0.134
 365     8500  2.50    0.028    0.104    0.138    0.142
 366     8500  3.00    0.033    0.111    0.144    0.150
 367     8500  3.50    0.039    0.117    0.152    0.159
 368     8500  4.00    0.047    0.122    0.161    0.168
 369     8500  4.50    0.058    0.130    0.173    0.178
 370     8500  5.00    0.062    0.133    0.184    0.184
 371     8750  1.50   -0.025    0.011    0.046    0.041
 372     8750  2.00   -0.032    0.017    0.046    0.044
 373     8750  2.50   -0.031    0.023    0.049    0.049
 374     8750  3.00   -0.027    0.029    0.053    0.056
 375     8750  3.50   -0.021    0.035    0.059    0.064
 376     8750  4.00   -0.014    0.041    0.066    0.072
 377     8750  4.50   -0.003    0.048    0.076    0.081
 378     8750  5.00    0.009    0.056    0.090    0.090
 379     9000  1.50   -0.084   -0.068   -0.038   -0.045
 380     9000  2.00   -0.090   -0.062   -0.038   -0.044
 381     9000  2.50   -0.091   -0.057   -0.037   -0.040
 382     9000  3.00   -0.089   -0.051   -0.035   -0.035
 383     9000  3.50   -0.083   -0.045   -0.031   -0.028
 384     9000  4.00   -0.075   -0.040   -0.025   -0.021
 385     9000  4.50   -0.066   -0.034   -0.016   -0.013
 386     9000  5.00   -0.052   -0.025   -0.004   -0.004
 387     9250  2.00   -0.150   -0.140   -0.121   -0.130
 388     9250  2.50   -0.152   -0.136   -0.121   -0.128
 389     9250  3.00   -0.150   -0.131   -0.120   -0.123
 390     9250  3.50   -0.145   -0.125   -0.117   -0.118
 391     9250  4.00   -0.138   -0.119   -0.113   -0.111
 392     9250  4.50   -0.129   -0.114   -0.106   -0.104
 393     9250  5.00   -0.118   -0.107   -0.096   -0.096
 394     9500  2.00   -0.210   -0.218   -0.202   -0.214
 395     9500  2.50   -0.213   -0.214   -0.203   -0.213
 396     9500  3.00   -0.212   -0.209   -0.203   -0.210
 397     9500  3.50   -0.208   -0.204   -0.202   -0.205
 398     9500  4.00   -0.201   -0.198   -0.198   -0.199
 399     9500  4.50   -0.192   -0.192   -0.192   -0.193
 400     9500  5.00   -0.181   -0.186   -0.184   -0.185
 401     9750  2.00   -0.270   -0.293   -0.281   -0.296
 402     9750  2.50   -0.274   -0.290   -0.283   -0.296
 403     9750  3.00   -0.274   -0.286   -0.284   -0.294
 404     9750  3.50   -0.271   -0.282   -0.284   -0.290
 405     9750  4.00   -0.264   -0.276   -0.282   -0.285
 406     9750  4.50   -0.255   -0.270   -0.277   -0.279
 407     9750  5.00   -0.244   -0.264   -0.269   -0.272
 408    10000  2.00   -0.329   -0.368   -0.359   -0.375
 409    10000  2.50   -0.334   -0.365   -0.361   -0.377
 410    10000  3.00   -0.336   -0.362   -0.364   -0.376
 411    10000  3.50   -0.334   -0.358   -0.364   -0.373
 412    10000  4.00   -0.328   -0.353   -0.363   -0.369
 413    10000  4.50   -0.319   -0.347   -0.359   -0.363
 414    10000  5.00   -0.308   -0.341   -0.352   -0.357
 415    10250  2.00   -0.389   -0.440   -0.435   -0.453
 416    10250  2.50   -0.394   -0.438   -0.438   -0.456
 417    10250  3.00   -0.397   -0.436   -0.441   -0.456
 418    10250  3.50   -0.396   -0.433   -0.442   -0.454
 419    10250  4.00   -0.391   -0.429   -0.442   -0.451
 420    10250  4.50   -0.382   -0.423   -0.439   -0.446
 421    10250  5.00   -0.371   -0.417   -0.433   -0.440
 422    10500  2.00   -0.448   -0.511   -0.510   -0.530
 423    10500  2.50   -0.454   -0.510   -0.513   -0.533
 424    10500  3.00   -0.457   -0.509   -0.517   -0.534
 425    10500  3.50   -0.457   -0.507   -0.519   -0.533
 426    10500  4.00   -0.453   -0.503   -0.519   -0.531
 427    10500  4.50   -0.445   -0.498   -0.517   -0.526
 428    10500  5.00   -0.434   -0.491   -0.512   -0.521
 429    10750  2.00   -0.506   -0.581   -0.582   -0.604
 430    10750  2.50   -0.512   -0.580   -0.586   -0.608
 431    10750  3.00   -0.516   -0.580   -0.591   -0.610
 432    10750  3.50   -0.517   -0.578   -0.593   -0.610
 433    10750  4.00   -0.514   -0.576   -0.594   -0.609
 434    10750  4.50   -0.507   -0.571   -0.593   -0.605
 435    10750  5.00   -0.497   -0.565   -0.589   -0.600
 436    11000  2.00   -0.563   -0.649   -0.654   -0.677
 437    11000  2.50   -0.570   -0.649   -0.658   -0.682
 438    11000  3.00   -0.575   -0.649   -0.663   -0.685
 439    11000  3.50   -0.577   -0.649   -0.666   -0.686
 440    11000  4.00   -0.575   -0.647   -0.668   -0.685
 441    11000  4.50   -0.569   -0.643   -0.667   -0.682
 442    11000  5.00   -0.559   -0.637   -0.664   -0.677
 443    11250  2.00   -0.620   -0.716   -0.724   -0.748
 444    11250  2.50   -0.627   -0.716   -0.729   -0.754
 445    11250  3.00   -0.633   -0.717   -0.734   -0.757
 446    11250  3.50   -0.635   -0.718   -0.738   -0.759
 447    11250  4.00   -0.634   -0.716   -0.740   -0.759
 448    11250  4.50   -0.629   -0.713   -0.740   -0.757
 449    11250  5.00   -0.620   -0.708   -0.737   -0.753
 450    11500  2.00   -0.676   -0.782   -0.792   -0.819
 451    11500  2.50   -0.683   -0.783   -0.798   -0.824
 452    11500  3.00   -0.690   -0.784   -0.803   -0.829
 453    11500  3.50   -0.693   -0.785   -0.808   -0.831
 454    11500  4.00   -0.692   -0.784   -0.810   -0.831
 455    11500  4.50   -0.688   -0.781   -0.811   -0.830
 456    11500  5.00   -0.680   -0.777   -0.809   -0.827
 457    11750  2.00   -0.731   -0.847   -0.860   -0.887
 458    11750  2.50   -0.739   -0.848   -0.865   -0.894
 459    11750  3.00   -0.746   -0.850   -0.871   -0.898
 460    11750  3.50   -0.750   -0.851   -0.876   -0.901
 461    11750  4.00   -0.750   -0.851   -0.879   -0.902
 462    11750  4.50   -0.746   -0.849   -0.880   -0.902
 463    11750  5.00   -0.739   -0.845   -0.879   -0.899
 464    12000  2.50   -0.794   -0.912   -0.932   -0.962
 465    12000  3.00   -0.801   -0.914   -0.938   -0.967
 466    12000  3.50   -0.805   -0.916   -0.943   -0.970
 467    12000  4.00   -0.806   -0.916   -0.947   -0.972
 468    12000  4.50   -0.803   -0.914   -0.948   -0.971
 469    12000  5.00   -0.797   -0.911   -0.947   -0.969
 470    12250  2.50   -0.848   -0.974   -0.997   -1.028
 471    12250  3.00   -0.856   -0.977   -1.004   -1.034
 472    12250  3.50   -0.861   -0.979   -1.009   -1.038
 473    12250  4.00   -0.862   -0.980   -1.013   -1.040
 474    12250  4.50   -0.859   -0.979   -1.014   -1.040
 475    12250  5.00   -0.854   -0.976   -1.014   -1.038
 476    12500  2.50   -0.902   -1.036   -1.061   -1.094
 477    12500  3.00   -0.910   -1.039   -1.068   -1.100
 478    12500  3.50   -0.915   -1.042   -1.074   -1.104
 479    12500  4.00   -0.916   -1.042   -1.078   -1.106
 480    12500  4.50   -0.914   -1.042   -1.080   -1.107
 481    12500  5.00   -0.909   -1.039   -1.079   -1.106
 482    12750  2.50   -0.954   -1.097   -1.124   -1.158
 483    12750  3.00   -0.963   -1.100   -1.131   -1.164
 484    12750  3.50   -0.968   -1.103   -1.137   -1.169
 485    12750  4.00   -0.970   -1.104   -1.141   -1.171
 486    12750  4.50   -0.969   -1.104   -1.143   -1.172
 487    12750  5.00   -0.964   -1.102   -1.143   -1.172
 488    13000  2.50   -1.006   -1.156   -1.186   -1.221
 489    13000  3.00   -1.015   -1.160   -1.193   -1.228
 490    13000  3.50   -1.021   -1.163   -1.200   -1.233
 491    13000  4.00   -1.023   -1.165   -1.204   -1.235
 492    13000  4.50   -1.022   -1.164   -1.206   -1.237
 493    13000  5.00   -1.018   -1.163   -1.206   -1.236
 494    14000  2.00   -1.193   -1.378   -1.411   -1.452
 495    14000  2.50   -1.206   -1.383   -1.421   -1.462
 496    14000  3.00   -1.217   -1.389   -1.431   -1.471
 497    14000  3.50   -1.224   -1.394   -1.438   -1.476
 498    14000  4.00   -1.228   -1.396   -1.443   -1.480
 499    14000  4.50   -1.227   -1.397   -1.445   -1.482
 500    14000  5.00   -1.224   -1.396   -1.446   -1.482
 501    15000  2.50   -1.392   -1.594   -1.640   -1.686
 502    15000  3.00   -1.406   -1.603   -1.652   -1.697
 503    15000  3.50   -1.415   -1.609   -1.660   -1.703
 504    15000  4.00   -1.420   -1.612   -1.665   -1.708
 505    15000  4.50   -1.421   -1.613   -1.669   -1.710
