# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
  70     1700  3.50  -17.481  -12.456   -8.506   -5.300   -2.795    1.312    2.579    3.515
  71     1700  4.00  -17.144  -12.072   -8.130   -5.007   -2.565    1.362    2.641    3.543
  72     1700  4.50  -15.931  -11.076   -7.399   -4.452   -2.046    1.732    2.864    3.639
  73     1700  5.00  -17.077  -12.235   -8.269   -5.081   -2.640    1.282    2.689    3.571
  74     1700  5.50  -17.350  -12.632   -8.599   -5.372   -2.967    0.971    2.562    3.532
  75     1700  6.00  -17.526  -12.797   -8.753   -5.542   -3.198    0.710    2.436    3.501
  76     1800  3.50  -15.888  -11.323   -7.784   -4.781   -2.259    1.600    2.624    3.428
  77     1800  4.00  -15.717  -11.107   -7.566   -4.633   -2.157    1.641    2.675    3.437
  78     1800  4.50  -14.792  -10.366   -6.968   -4.190   -1.793    1.829    2.804    3.476
  79     1800  5.00  -14.704  -10.336   -6.951   -4.150   -1.755    1.862    2.873    3.502
  80     1800  5.50  -15.525  -11.046   -7.439   -4.482   -2.094    1.569    2.763    3.453
  81     1800  6.00  -15.630  -11.161   -7.508   -4.513   -2.138    1.506    2.769    3.492
  82     1900  3.50  -13.433   -9.971   -7.013   -4.262   -1.718    1.888    2.688    3.362
  83     1900  4.00  -14.567  -10.283   -7.094   -4.308   -1.783    1.819    2.678    3.344
  84     1900  4.50  -15.605  -10.923   -7.474   -4.561   -2.049    1.623    2.616    3.297
  85     1900  5.00  -14.662  -10.244   -6.953   -4.167   -1.720    1.802    2.752    3.329
  86     1900  5.50  -14.705  -10.477   -7.122   -4.287   -1.883    1.681    2.733    3.291
  87     1900  6.00  -14.657  -10.515   -7.116   -4.290   -1.950    1.573    2.689    3.272
  88     2000  3.50  -11.686   -9.069   -6.597   -4.012   -1.426    2.003    2.684    3.284
  89     2000  4.00  -12.959   -9.328   -6.540   -3.943   -1.391    1.977    2.692    3.275
  90     2000  4.50  -13.759   -9.472   -6.515   -3.889   -1.360    1.972    2.714    3.255
  91     2000  5.00  -14.243   -9.718   -6.647   -3.943   -1.431    1.915    2.726    3.219
  92     2000  5.50  -14.319  -10.137   -6.927   -4.152   -1.702    1.737    2.692    3.171
  93     2000  6.00  -13.858   -9.930   -6.747   -4.043   -1.691    1.686    2.677    3.136
  94     2100  4.00  -11.439   -8.506   -6.076   -3.667   -1.112    2.058    2.681    3.204
  95     2100  5.00  -13.108   -8.773   -6.002   -3.500   -0.981    2.079    2.757    3.178
  96     2100  5.50  -13.873   -9.383   -6.444   -3.768   -1.250    1.908    2.716    3.103
  97     2100  6.00  -13.759   -9.683   -6.647   -3.931   -1.486    1.759    2.658    3.023
  98     2200  3.50   -8.915   -7.345   -5.579   -3.415   -0.890    2.123    2.654    3.143
  99     2200  4.00  -10.005   -7.690   -5.578   -3.373   -0.856    2.110    2.664    3.138
 100     2200  4.50  -11.242   -8.008   -5.630   -3.344   -0.810    2.119    2.691    3.128
 101     2200  5.00  -12.318   -8.239   -5.663   -3.287   -0.763    2.109    2.726    3.115
 102     2200  5.50  -13.104   -8.598   -5.900   -3.380   -0.855    2.040    2.738    3.063
 103     2200  6.00  -13.227   -8.736   -6.015   -3.416   -0.908    1.985    2.727    2.978
 104     2300  3.50   -7.944   -6.653   -5.071   -3.087   -0.654    2.133    2.628    3.082
 105     2300  4.00   -8.895   -6.987   -5.084   -3.058   -0.621    2.122    2.640    3.081
 106     2300  4.50  -10.098   -7.366   -5.193   -3.071   -0.595    2.127    2.663    3.072
 107     2300  5.00  -11.397   -7.702   -5.294   -3.053   -0.567    2.111    2.691    3.059
 108     2300  5.50  -12.347   -7.970   -5.450   -3.077   -0.578    2.089    2.724    3.024
 109     2300  6.00  -12.604   -8.087   -5.533   -3.069   -0.579    2.070    2.747    2.957
 110     2400  3.50   -7.187   -6.065   -4.578   -2.745   -0.433    2.124    2.598    3.025
 111     2400  4.00   -7.975   -6.355   -4.599   -2.729   -0.405    2.114    2.610    3.026
 112     2400  4.50   -9.030   -6.726   -4.726   -2.771   -0.387    2.125    2.634    3.017
 113     2400  5.50  -11.371   -7.361   -4.991   -2.776   -0.334    2.117    2.708    2.988
 114     2400  6.00  -12.075   -7.607   -5.172   -2.818   -0.368    2.083    2.724    2.925
 115     2500  3.50   -6.668   -5.611   -4.142   -2.423   -0.247    2.090    2.558    2.968
 116     2500  4.00   -7.276   -5.823   -4.145   -2.405   -0.213    2.087    2.574    2.973
 117     2500  4.50   -8.174   -6.166   -4.290   -2.476   -0.204    2.103    2.599    2.965
 118     2500  5.00   -9.277   -6.499   -4.401   -2.481   -0.166    2.109    2.635    2.966
 119     2500  5.50  -10.490   -6.843   -4.581   -2.509   -0.154    2.103    2.670    2.950
 120     2500  6.00  -11.349   -7.104   -4.773   -2.548   -0.169    2.088    2.702    2.903
 121     2600  3.50   -6.257   -5.230   -3.763   -2.139   -0.093    2.052    2.518    2.912
 122     2600  4.00   -6.736   -5.380   -3.745   -2.113   -0.054    2.048    2.535    2.919
 123     2600  4.50   -7.483   -5.674   -3.883   -2.191   -0.044    2.069    2.561    2.915
 124     2600  5.00   -8.381   -5.955   -3.968   -2.198   -0.006    2.080    2.598    2.919
 125     2600  5.50   -9.530   -6.299   -4.143   -2.233    0.012    2.082    2.636    2.912
 126     2600  6.00  -10.529   -6.622   -4.372   -2.290   -0.004    2.069    2.667    2.878
 127     2700  3.50   -5.926   -4.917   -3.458   -1.914    0.020    2.012    2.478    2.855
 128     2700  4.00   -6.284   -4.997   -3.396   -1.858    0.075    2.008    2.496    2.866
 129     2700  4.50   -6.891   -5.230   -3.508   -1.928    0.094    2.032    2.525    2.865
 130     2700  5.00   -7.636   -5.470   -3.572   -1.933    0.128    2.041    2.557    2.872
 131     2700  5.50   -8.637   -5.787   -3.724   -1.970    0.151    2.049    2.597    2.873
 132     2700  6.00   -9.673   -6.123   -3.951   -2.028    0.146    2.045    2.632    2.852
 133     2800  5.00   -9.553   -5.202   -2.858   -1.206    0.569    1.987    2.401    2.429
 134     2800  5.50  -10.458   -5.381   -2.995   -1.161    0.647    2.025    2.313    2.250
 135     2900  5.00   -8.677   -4.811   -2.539   -1.045    0.573    1.933    2.402    2.477
 136     2900  5.50   -9.524   -4.990   -2.670   -1.025    0.643    1.972    2.330    2.316
 137     3000  5.00   -7.880   -4.452   -2.259   -0.889    0.578    1.882    2.396    2.509
 138     3000  5.50   -8.664   -4.631   -2.380   -0.889    0.640    1.920    2.338    2.369
 139     3100  5.00   -7.155   -4.128   -2.018   -0.745    0.583    1.836    2.383    2.527
 140     3100  5.50   -7.850   -4.300   -2.122   -0.758    0.636    1.869    2.337    2.411
 141     3200  5.00   -6.521   -3.836   -1.814   -0.616    0.589    1.793    2.363    2.529
 142     3200  5.50   -7.111   -3.992   -1.896   -0.632    0.635    1.823    2.329    2.437
 143     3300  5.00   -5.967   -3.567   -1.639   -0.499    0.599    1.756    2.339    2.521
 144     3300  5.50   -6.433   -3.706   -1.699   -0.516    0.636    1.781    2.316    2.451
 145     3400  5.00   -5.487   -3.322   -1.488   -0.394    0.611    1.721    2.312    2.504
 146     3400  5.50   -5.819   -3.438   -1.531   -0.409    0.639    1.741    2.296    2.451
 147     3500  5.00   -5.069   -3.095   -1.356   -0.302    0.623    1.689    2.280    2.481
 148     3500  5.50   -5.269   -3.189   -1.385   -0.313    0.644    1.705    2.270    2.440
 149     3600  5.00   -4.686   -2.887   -1.241   -0.224    0.633    1.657    2.246    2.453
 150     3600  5.50   -4.798   -2.961   -1.261   -0.231    0.649    1.669    2.239    2.419
 151     3700  5.00   -4.329   -2.692   -1.136   -0.159    0.642    1.625    2.210    2.422
 152     3700  5.50   -4.421   -2.762   -1.158   -0.166    0.653    1.634    2.202    2.390
 153     3800  5.00   -4.009   -2.510   -1.040   -0.107    0.650    1.595    2.175    2.387
 154     3800  5.50   -4.109   -2.567   -1.051   -0.100    0.668    1.607    2.170    2.361
 155     3500  0.00   -5.894   -3.760   -1.746   -0.601    0.362    1.652    2.684    2.841
 156     3500  0.50   -5.364   -3.445   -1.585   -0.515    0.410    1.659    2.657    2.799
 157     3500  1.00   -4.861   -3.172   -1.451   -0.437    0.462    1.673    2.619    2.747
 158     3500  1.50   -4.427   -2.944   -1.337   -0.363    0.518    1.691    2.570    2.687
 159     3500  2.00   -4.098   -2.779   -1.253   -0.299    0.570    1.705    2.514    2.625
 160     3500  2.50   -3.913   -2.706   -1.206   -0.247    0.616    1.708    2.441    2.572
 161     3500  3.00   -3.819   -2.674   -1.172   -0.200    0.650    1.711    2.345    2.523
 162     3500  3.50   -3.803   -2.674   -1.163   -0.178    0.663    1.712    2.295    2.496
 163     3500  4.00   -3.861   -2.709   -1.173   -0.168    0.670    1.716    2.279    2.481
 164     3500  4.50   -3.996   -2.779   -1.199   -0.165    0.674    1.722    2.281    2.472
 165     3500  5.00   -4.208   -2.877   -1.242   -0.169    0.678    1.731    2.289    2.455
 166     3750  0.00   -5.188   -3.228   -1.385   -0.379    0.457    1.614    2.567    2.704
 167     3750  0.50   -4.772   -3.002   -1.292   -0.343    0.459    1.598    2.559    2.694
 168     3750  1.00   -4.372   -2.811   -1.217   -0.308    0.471    1.593    2.545    2.677
 169     3750  1.50   -4.013   -2.647   -1.151   -0.268    0.494    1.597    2.522    2.648
 170     3750  2.00   -3.719   -2.508   -1.088   -0.222    0.529    1.608    2.487    2.607
 171     3750  2.50   -3.523   -2.417   -1.043   -0.181    0.567    1.619    2.447    2.565
 172     3750  3.00   -3.424   -2.384   -1.016   -0.142    0.612    1.625    2.383    2.517
 173     3750  3.50   -3.358   -2.364   -0.993   -0.107    0.648    1.629    2.303    2.471
 174     3750  4.00   -3.340   -2.360   -0.983   -0.085    0.669    1.634    2.252    2.440
 175     3750  4.50   -3.390   -2.384   -0.987   -0.071    0.683    1.640    2.231    2.421
 176     3750  5.00   -3.523   -2.446   -1.005   -0.061    0.694    1.649    2.227    2.404
 177     4000  0.00   -4.374   -2.701   -1.038   -0.159    0.580    1.594    2.420    2.528
 178     4000  0.50   -3.995   -2.504   -0.966   -0.144    0.566    1.570    2.415    2.524
 179     4000  1.00   -3.653   -2.353   -0.922   -0.137    0.554    1.552    2.408    2.520
 180     4000  1.50   -3.374   -2.241   -0.895   -0.130    0.548    1.542    2.398    2.514
 181     4000  2.00   -3.178   -2.168   -0.883   -0.125    0.546    1.536    2.389    2.508
 182     4000  2.50   -3.049   -2.115   -0.868   -0.109    0.556    1.538    2.371    2.493
 183     4000  3.00   -2.978   -2.081   -0.849   -0.081    0.584    1.546    2.338    2.464
 184     4000  3.50   -2.946   -2.071   -0.833   -0.048    0.624    1.553    2.285    2.423
 185     4000  4.00   -2.916   -2.061   -0.816   -0.016    0.662    1.560    2.222    2.379
 186     4000  4.50   -2.912   -2.060   -0.807    0.007    0.687    1.565    2.172    2.347
 187     4000  5.00   -2.958   -2.081   -0.810    0.022    0.703    1.571    2.148    2.328
 188     4250  0.00   -3.606   -2.259   -0.774    0.006    0.670    1.557    2.268    2.356
 189     4250  0.50   -3.277   -2.092   -0.715    0.013    0.650    1.531    2.262    2.351
 190     4250  1.00   -2.984   -1.963   -0.679    0.013    0.632    1.512    2.255    2.347
 191     4250  1.50   -2.749   -1.870   -0.660    0.010    0.618    1.497    2.248    2.343
 192     4250  2.00   -2.581   -1.808   -0.651    0.007    0.609    1.487    2.241    2.341
 193     4250  2.50   -2.477   -1.770   -0.649    0.007    0.605    1.482    2.231    2.337
 194     4250  3.00   -2.429   -1.750   -0.649    0.012    0.608    1.481    2.219    2.331
 195     4250  3.50   -2.428   -1.746   -0.651    0.024    0.621    1.484    2.198    2.318
 196     4250  4.00   -2.459   -1.759   -0.649    0.046    0.649    1.489    2.160    2.291
 197     4250  4.50   -2.486   -1.772   -0.645    0.069    0.680    1.494    2.114    2.259
 198     4250  5.00   -2.509   -1.781   -0.643    0.089    0.704    1.499    2.074    2.232
 199     4500  0.00   -2.895   -1.864   -0.565    0.126    0.723    1.500    2.113    2.191
 200     4500  0.50   -2.641   -1.744   -0.526    0.126    0.701    1.477    2.108    2.186
 201     4500  1.00   -2.414   -1.647   -0.501    0.122    0.682    1.458    2.103    2.181
 202     4500  1.50   -2.231   -1.577   -0.487    0.115    0.667    1.443    2.096    2.177
 203     4500  2.00   -2.099   -1.530   -0.481    0.110    0.655    1.433    2.090    2.174
 204     4500  2.50   -2.017   -1.501   -0.479    0.107    0.649    1.426    2.082    2.171
 205     4500  3.00   -1.978   -1.485   -0.479    0.107    0.647    1.423    2.073    2.168
 206     4500  3.50   -1.975   -1.478   -0.481    0.112    0.651    1.422    2.061    2.163
 207     4500  4.00   -2.001   -1.481   -0.484    0.122    0.661    1.424    2.045    2.154
 208     4500  4.50   -2.051   -1.497   -0.486    0.137    0.682    1.429    2.019    2.136
 209     4500  5.00   -2.101   -1.515   -0.487    0.154    0.705    1.433    1.988    2.115
 210     4750  0.00   -2.243   -1.491   -0.394    0.209    0.740    1.425    1.957    2.031
 211     4750  0.50   -2.056   -1.418   -0.377    0.202    0.720    1.406    1.956    2.028
 212     4750  1.00   -1.889   -1.359   -0.365    0.193    0.702    1.390    1.953    2.023
 213     4750  1.50   -1.755   -1.316   -0.359    0.185    0.687    1.376    1.948    2.019
 214     4750  2.00   -1.658   -1.288   -0.357    0.178    0.676    1.366    1.942    2.015
 215     4750  2.50   -1.598   -1.272   -0.356    0.173    0.668    1.359    1.936    2.012
 216     4750  3.00   -1.573   -1.264   -0.356    0.172    0.666    1.355    1.928    2.009
 217     4750  3.50   -1.575   -1.262   -0.355    0.175    0.668    1.354    1.918    2.005
 218     4750  4.00   -1.598   -1.264   -0.355    0.182    0.674    1.355    1.907    2.000
 219     4750  4.50   -1.639   -1.271   -0.356    0.192    0.685    1.357    1.892    1.992
 220     4750  5.00   -1.697   -1.285   -0.357    0.204    0.700    1.361    1.877    1.983
 221     5000  0.00   -1.722   -1.168   -0.261    0.261    0.731    1.338    1.800    1.868
 222     5000  0.50   -1.575   -1.127   -0.260    0.248    0.713    1.323    1.804    1.869
 223     5000  1.00   -1.447   -1.098   -0.261    0.236    0.697    1.309    1.804    1.867
 224     5000  1.50   -1.346   -1.080   -0.263    0.226    0.683    1.297    1.802    1.864
 225     5000  2.00   -1.272   -1.070   -0.267    0.217    0.672    1.288    1.798    1.861
 226     5000  2.50   -1.226   -1.068   -0.269    0.211    0.665    1.281    1.793    1.859
 227     5000  3.00   -1.209   -1.071   -0.270    0.209    0.662    1.278    1.787    1.856
 228     5000  3.50   -1.215   -1.075   -0.269    0.212    0.663    1.276    1.780    1.853
 229     5000  4.00   -1.239   -1.082   -0.267    0.218    0.669    1.277    1.770    1.849
 230     5000  4.50   -1.276   -1.089   -0.264    0.226    0.678    1.280    1.760    1.844
 231     5000  5.00   -1.323   -1.098   -0.262    0.237    0.691    1.283    1.748    1.838
 232     5250  0.00   -1.336   -0.908   -0.160    0.291    0.708    1.245    1.644    1.706
 233     5250  0.50   -1.223   -0.890   -0.170    0.275    0.691    1.234    1.654    1.711
 234     5250  1.00   -1.123   -0.880   -0.179    0.261    0.676    1.223    1.657    1.713
 235     5250  1.50   -1.040   -0.878   -0.190    0.248    0.663    1.213    1.658    1.712
 236     5250  2.00   -0.977   -0.883   -0.199    0.237    0.652    1.204    1.657    1.710
 237     5250  2.50   -0.936   -0.893   -0.207    0.229    0.644    1.197    1.654    1.709
 238     5250  3.00   -0.915   -0.904   -0.211    0.225    0.641    1.193    1.651    1.707
 239     5250  3.50   -0.916   -0.916   -0.212    0.226    0.642    1.192    1.645    1.705
 240     5250  4.00   -0.935   -0.927   -0.209    0.232    0.648    1.194    1.638    1.703
 241     5250  4.50   -0.967   -0.937   -0.204    0.241    0.657    1.196    1.629    1.699
 242     5250  5.00   -1.007   -0.947   -0.200    0.252    0.669    1.200    1.620    1.696
 243     5500  0.00   -1.046   -0.698   -0.084    0.304    0.673    1.149    1.490    1.546
 244     5500  0.50   -0.966   -0.698   -0.099    0.289    0.659    1.143    1.506    1.557
 245     5500  1.00   -0.889   -0.703   -0.115    0.274    0.646    1.135    1.514    1.562
 246     5500  1.50   -0.823   -0.713   -0.130    0.260    0.634    1.126    1.517    1.564
 247     5500  2.00   -0.769   -0.728   -0.145    0.246    0.623    1.118    1.519    1.564
 248     5500  2.50   -0.728   -0.746   -0.159    0.235    0.614    1.111    1.518    1.563
 249     5500  3.00   -0.700   -0.764   -0.169    0.227    0.609    1.106    1.517    1.562
 250     5500  3.50   -0.689   -0.782   -0.174    0.225    0.608    1.104    1.514    1.562
 251     5500  4.00   -0.695   -0.797   -0.173    0.229    0.612    1.105    1.509    1.561
 252     5500  4.50   -0.715   -0.809   -0.169    0.237    0.621    1.108    1.502    1.559
 253     5500  5.00   -0.746   -0.821   -0.162    0.248    0.633    1.112    1.495    1.557
 254     5750  0.00   -0.821   -0.525   -0.025    0.306    0.632    1.051    1.338    1.390
 255     5750  0.50   -0.771   -0.539   -0.043    0.292    0.622    1.050    1.360    1.407
 256     5750  1.00   -0.717   -0.555   -0.062    0.279    0.611    1.046    1.373    1.416
 257     5750  1.50   -0.667   -0.576   -0.081    0.264    0.601    1.040    1.380    1.421
 258     5750  2.00   -0.622   -0.599   -0.100    0.250    0.590    1.033    1.384    1.423
 259     5750  2.50   -0.584   -0.625   -0.119    0.236    0.580    1.026    1.385    1.423
 260     5750  3.00   -0.554   -0.650   -0.134    0.224    0.573    1.020    1.386    1.423
 261     5750  3.50   -0.532   -0.673   -0.145    0.217    0.568    1.016    1.385    1.423
 262     5750  4.00   -0.522   -0.692   -0.150    0.216    0.569    1.015    1.383    1.423
 263     5750  4.50   -0.527   -0.706   -0.148    0.222    0.576    1.017    1.379    1.423
 264     5750  5.00   -0.544   -0.718   -0.142    0.232    0.588    1.021    1.374    1.422
 265     6000  0.00   -0.638   -0.376    0.019    0.297    0.582    0.949    1.188    1.237
 266     6000  0.50   -0.618   -0.403    0.002    0.288    0.578    0.956    1.217    1.260
 267     6000  1.00   -0.586   -0.429   -0.017    0.277    0.571    0.956    1.234    1.273
 268     6000  1.50   -0.551   -0.457   -0.038    0.264    0.564    0.953    1.245    1.282
 269     6000  2.00   -0.517   -0.489   -0.060    0.249    0.554    0.948    1.252    1.286
 270     6000  2.50   -0.484   -0.521   -0.082    0.234    0.545    0.942    1.255    1.288
 271     6000  3.00   -0.454   -0.554   -0.103    0.220    0.536    0.935    1.258    1.288
 272     6000  3.50   -0.428   -0.583   -0.120    0.208    0.529    0.930    1.259    1.288
 273     6000  4.00   -0.407   -0.607   -0.131    0.202    0.526    0.927    1.259    1.289
 274     6000  4.50   -0.396   -0.625   -0.135    0.202    0.529    0.927    1.258    1.290
 275     6000  5.00   -0.397   -0.639   -0.133    0.210    0.538    0.930    1.255    1.291
 276     6250  0.50   -0.489   -0.281    0.037    0.276    0.529    0.860    1.077    1.116
 277     6250  1.00   -0.480   -0.317    0.019    0.269    0.527    0.866    1.099    1.135
 278     6250  1.50   -0.461   -0.353   -0.002    0.259    0.522    0.866    1.113    1.146
 279     6250  2.00   -0.438   -0.391   -0.025    0.245    0.516    0.864    1.123    1.153
 280     6250  2.50   -0.412   -0.430   -0.050    0.230    0.507    0.859    1.129    1.157
 281     6250  3.00   -0.385   -0.468   -0.075    0.214    0.498    0.852    1.133    1.159
 282     6250  3.50   -0.358   -0.505   -0.097    0.199    0.489    0.846    1.135    1.160
 283     6250  4.00   -0.331   -0.536   -0.114    0.188    0.483    0.841    1.137    1.160
 284     6250  4.50   -0.309   -0.560   -0.125    0.182    0.482    0.839    1.138    1.161
 285     6250  5.00   -0.297   -0.576   -0.128    0.185    0.486    0.841    1.138    1.163
 286     6500  0.50   -0.370   -0.169    0.059    0.254    0.472    0.761    0.940    0.976
 287     6500  1.00   -0.387   -0.215    0.047    0.255    0.477    0.774    0.967    0.999
 288     6500  1.50   -0.386   -0.259    0.028    0.248    0.477    0.779    0.985    1.014
 289     6500  2.00   -0.375   -0.302    0.005    0.237    0.473    0.779    0.997    1.024
 290     6500  2.50   -0.357   -0.346   -0.021    0.223    0.467    0.776    1.005    1.030
 291     6500  3.00   -0.335   -0.391   -0.048    0.206    0.458    0.771    1.011    1.034
 292     6500  3.50   -0.310   -0.434   -0.074    0.189    0.449    0.765    1.015    1.036
 293     6500  4.00   -0.282   -0.472   -0.098    0.174    0.441    0.759    1.018    1.036
 294     6500  4.50   -0.253   -0.503   -0.115    0.164    0.436    0.754    1.020    1.037
 295     6500  5.00   -0.230   -0.526   -0.124    0.160    0.437    0.754    1.022    1.039
 296     6750  0.50   -0.270   -0.083    0.077    0.231    0.417    0.664    0.810    0.843
 297     6750  1.00   -0.298   -0.119    0.064    0.231    0.421    0.679    0.837    0.867
 298     6750  1.50   -0.318   -0.171    0.051    0.232    0.427    0.690    0.859    0.885
 299     6750  2.00   -0.321   -0.221    0.031    0.225    0.428    0.694    0.873    0.898
