# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
  70     1700  3.50  -17.481  -12.456   -8.506   -5.300   -2.795    1.312    2.579    3.515
  71     1700  4.00  -17.144  -12.072   -8.130   -5.007   -2.565    1.362    2.641    3.543
  72     1700  4.50  -15.931  -11.076   -7.399   -4.452   -2.046    1.732    2.864    3.639
  73     1700  5.00  -17.077  -12.235   -8.269   -5.081   -2.640    1.282    2.689    3.571
  74     1700  5.50  -17.350  -12.632   -8.599   -5.372   -2.967    0.971    2.562    3.532
  75     1700  6.00  -17.526  -12.797   -8.753   -5.542   -3.198    0.710    2.436    3.501
  76     1800  3.50  -15.888  -11.323   -7.784   -4.781   -2.259    1.600    2.624    3.428
  77     1800  4.00  -15.717  -11.107   -7.566   -4.633   -2.157    1.641    2.675    3.437
  78     1800  4.50  -14.792  -10.366   -6.968   -4.190   -1.793    1.829    2.804    3.476
  79     1800  5.00  -14.704  -10.336   -6.951   -4.150   -1.755    1.862    2.873    3.502
  80     1800  5.50  -15.525  -11.046   -7.439   -4.482   -2.094    1.569    2.763    3.453
  81     1800  6.00  -15.630  -11.161   -7.508   -4.513   -2.138    1.506    2.769    3.492
  82     1900  3.50  -13.433   -9.971   -7.013   -4.262   -1.718    1.888    2.688    3.362
  83     1900  4.00  -14.567  -10.283   -7.094   -4.308   -1.783    1.819    2.678    3.344
  84     1900  4.50  -15.605  -10.923   -7.474   -4.561   -2.049    1.623    2.616    3.297
  85     1900  5.00  -14.662  -10.244   -6.953   -4.167   -1.720    1.802    2.752    3.329
  86     1900  5.50  -14.705  -10.477   -7.122   -4.287   -1.883    1.681    2.733    3.291
  87     1900  6.00  -14.657  -10.515   -7.116   -4.290   -1.950    1.573    2.689    3.272
  88     2000  3.50  -11.686   -9.069   -6.597   -4.012   -1.426    2.003    2.684    3.284
  89     2000  4.00  -12.959   -9.328   -6.540   -3.943   -1.391    1.977    2.692    3.275
  90     2000  4.50  -13.759   -9.472   -6.515   -3.889   -1.360    1.972    2.714    3.255
  91     2000  5.00  -14.243   -9.718   -6.647   -3.943   -1.431    1.915    2.726    3.219
  92     2000  5.50  -14.319  -10.137   -6.927   -4.152   -1.702    1.737    2.692    3.171
  93     2000  6.00  -13.858   -9.930   -6.747   -4.043   -1.691    1.686    2.677    3.136
  94     2100  4.00  -11.439   -8.506   -6.076   -3.667   -1.112    2.058    2.681    3.204
  95     2100  5.00  -13.108   -8.773   -6.002   -3.500   -0.981    2.079    2.757    3.178
  96     2100  5.50  -13.873   -9.383   -6.444   -3.768   -1.250    1.908    2.716    3.103
  97     2100  6.00  -13.759   -9.683   -6.647   -3.931   -1.486    1.759    2.658    3.023
  98     2200  3.50   -8.915   -7.345   -5.579   -3.415   -0.890    2.123    2.654    3.143
  99     2200  4.00  -10.005   -7.690   -5.578   -3.373   -0.856    2.110    2.664    3.138
 100     2200  4.50  -11.242   -8.008   -5.630   -3.344   -0.810    2.119    2.691    3.128
 101     2200  5.00  -12.318   -8.239   -5.663   -3.287   -0.763    2.109    2.726    3.115
 102     2200  5.50  -13.104   -8.598   -5.900   -3.380   -0.855    2.040    2.738    3.063
 103     2200  6.00  -13.227   -8.736   -6.015   -3.416   -0.908    1.985    2.727    2.978
 104     2300  3.50   -7.944   -6.653   -5.071   -3.087   -0.654    2.133    2.628    3.082
 105     2300  4.00   -8.895   -6.987   -5.084   -3.058   -0.621    2.122    2.640    3.081
 106     2300  4.50  -10.098   -7.366   -5.193   -3.071   -0.595    2.127    2.663    3.072
 107     2300  5.00  -11.397   -7.702   -5.294   -3.053   -0.567    2.111    2.691    3.059
 108     2300  5.50  -12.347   -7.970   -5.450   -3.077   -0.578    2.089    2.724    3.024
 109     2300  6.00  -12.604   -8.087   -5.533   -3.069   -0.579    2.070    2.747    2.957
 110     2400  3.50   -7.187   -6.065   -4.578   -2.745   -0.433    2.124    2.598    3.025
 111     2400  4.00   -7.975   -6.355   -4.599   -2.729   -0.405    2.114    2.610    3.026
 112     2400  4.50   -9.030   -6.726   -4.726   -2.771   -0.387    2.125    2.634    3.017
 113     2400  5.50  -11.371   -7.361   -4.991   -2.776   -0.334    2.117    2.708    2.988
 114     2400  6.00  -12.075   -7.607   -5.172   -2.818   -0.368    2.083    2.724    2.925
 115     2500  3.50   -6.668   -5.611   -4.142   -2.423   -0.247    2.090    2.558    2.968
 116     2500  4.00   -7.276   -5.823   -4.145   -2.405   -0.213    2.087    2.574    2.973
 117     2500  4.50   -8.174   -6.166   -4.290   -2.476   -0.204    2.103    2.599    2.965
 118     2500  5.00   -9.277   -6.499   -4.401   -2.481   -0.166    2.109    2.635    2.966
 119     2500  5.50  -10.490   -6.843   -4.581   -2.509   -0.154    2.103    2.670    2.950
 120     2500  6.00  -11.349   -7.104   -4.773   -2.548   -0.169    2.088    2.702    2.903
 121     2600  3.50   -6.257   -5.230   -3.763   -2.139   -0.093    2.052    2.518    2.912
 122     2600  4.00   -6.736   -5.380   -3.745   -2.113   -0.054    2.048    2.535    2.919
 123     2600  4.50   -7.483   -5.674   -3.883   -2.191   -0.044    2.069    2.561    2.915
 124     2600  5.00   -8.381   -5.955   -3.968   -2.198   -0.006    2.080    2.598    2.919
 125     2600  5.50   -9.530   -6.299   -4.143   -2.233    0.012    2.082    2.636    2.912
 126     2600  6.00  -10.529   -6.622   -4.372   -2.290   -0.004    2.069    2.667    2.878
 127     2700  3.50   -5.926   -4.917   -3.458   -1.914    0.020    2.012    2.478    2.855
 128     2700  4.00   -6.284   -4.997   -3.396   -1.858    0.075    2.008    2.496    2.866
 129     2700  4.50   -6.891   -5.230   -3.508   -1.928    0.094    2.032    2.525    2.865
 130     2700  5.00   -7.636   -5.470   -3.572   -1.933    0.128    2.041    2.557    2.872
 131     2700  5.50   -8.637   -5.787   -3.724   -1.970    0.151    2.049    2.597    2.873
 132     2700  6.00   -9.673   -6.123   -3.951   -2.028    0.146    2.045    2.632    2.852
 133     2800  5.00   -8.848   -5.353   -3.125   -1.463    0.443    1.969    2.522    2.687
 134     2800  5.50   -9.735   -5.661   -3.342   -1.473    0.486    1.997    2.492    2.568
 135     2900  5.00   -8.018   -4.886   -2.737   -1.253    0.484    1.922    2.498    2.689
 136     2900  5.50   -8.883   -5.183   -2.938   -1.284    0.520    1.948    2.480    2.593
 137     3000  5.00   -7.271   -4.482   -2.410   -1.058    0.514    1.874    2.467    2.677
 138     3000  5.50   -8.078   -4.747   -2.578   -1.097    0.547    1.901    2.461    2.606
 139     3100  5.00   -6.607   -4.119   -2.127   -0.874    0.541    1.832    2.434    2.657
 140     3100  5.50   -7.307   -4.357   -2.265   -0.917    0.569    1.854    2.433    2.606
 141     3200  5.00   -6.052   -3.810   -1.897   -0.718    0.562    1.793    2.398    2.628
 142     3200  5.50   -6.626   -4.006   -1.996   -0.751    0.588    1.812    2.404    2.595
 143     3300  5.00   -5.572   -3.533   -1.699   -0.577    0.585    1.758    2.363    2.596
 144     3300  5.50   -6.025   -3.697   -1.772   -0.605    0.606    1.774    2.372    2.575
 145     3400  5.00   -5.166   -3.288   -1.532   -0.454    0.605    1.726    2.327    2.562
 146     3400  5.50   -5.500   -3.422   -1.584   -0.476    0.622    1.738    2.337    2.547
 147     3500  5.00   -4.815   -3.067   -1.386   -0.345    0.625    1.697    2.293    2.526
 148     3500  5.50   -5.036   -3.173   -1.423   -0.362    0.637    1.705    2.301    2.516
 149     3600  5.00   -4.506   -2.871   -1.261   -0.254    0.640    1.667    2.257    2.489
 150     3600  5.50   -4.654   -2.951   -1.284   -0.263    0.653    1.676    2.265    2.480
 151     3700  5.00   -4.227   -2.691   -1.149   -0.175    0.653    1.637    2.224    2.452
 152     3700  5.50   -4.309   -2.753   -1.167   -0.181    0.664    1.644    2.225    2.441
 153     3800  5.00   -3.959   -2.527   -1.051   -0.113    0.661    1.606    2.190    2.413
 154     3800  5.50   -4.011   -2.574   -1.063   -0.113    0.674    1.613    2.187    2.400
 155     3500  0.00   -5.905   -3.691   -1.748   -0.645    0.347    1.650    2.679    2.848
 156     3500  0.50   -5.416   -3.446   -1.646   -0.596    0.383    1.659    2.666    2.818
 157     3500  1.00   -4.960   -3.232   -1.558   -0.547    0.426    1.674    2.642    2.778
 158     3500  1.50   -4.566   -3.048   -1.478   -0.496    0.474    1.694    2.609    2.730
 159     3500  2.00   -4.244   -2.890   -1.402   -0.441    0.526    1.714    2.565    2.675
 160     3500  2.50   -4.012   -2.772   -1.334   -0.382    0.580    1.731    2.509    2.616
 161     3500  3.00   -3.869   -2.707   -1.273   -0.312    0.635    1.736    2.425    2.557
 162     3500  3.50   -3.802   -2.673   -1.221   -0.246    0.671    1.737    2.330    2.507
 163     3500  4.00   -3.815   -2.681   -1.203   -0.210    0.685    1.735    2.286    2.482
 164     3500  4.50   -3.899   -2.725   -1.211   -0.192    0.691    1.737    2.272    2.471
 165     3500  5.00   -4.063   -2.808   -1.244   -0.189    0.693    1.741    2.279    2.471
 166     3750  0.00   -5.208   -3.113   -1.319   -0.354    0.456    1.609    2.554    2.697
 167     3750  0.50   -4.817   -2.943   -1.264   -0.336    0.456    1.596    2.553    2.691
 168     3750  1.00   -4.462   -2.805   -1.223   -0.319    0.464    1.592    2.548    2.680
 169     3750  1.50   -4.152   -2.686   -1.186   -0.296    0.483    1.597    2.535    2.661
 170     3750  2.00   -3.888   -2.577   -1.146   -0.268    0.511    1.609    2.515    2.631
 171     3750  2.50   -3.688   -2.487   -1.107   -0.234    0.546    1.624    2.484    2.593
 172     3750  3.00   -3.557   -2.428   -1.072   -0.195    0.589    1.636    2.439    2.548
 173     3750  3.50   -3.470   -2.399   -1.040   -0.149    0.637    1.643    2.364    2.495
 174     3750  4.00   -3.410   -2.377   -1.009   -0.107    0.673    1.648    2.282    2.449
 175     3750  4.50   -3.413   -2.383   -1.000   -0.082    0.691    1.651    2.240    2.424
 176     3750  5.00   -3.483   -2.420   -1.009   -0.069    0.703    1.656    2.225    2.410
 177     4000  0.00   -4.393   -2.595   -0.969   -0.133    0.572    1.586    2.408    2.519
 178     4000  0.50   -4.038   -2.443   -0.927   -0.128    0.559    1.566    2.408    2.518
 179     4000  1.00   -3.735   -2.333   -0.906   -0.128    0.550    1.552    2.408    2.517
 180     4000  1.50   -3.496   -2.256   -0.898   -0.128    0.544    1.543    2.406    2.516
 181     4000  2.00   -3.325   -2.203   -0.895   -0.125    0.545    1.539    2.402    2.513
 182     4000  2.50   -3.210   -2.164   -0.890   -0.115    0.552    1.541    2.393    2.504
 183     4000  3.00   -3.136   -2.130   -0.879   -0.096    0.571    1.549    2.374    2.485
 184     4000  3.50   -3.096   -2.112   -0.865   -0.067    0.606    1.559    2.338    2.451
 185     4000  4.00   -3.059   -2.105   -0.848   -0.033    0.649    1.566    2.276    2.406
 186     4000  4.50   -3.018   -2.094   -0.829   -0.002    0.685    1.573    2.206    2.362
 187     4000  5.00   -3.022   -2.101   -0.823    0.019    0.707    1.578    2.163    2.336
 188     4250  0.00   -3.653   -2.186   -0.715    0.029    0.658    1.547    2.258    2.347
 189     4250  0.50   -3.343   -2.050   -0.677    0.028    0.640    1.526    2.257    2.345
 190     4250  1.00   -3.076   -1.949   -0.658    0.023    0.626    1.510    2.256    2.344
 191     4250  1.50   -2.868   -1.879   -0.651    0.018    0.615    1.499    2.254    2.344
 192     4250  2.00   -2.720   -1.833   -0.652    0.013    0.609    1.491    2.252    2.344
 193     4250  2.50   -2.624   -1.805   -0.658    0.011    0.605    1.487    2.249    2.344
 194     4250  3.00   -2.577   -1.790   -0.664    0.013    0.606    1.486    2.243    2.343
 195     4250  3.50   -2.573   -1.786   -0.670    0.020    0.613    1.488    2.234    2.338
 196     4250  4.00   -2.600   -1.797   -0.674    0.036    0.634    1.493    2.210    2.321
 197     4250  4.50   -2.625   -1.814   -0.672    0.060    0.667    1.499    2.165    2.289
 198     4250  5.00   -2.632   -1.823   -0.665    0.085    0.699    1.505    2.111    2.254
 199     4500  0.00   -3.011   -1.845   -0.526    0.146    0.715    1.494    2.108    2.182
 200     4500  0.50   -2.758   -1.734   -0.496    0.141    0.695    1.474    2.106    2.180
 201     4500  1.00   -2.540   -1.652   -0.480    0.134    0.679    1.458    2.104    2.178
 202     4500  1.50   -2.370   -1.594   -0.474    0.127    0.666    1.446    2.101    2.177
 203     4500  2.00   -2.247   -1.555   -0.474    0.120    0.657    1.438    2.099    2.176
 204     4500  2.50   -2.165   -1.530   -0.478    0.115    0.651    1.432    2.097    2.176
 205     4500  3.00   -2.123   -1.516   -0.484    0.114    0.649    1.429    2.093    2.177
 206     4500  3.50   -2.114   -1.510   -0.490    0.115    0.651    1.429    2.088    2.176
 207     4500  4.00   -2.135   -1.512   -0.497    0.121    0.656    1.431    2.081    2.174
 208     4500  4.50   -2.184   -1.525   -0.504    0.132    0.670    1.435    2.066    2.166
 209     4500  5.00   -2.236   -1.548   -0.508    0.150    0.695    1.440    2.035    2.145
 210     4750  0.00   -2.422   -1.523   -0.374    0.226    0.742    1.427    1.956    2.024
 211     4750  0.50   -2.225   -1.447   -0.357    0.218    0.722    1.409    1.957    2.022
 212     4750  1.00   -2.054   -1.387   -0.348    0.209    0.706    1.394    1.955    2.020
 213     4750  1.50   -1.920   -1.346   -0.344    0.200    0.692    1.382    1.953    2.018
 214     4750  2.00   -1.823   -1.319   -0.345    0.193    0.682    1.373    1.951    2.017
 215     4750  2.50   -1.759   -1.302   -0.347    0.187    0.676    1.368    1.948    2.016
 216     4750  3.00   -1.725   -1.293   -0.351    0.184    0.672    1.364    1.946    2.016
 217     4750  3.50   -1.718   -1.288   -0.354    0.185    0.672    1.363    1.942    2.016
 218     4750  4.00   -1.734   -1.288   -0.358    0.188    0.675    1.363    1.937    2.016
 219     4750  4.50   -1.772   -1.292   -0.362    0.195    0.681    1.366    1.930    2.014
 220     4750  5.00   -1.832   -1.305   -0.369    0.205    0.692    1.370    1.921    2.011
 221     5000  0.00   -1.895   -1.219   -0.249    0.278    0.741    1.346    1.802    1.869
 222     5000  0.50   -1.746   -1.176   -0.245    0.267    0.723    1.331    1.807    1.870
 223     5000  1.00   -1.616   -1.142   -0.245    0.256    0.708    1.318    1.808    1.869
 224     5000  1.50   -1.512   -1.119   -0.247    0.246    0.695    1.308    1.808    1.867
 225     5000  2.00   -1.434   -1.106   -0.250    0.237    0.685    1.299    1.806    1.865
 226     5000  2.50   -1.384   -1.100   -0.254    0.231    0.678    1.293    1.805    1.864
 227     5000  3.00   -1.358   -1.098   -0.257    0.227    0.674    1.290    1.802    1.863
 228     5000  3.50   -1.355   -1.099   -0.258    0.227    0.673    1.288    1.799    1.863
 229     5000  4.00   -1.372   -1.102   -0.259    0.231    0.676    1.289    1.795    1.862
 230     5000  4.50   -1.404   -1.106   -0.260    0.236    0.681    1.290    1.790    1.862
 231     5000  5.00   -1.454   -1.113   -0.261    0.245    0.689    1.294    1.785    1.861
 232     5250  0.00   -1.475   -0.955   -0.149    0.308    0.720    1.255    1.647    1.710
 233     5250  0.50   -1.362   -0.935   -0.156    0.295    0.705    1.245    1.658    1.716
 234     5250  1.00   -1.261   -0.922   -0.164    0.282    0.691    1.235    1.662    1.718
 235     5250  1.50   -1.178   -0.917   -0.172    0.271    0.680    1.226    1.664    1.718
 236     5250  2.00   -1.115   -0.917   -0.179    0.262    0.670    1.219    1.665    1.717
 237     5250  2.50   -1.073   -0.922   -0.186    0.254    0.663    1.213    1.664    1.716
 238     5250  3.00   -1.049   -0.929   -0.191    0.250    0.659    1.209    1.663    1.715
 239     5250  3.50   -1.045   -0.937   -0.193    0.249    0.658    1.207    1.661    1.715
 240     5250  4.00   -1.058   -0.944   -0.192    0.252    0.661    1.208    1.658    1.715
 241     5250  4.50   -1.086   -0.951   -0.190    0.258    0.667    1.210    1.654    1.714
 242     5250  5.00   -1.128   -0.959   -0.188    0.266    0.675    1.213    1.650    1.714
 243     5500  0.00   -1.158   -0.736   -0.072    0.322    0.687    1.159    1.494    1.551
 244     5500  0.50   -1.074   -0.733   -0.086    0.308    0.674    1.154    1.510    1.562
 245     5500  1.00   -0.995   -0.734   -0.099    0.295    0.663    1.147    1.519    1.568
 246     5500  1.50   -0.927   -0.741   -0.112    0.283    0.653    1.140    1.523    1.571
 247     5500  2.00   -0.872   -0.753   -0.124    0.272    0.644    1.134    1.526    1.571
 248     5500  2.50   -0.831   -0.767   -0.135    0.263    0.637    1.128    1.527    1.571
 249     5500  3.00   -0.805   -0.782   -0.143    0.257    0.632    1.124    1.527    1.571
 250     5500  3.50   -0.795   -0.797   -0.148    0.254    0.630    1.122    1.527    1.572
 251     5500  4.00   -0.799   -0.809   -0.149    0.256    0.633    1.122    1.525    1.572
 252     5500  4.50   -0.819   -0.820   -0.146    0.262    0.639    1.124    1.522    1.572
 253     5500  5.00   -0.851   -0.829   -0.142    0.271    0.647    1.128    1.519    1.572
 254     5750  0.00   -0.911   -0.554   -0.013    0.324    0.645    1.061    1.342    1.394
 255     5750  0.50   -0.857   -0.565   -0.030    0.312    0.636    1.061    1.364    1.412
 256     5750  1.00   -0.799   -0.578   -0.046    0.299    0.627    1.058    1.377    1.422
 257     5750  1.50   -0.745   -0.594   -0.063    0.287    0.619    1.053    1.385    1.427
 258     5750  2.00   -0.697   -0.613   -0.079    0.275    0.610    1.047    1.390    1.430
 259     5750  2.50   -0.658   -0.635   -0.094    0.263    0.603    1.042    1.393    1.431
 260     5750  3.00   -0.628   -0.657   -0.107    0.254    0.597    1.037    1.395    1.432
 261     5750  3.50   -0.609   -0.678   -0.116    0.249    0.594    1.034    1.396    1.432
 262     5750  4.00   -0.601   -0.696   -0.120    0.248    0.595    1.034    1.396    1.433
 263     5750  4.50   -0.609   -0.710   -0.120    0.252    0.600    1.036    1.394    1.434
 264     5750  5.00   -0.628   -0.722   -0.116    0.261    0.608    1.039    1.392    1.435
 265     6000  0.00   -0.708   -0.398    0.031    0.314    0.595    0.958    1.192    1.241
 266     6000  0.50   -0.686   -0.422    0.015    0.307    0.592    0.966    1.221    1.265
 267     6000  1.00   -0.650   -0.444   -0.002    0.297    0.587    0.967    1.239    1.279
 268     6000  1.50   -0.611   -0.469   -0.021    0.285    0.581    0.965    1.250    1.288
 269     6000  2.00   -0.573   -0.496   -0.040    0.273    0.573    0.962    1.258    1.293
 270     6000  2.50   -0.538   -0.524   -0.059    0.260    0.566    0.957    1.263    1.296
 271     6000  3.00   -0.507   -0.553   -0.077    0.248    0.559    0.952    1.266    1.297
 272     6000  3.50   -0.481   -0.579   -0.091    0.239    0.554    0.948    1.268    1.298
 273     6000  4.00   -0.463   -0.602   -0.101    0.234    0.552    0.946    1.270    1.299
 274     6000  4.50   -0.455   -0.621   -0.104    0.235    0.555    0.946    1.270    1.301
 275     6000  5.00   -0.460   -0.635   -0.102    0.241    0.562    0.949    1.269    1.303
 276     6250  0.50   -0.541   -0.295    0.049    0.293    0.542    0.869    1.081    1.121
 277     6250  1.00   -0.529   -0.328    0.034    0.288    0.541    0.876    1.103    1.140
 278     6250  1.50   -0.507   -0.360    0.015    0.279    0.538    0.877    1.118    1.152
 279     6250  2.00   -0.480   -0.393   -0.006    0.267    0.533    0.876    1.128    1.160
 280     6250  2.50   -0.451   -0.428   -0.028    0.254    0.527    0.872    1.135    1.164
 281     6250  3.00   -0.422   -0.463   -0.050    0.240    0.519    0.867    1.140    1.167
 282     6250  3.50   -0.395   -0.496   -0.069    0.228    0.513    0.863    1.144    1.168
 283     6250  4.00   -0.369   -0.525   -0.084    0.219    0.509    0.859    1.147    1.170
 284     6250  4.50   -0.349   -0.548   -0.094    0.215    0.508    0.858    1.149    1.171
 285     6250  5.00   -0.340   -0.565   -0.096    0.217    0.513    0.860    1.150    1.174
 286     6500  0.50   -0.408   -0.179    0.071    0.269    0.484    0.769    0.944    0.981
 287     6500  1.00   -0.424   -0.222    0.060    0.271    0.490    0.782    0.971    1.004
 288     6500  1.50   -0.421   -0.262    0.044    0.267    0.491    0.789    0.989    1.019
 289     6500  2.00   -0.406   -0.302    0.023    0.257    0.489    0.790    1.002    1.030
 290     6500  2.50   -0.386   -0.342   -0.001    0.245    0.484    0.788    1.011    1.037
 291     6500  3.00   -0.362   -0.383   -0.025    0.231    0.478    0.784    1.017    1.041
 292     6500  3.50   -0.335   -0.422   -0.048    0.216    0.471    0.780    1.023    1.044
 293     6500  4.00   -0.307   -0.457   -0.069    0.203    0.465    0.775    1.027    1.045
 294     6500  4.50   -0.280   -0.487   -0.085    0.195    0.462    0.772    1.030    1.047
 295     6500  5.00   -0.259   -0.510   -0.093    0.192    0.463    0.772    1.033    1.049
 296     6750  0.50   -0.299   -0.091    0.088    0.245    0.428    0.672    0.814    0.848
 297     6750  1.00   -0.325   -0.123    0.076    0.246    0.433    0.686    0.841    0.871
 298     6750  1.50   -0.343   -0.172    0.065    0.248    0.440    0.698    0.863    0.890
 299     6750  2.00   -0.344   -0.219    0.046    0.243    0.441    0.703    0.878    0.904
